ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2004,2005-01-02,16,22.148,NWE,,SFO,W 21-7,
2,2005,2005-09-18,2,23.042,NWE,@,CAR,L 17-27,
3,2005,2005-09-25,3,23.049,NWE,@,PIT,W 23-20,
4,2005,2005-10-09,5,23.063,NWE,@,ATL,W 31-28,
5,2005,2005-10-30,7,23.084,NWE,,BUF,W 21-16,
6,2005,2005-11-07,8,23.092,NWE,,IND,L 21-40,
7,2005,2005-11-20,10,23.105,NWE,,NOR,W 24-17,
8,2005,2005-11-27,11,23.112,NWE,@,KAN,L 16-26,
9,2005,2006-01-01,16,23.147,NWE,,MIA,L 26-28,
10,2006,2006-11-12,9,24.097,NWE,,NYJ,L 14-17,
11,2006,2006-12-10,13,24.125,NWE,@,MIA,L 0-21,
12,2006,2006-12-17,14,24.132,NWE,,HOU,W 40-7,
13,2006,2006-12-31,16,24.146,NWE,@,TEN,W 40-23,
