ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1973,1973-09-17,1,22.059,NYJ,@,GNB,L 7-23,,,
2,1973,1973-09-23,2,22.065,NYJ,@,BAL,W 34-10,,,
3,1973,1973-09-30,3,22.072,NYJ,@,BUF,L 7-9,,,
4,1973,1973-10-07,4,22.079,NYJ,@,MIA,L 3-31,,,
5,1973,1973-10-14,5,22.086,NYJ,@,NWE,W 9-7,,,
6,1973,1973-10-21,6,22.093,NYJ,@,PIT,L 14-26,,,
7,1973,1973-10-28,7,22.100,NYJ,,DEN,L 28-40,,,
8,1973,1973-11-04,8,22.107,NYJ,,MIA,L 14-24,1,12,0
9,1973,1973-11-11,9,22.114,NYJ,,NWE,W 33-13,,,
10,1973,1973-11-18,10,22.121,NYJ,@,CIN,L 14-20,,,
11,1973,1973-11-25,11,22.128,NYJ,,ATL,L 20-28,,,
12,1973,1973-12-09,13,22.142,NYJ,@,PHI,L 23-24,,,
13,1973,1973-12-16,14,22.149,NYJ,,BUF,L 14-34,,,
