ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1971,1971-09-19,1,22.114,BAL,,NYJ,W 22-0,,,,,,,
2,1971,1971-09-26,2,22.121,BAL,,CLE,L 13-14,,,,,,,
3,1971,1971-10-03,3,22.128,BAL,@,NWE,W 23-3,,,,,,,
4,1971,1971-10-10,4,22.135,BAL,@,BUF,W 43-0,3,19,6.33,0,0,0,0
5,1971,1971-10-17,5,22.142,BAL,@,NYG,W 31-7,,,,,,,
6,1971,1971-10-25,6,22.150,BAL,@,MIN,L 3-10,,,,,,,
7,1971,1971-10-31,7,22.156,BAL,,PIT,W 34-21,,,,,,,
8,1971,1971-11-08,8,22.164,BAL,,RAM,W 24-17,,,,,,,
9,1971,1971-11-14,9,22.170,BAL,@,NYJ,W 14-13,,,,,,,
10,1971,1971-11-21,10,22.177,BAL,@,MIA,L 14-17,,,,,,,
11,1971,1971-11-28,11,22.184,BAL,@,OAK,W 37-14,,,,,,,
12,1971,1971-12-05,12,22.191,BAL,,BUF,W 24-0,,,,,,,
13,1971,1971-12-11,13,22.197,BAL,,MIA,W 14-3,,,,,,,
14,1971,1971-12-19,14,22.205,BAL,,NWE,L 17-21,,,,,,,
15,1972,1972-09-17,1,23.112,BAL,,STL,L 3-10,,,,,,,
16,1972,1972-09-24,2,23.119,BAL,,NYJ,L 34-44,,,,,,,
17,1972,1972-10-01,3,23.126,BAL,@,BUF,W 17-0,,,,,,,
18,1972,1972-10-08,4,23.133,BAL,,SDG,L 20-23,,,,,,,
19,1972,1972-10-15,5,23.140,BAL,,DAL,L 0-21,,,,,,,
20,1973,1973-09-16,1,24.111,BAL,@,CLE,L 14-24,,,,,,,
21,1973,1973-09-23,2,24.118,BAL,,NYJ,L 10-34,,,,,,,
22,1973,1973-09-30,3,24.125,BAL,,NOR,W 14-10,,,,,,,
23,1973,1973-10-07,4,24.132,BAL,@,NWE,L 16-24,,,,,,,
24,1973,1973-10-14,5,24.139,BAL,@,BUF,L 13-31,,,,,,,
25,1973,1973-10-21,6,24.146,BAL,@,DET,W 29-27,,,,,,,
26,1973,1973-10-28,7,24.153,BAL,,OAK,L 21-34,,,,,,,
27,1973,1973-11-04,8,24.160,BAL,,HOU,L 27-31,,,,,,,
28,1973,1973-11-11,9,24.167,BAL,@,MIA,L 0-44,0,0,,0,1,22,0
29,1973,1973-11-18,10,24.174,BAL,@,WAS,L 14-22,,,,,,,
30,1973,1973-11-25,11,24.181,BAL,,BUF,L 17-24,,,,,,,
31,1973,1973-12-02,12,24.188,BAL,@,NYJ,L 17-20,1,3,3.00,0,0,0,0
32,1973,1973-12-09,13,24.195,BAL,,MIA,W 16-3,1,9,9.00,0,1,0,0
33,1973,1973-12-16,14,24.202,BAL,,NWE,W 18-13,,,,,,,
34,1974,1974-10-27,7,25.152,BUF,,CHI,W 16-6,,,,,,,
35,1974,1974-11-03,8,25.159,BUF,@,NWE,W 29-28,,,,,,,
36,1974,1974-11-10,9,25.166,BUF,,HOU,L 9-21,,,,,,,
37,1974,1974-11-17,10,25.173,BUF,@,MIA,L 28-35,,,,,,,
38,1974,1974-11-24,11,25.180,BUF,@,CLE,W 15-10,,,,,,,
39,1974,1974-12-01,12,25.187,BUF,,BAL,W 6-0,1,1,1.00,0,0,0,0
40,1974,1974-12-08,13,25.194,BUF,@,NYJ,L 10-20,,,,,,,
41,1974,1974-12-15,14,25.201,BUF,@,RAM,L 14-19,,,,,,,
