ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2000,2000-11-23,12,22.181,NWE,@,DET,L 9-34,
2,2001,2001-12-02,12,23.190,NWE,@,NYJ,W 17-16,
3,2002,2002-09-08,1,24.105,BUF,,NYJ,L 31-37,
4,2002,2002-09-15,2,24.112,BUF,@,MIN,W 45-39,
5,2002,2002-09-22,3,24.119,BUF,@,DEN,L 23-28,
6,2002,2002-09-29,4,24.126,BUF,,CHI,W 33-27,
7,2002,2002-10-06,5,24.133,BUF,,OAK,L 31-49,
8,2002,2002-10-13,6,24.140,BUF,@,HOU,W 31-24,
9,2002,2002-10-20,7,24.147,BUF,@,MIA,W 23-10,
10,2002,2002-10-27,8,24.154,BUF,,DET,W 24-17,
11,2002,2002-11-03,9,24.161,BUF,,NWE,L 7-38,
12,2002,2002-12-16,14,24.204,NWE,@,TEN,L 7-24,
13,2002,2002-12-22,15,24.210,NWE,,NYJ,L 17-30,
14,2002,2002-12-29,16,24.217,NWE,,MIA,W 27-24,
15,2004,2004-10-31,8,26.158,OAK,@,SDG,L 14-42,
