ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
98,2007,2007-09-23,3,29.062,DET,@,PHI,L 21-56,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,228,45.60,0
99,2007,2007-09-30,4,29.069,DET,,CHI,W 37-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,217,43.40,0
100,2007,2007-10-07,5,29.076,DET,@,WAS,L 3-34,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,293,48.83,0
101,2007,2007-10-21,6,29.090,DET,,TAM,W 23-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,2,92,46.00,0
102,2007,2007-10-28,7,29.097,DET,@,CHI,W 16-7,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,201,40.20,0
103,2007,2007-11-04,8,29.104,DET,,DEN,W 44-7,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,144,48.00,0
104,2007,2007-11-11,9,29.111,DET,@,ARI,L 21-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,191,47.75,0
105,2007,2007-11-18,10,29.118,DET,,NYG,L 10-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,259,43.17,0
106,2007,2007-11-22,11,29.122,DET,,GNB,L 26-37,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,150,37.50,0
107,2007,2007-12-02,12,29.132,DET,@,MIN,L 10-42,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,222,44.40,0
108,2007,2007-12-09,13,29.139,DET,,DAL,L 27-28,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,156,52.00,0
109,2007,2007-12-16,14,29.146,DET,@,SDG,L 14-51,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,127,42.33,0
110,2007,2007-12-23,15,29.153,DET,,KAN,W 25-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,217,43.40,0
111,2007,2007-12-30,16,29.160,DET,@,GNB,L 13-34,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,264,44.00,0
112,2008,2008-09-07,1,30.046,DET,@,ATL,L 21-34,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,6,255,42.50,0
113,2008,2008-09-14,2,30.053,DET,,GNB,L 25-48,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,6,208,34.67,0
114,2008,2008-09-21,3,30.060,DET,@,SFO,L 13-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,239,47.80,0
115,2008,2008-10-05,4,30.074,DET,,CHI,L 7-34,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,8,366,45.75,0
116,2008,2008-10-12,5,30.081,DET,@,MIN,L 10-12,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,9,412,45.78,0
117,2008,2008-10-19,6,30.088,DET,@,HOU,L 21-28,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,189,47.25,0
118,2008,2008-10-26,7,30.095,DET,,WAS,L 17-25,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,6,263,43.83,0
119,2008,2008-11-02,8,30.102,DET,@,CHI,L 23-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,6,254,42.33,0
120,2008,2008-11-09,9,30.109,DET,,JAX,L 14-38,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,181,45.25,0
121,2008,2008-11-16,10,30.116,DET,@,CAR,L 22-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,3,116,38.67,0
122,2008,2008-11-23,11,30.123,DET,,TAM,L 20-38,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,7,277,39.57,0
123,2008,2008-11-27,12,30.127,DET,,TEN,L 10-47,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,1,9,431,47.89,0
124,2008,2008-12-07,13,30.137,DET,,MIN,L 16-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,2,119,59.50,0
125,2008,2008-12-14,14,30.144,DET,@,IND,L 21-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,193,48.25,0
126,2008,2008-12-21,15,30.151,DET,,NOR,L 7-42,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,146,36.50,0
127,2008,2008-12-28,16,30.158,DET,@,GNB,L 21-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,7,303,43.29,0
128,2009,2009-09-13,1,31.052,DET,@,NOR,L 27-45,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,208,41.60,0
129,2009,2009-09-20,2,31.059,DET,,MIN,L 13-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,150,37.50,0
130,2009,2009-09-27,3,31.066,DET,,WAS,W 19-14,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,6,241,40.17,0
131,2009,2009-10-04,4,31.073,DET,@,CHI,L 24-48,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,218,43.60,0
132,2009,2009-10-11,5,31.080,DET,,PIT,L 20-28,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,3,139,46.33,0
133,2009,2009-10-18,6,31.087,DET,@,GNB,L 0-26,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,196,39.20,0
134,2009,2009-11-01,7,31.101,DET,,STL,L 10-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,7,324,46.29,0
135,2009,2009-11-08,8,31.108,DET,@,SEA,L 20-32,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,2,105,52.50,0
136,2009,2009-11-15,9,31.115,DET,@,MIN,L 10-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,7,287,41.00,0
137,2009,2009-11-22,10,31.122,DET,,CLE,W 38-37,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,3,129,43.00,0
138,2009,2009-11-26,11,31.126,DET,,GNB,L 12-34,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,3,154,51.33,0
139,2009,2009-12-06,12,31.136,DET,@,CIN,L 13-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,1,6,262,43.67,0
140,2009,2009-12-13,13,31.143,DET,@,BAL,L 3-48,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,235,47.00,0
141,2009,2009-12-20,14,31.150,DET,,ARI,L 24-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,196,39.20,0
142,2009,2009-12-27,15,31.157,DET,@,SFO,L 6-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,188,37.60,0
143,2009,2010-01-03,16,31.164,DET,,CHI,L 23-37,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,3,142,47.33,0
144,2010,2010-09-12,1,32.051,DET,@,CHI,L 14-19,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,8,337,42.13,0
145,2010,2010-09-19,2,32.058,DET,,PHI,L 32-35,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,210,52.50,0
146,2010,2010-09-26,3,32.065,DET,@,MIN,L 10-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,7,300,42.86,0
147,2010,2010-10-03,4,32.072,DET,@,GNB,L 26-28,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,2,67,33.50,0
148,2010,2010-10-10,5,32.079,DET,,STL,W 44-6,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,3,134,44.67,0
149,2010,2010-10-17,6,32.086,DET,@,NYG,L 20-28,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,235,47.00,0
150,2010,2010-10-31,7,32.100,DET,,WAS,W 37-25,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,9,418,46.44,0
151,2010,2010-11-07,8,32.107,DET,,NYJ,L 20-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,9,424,47.11,0
152,2010,2010-11-14,9,32.114,DET,@,BUF,L 12-14,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,8,333,41.63,0
153,2010,2010-11-21,10,32.121,DET,@,DAL,L 19-35,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,6,278,46.33,0
154,2010,2010-11-25,11,32.125,DET,,NWE,L 24-45,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,3,141,47.00,0
155,2010,2010-12-05,12,32.135,DET,,CHI,L 20-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,173,43.25,0
156,2010,2010-12-12,13,32.142,DET,,GNB,W 7-3,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,8,354,44.25,0
157,2010,2010-12-19,14,32.149,DET,@,TAM,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,158,39.50,0
158,2010,2010-12-26,15,32.156,DET,@,MIA,W 34-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,6,278,46.33,0
159,2010,2011-01-02,16,32.163,DET,,MIN,W 20-13,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,178,44.50,0
160,2011,2011-10-16,6,33.085,JAX,@,PIT,L 13-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,296,42.29,0
161,2011,2011-10-24,7,33.093,JAX,,BAL,W 12-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,286,40.86,0
162,2011,2011-10-30,8,33.099,JAX,@,HOU,L 14-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,374,46.75,0
163,2011,2011-11-13,9,33.113,JAX,@,IND,W 17-3,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,232,38.67,0
164,2011,2011-11-20,10,33.120,JAX,@,CLE,L 10-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,203,40.60,0
165,2011,2011-11-27,11,33.127,JAX,,HOU,L 13-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,380,42.22,0
166,2011,2011-12-05,12,33.135,JAX,,SDG,L 14-38,,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,217,43.40,0
167,2011,2011-12-11,13,33.141,JAX,,TAM,W 41-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,290,41.43,0
168,2011,2011-12-15,14,33.145,JAX,@,ATL,L 14-41,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,304,43.43,0
169,2011,2011-12-24,15,33.154,JAX,@,TEN,L 17-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,406,45.11,0
170,2011,2012-01-01,16,33.162,JAX,,IND,W 19-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,87,43.50,0
171,2012,2012-09-30,4,34.069,DET,,MIN,L 13-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,198,39.60,0
172,2012,2012-10-14,5,34.083,DET,@,PHI,W 26-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,299,42.71,0
173,2012,2012-10-22,6,34.091,DET,@,CHI,L 7-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,321,40.13,0
174,2012,2012-10-28,7,34.097,DET,,SEA,W 28-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,176,44.00,0
175,2012,2012-11-04,8,34.104,DET,@,JAX,W 31-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,99,49.50,0
176,2012,2012-11-11,9,34.111,DET,@,MIN,L 24-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,228,38.00,0
177,2012,2012-11-18,10,34.118,DET,,GNB,L 20-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,118,39.33,0
178,2012,2012-11-22,11,34.122,DET,,HOU,L 31-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,299,37.38,0
179,2012,2012-12-02,12,34.132,DET,,IND,L 33-35,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,298,42.57,0
180,2012,2012-12-09,13,34.139,DET,@,GNB,L 20-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,70,35.00,0
181,2012,2012-12-16,14,34.146,DET,@,ARI,L 10-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,376,47.00,0
182,2012,2012-12-22,15,34.152,DET,,ATL,L 18-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,82,41.00,0
183,2012,2012-12-30,16,34.160,DET,,CHI,L 24-26,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,219,43.80,0
