ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1979,1979-11-11,11,23.092,GNB,,MIN,W 19-7,1,3,33.3,,,,0,1
2,1979,1979-11-18,12,23.099,GNB,@,BUF,L 12-19,,1,0.0,2,2,100.0,0,6
3,1979,1979-11-25,13,23.106,GNB,,PHI,L 10-21,1,1,100.0,1,1,100.0,0,4
4,1979,1979-12-02,14,23.113,GNB,@,WAS,L 21-38,3,3,100.0,,,,0,3
5,1979,1979-12-09,15,23.120,GNB,,CHI,L 14-15,2,2,100.0,,1,0.0,0,2
6,1979,1979-12-15,16,23.126,GNB,@,DET,W 18-13,,,,4,5,80.0,0,12
7,1980,1980-10-12,6,24.062,GNB,@,TAM,T 14-14,2,2,100.0,,3,0.0,0,2
8,1980,1980-10-19,7,24.069,GNB,@,CLE,L 21-26,3,3,100.0,,,,0,3
9,1980,1980-10-26,8,24.076,GNB,,MIN,W 16-3,1,2,50.0,1,1,100.0,0,4
10,1980,1980-11-02,9,24.083,GNB,@,PIT,L 20-22,2,3,66.7,,,,0,2
11,1980,1980-11-09,10,24.090,GNB,,SFO,W 23-16,2,2,100.0,3,3,100.0,0,11
12,1980,1980-11-16,11,24.097,GNB,@,NYG,L 21-27,3,3,100.0,,2,0.0,0,3
13,1980,1980-11-23,12,24.104,GNB,@,MIN,W 25-13,1,3,33.3,2,3,66.7,0,7
