ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1970,1970-09-27,2,21.340,ATL,@,GNB,L 24-27,2,26,13.00,1,1,6
2,1970,1970-10-11,4,21.354,ATL,@,DAL,L 0-13,1,5,5.00,0,0,0
3,1970,1970-10-18,5,21.361,ATL,@,DEN,L 10-24,3,45,15.00,0,0,0
4,1970,1970-10-25,6,22.003,ATL,,NOR,W 32-14,6,60,10.00,1,1,6
5,1970,1970-11-01,7,22.010,ATL,,CHI,L 14-23,1,21,21.00,0,0,0
6,1970,1970-11-08,8,22.017,ATL,@,RAM,T 10-10,,,,,,
7,1970,1970-11-15,9,22.024,ATL,@,PHI,T 13-13,3,89,29.67,0,0,0
8,1970,1970-11-22,10,22.031,ATL,,RAM,L 7-17,3,32,10.67,0,0,0
9,1970,1970-11-30,11,22.039,ATL,,MIA,L 7-20,2,17,8.50,0,0,0
10,1970,1970-12-06,12,22.045,ATL,@,SFO,L 20-24,,,,,,
11,1970,1970-12-13,13,22.052,ATL,,PIT,W 27-16,1,11,11.00,0,0,0
12,1970,1970-12-20,14,22.059,ATL,,MIN,L 7-37,1,5,5.00,0,0,0
13,1971,1971-09-19,1,22.332,ATL,,SFO,W 20-17,,,,,,
14,1971,1971-10-10,4,22.353,ATL,,STL,L 9-26,,,,,,
15,1971,1971-10-24,6,23.002,ATL,,NOR,W 28-6,,,,,,
16,1971,1971-10-31,7,23.009,ATL,@,CLE,W 31-14,,,,,,
17,1972,1972-09-17,1,23.331,ATL,@,CHI,W 37-21,1,19,19.00,0,0,0
18,1972,1972-09-24,2,23.338,ATL,@,NWE,L 20-21,,,,,,
19,1972,1972-10-01,3,23.345,ATL,,RAM,W 31-3,,,,,,
20,1972,1972-10-08,4,23.352,ATL,,DET,L 23-26,,,,,,
21,1972,1972-10-15,5,23.359,ATL,@,NOR,W 21-14,,,,,,
22,1972,1972-10-22,6,24.000,ATL,@,GNB,W 10-9,,,,,,
23,1972,1972-10-29,7,24.007,ATL,,SFO,L 14-49,,,,,,
24,1972,1972-11-05,8,24.014,ATL,@,RAM,L 7-20,,,,,,
25,1972,1972-11-12,9,24.021,ATL,,NOR,W 36-20,,,,,,
26,1972,1972-11-20,10,24.029,ATL,@,WAS,L 13-24,,,,,,
27,1972,1972-11-26,11,24.035,ATL,,DEN,W 23-20,,,,,,
28,1972,1972-12-03,12,24.042,ATL,,HOU,W 20-10,,,,,,
29,1972,1972-12-10,13,24.049,ATL,@,SFO,L 0-20,,,,,,
30,1972,1972-12-17,14,24.056,ATL,,KAN,L 14-17,,,,,,
