ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2014,2014-09-14,2,21.282,CLE,,NOR,W 26-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
2,2014,2014-09-21,3,21.289,CLE,,BAL,L 21-23,,,,,,,,,,,,,,,,,,
3,2014,2014-11-30,12,21.359,CLE,@,BUF,L 10-26,,5,8,62.50,63,0,0,87.0,0,0,7.88,7.88,2,13,6.50,1,1,6
4,2014,2014-12-14,14,22.008,CLE,,CIN,L 0-30,*,10,18,55.56,80,0,2,27.3,3,26,4.44,-0.56,5,13,2.60,0,0,0
5,2014,2014-12-21,15,22.015,CLE,@,CAR,L 13-17,*,3,8,37.50,32,0,0,50.0,0,0,4.00,4.00,2,3,1.50,0,0,0
6,2015,2015-09-13,1,22.281,CLE,@,NYJ,L 10-31,,13,24,54.17,182,1,1,75.3,3,14,7.58,6.54,5,35,7.00,0,0,0
7,2015,2015-09-20,2,22.288,CLE,,TEN,W 28-14,*,8,15,53.33,172,2,0,133.9,2,14,11.47,14.13,3,1,0.33,0,0,0
8,2015,2015-10-25,7,22.323,CLE,@,STL,L 6-24,,4,5,80.00,27,0,0,89.2,0,0,5.40,5.40,1,5,5.00,0,0,0
9,2015,2015-11-01,8,22.330,CLE,,ARI,L 20-34,,3,6,50.00,12,0,0,56.2,0,0,2.00,2.00,1,1,1.00,0,0,0
10,2015,2015-11-05,9,22.334,CLE,@,CIN,L 10-31,*,15,33,45.45,168,1,0,71.3,3,24,5.09,5.70,4,31,7.75,0,0,0
11,2015,2015-11-15,10,22.344,CLE,@,PIT,L 9-30,*,33,45,73.33,372,1,1,95.8,6,45,8.27,7.71,3,17,5.67,0,0,0
12,2015,2015-11-30,11,22.359,CLE,,BAL,L 27-33,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
13,2015,2015-12-13,13,23.007,CLE,,SFO,W 24-10,*,21,31,67.74,270,1,1,92.1,2,19,8.71,7.90,7,15,2.14,0,0,0
14,2015,2015-12-20,14,23.014,CLE,@,SEA,L 13-30,*,19,32,59.38,161,1,1,69.9,3,25,5.03,4.25,2,17,8.50,0,0,0
15,2015,2015-12-27,15,23.021,CLE,@,KAN,L 13-17,*,13,32,40.63,136,0,1,40.6,0,0,4.25,2.84,11,108,9.82,0,0,0
