ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1964,1964-10-09,5,31.224,SDG,@,BOS,W 26-17,2,3,66.7,2,3,66.7,0,8
2,1964,1964-10-18,6,31.233,SDG,,DEN,W 42-14,6,6,100.0,,,,0,6
3,1964,1964-10-25,7,31.240,SDG,@,HOU,W 20-17,2,3,66.7,,2,0.0,0,2
4,1965,1965-09-11,1,32.195,SDG,,DEN,W 34-31,4,4,100.0,2,3,66.7,0,10
5,1965,1965-09-19,2,32.203,SDG,@,OAK,W 17-6,2,2,100.0,1,2,50.0,0,5
6,1965,1965-09-26,3,32.210,SDG,,KAN,T 10-10,1,1,100.0,1,2,50.0,0,4
7,1965,1965-10-03,4,32.217,SDG,,HOU,W 31-14,4,4,100.0,1,2,50.0,0,7
8,1965,1965-10-10,5,32.224,SDG,@,BUF,W 34-3,4,4,100.0,2,3,66.7,0,10
9,1965,1965-10-17,6,32.231,SDG,@,BOS,T 13-13,1,1,100.0,2,3,66.7,0,7
10,1965,1965-10-23,7,32.237,SDG,@,NYJ,W 34-9,4,4,100.0,2,3,66.7,0,10
11,1965,1965-10-31,8,32.245,SDG,,BOS,L 6-22,,,,,2,0.0,0,0
12,1965,1965-11-07,9,32.252,SDG,@,DEN,W 35-21,5,5,100.0,,1,0.0,0,5
13,1965,1965-11-14,10,32.259,SDG,@,KAN,L 7-31,1,1,100.0,,,,0,1
14,1965,1965-11-25,11,32.270,SDG,,BUF,T 20-20,2,2,100.0,2,3,66.7,0,8
15,1965,1965-12-04,12,32.279,SDG,,NYJ,W 38-7,5,5,100.0,1,1,100.0,0,8
16,1965,1965-12-12,13,32.287,SDG,@,HOU,W 37-26,4,4,100.0,3,3,100.0,0,13
17,1965,1965-12-19,14,32.294,SDG,,OAK,W 24-14,3,3,100.0,1,2,50.0,0,6
