ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2008,2008-10-19,6,23.251,BUF,,SDG,W 23-14,,,,,,,,
2,2008,2008-10-26,7,23.258,BUF,@,MIA,L 16-25,,,,,,,,
3,2008,2008-11-02,8,23.265,BUF,,NYJ,L 17-26,,,,,,,,
4,2008,2008-11-09,9,23.272,BUF,@,NWE,L 10-20,,,,,,,,
5,2008,2008-11-17,10,23.280,BUF,,CLE,L 27-29,,,,,,,,
6,2008,2008-11-23,11,23.286,BUF,@,KAN,W 54-31,,0,0,,0,0.0,1,0
7,2008,2008-11-30,12,23.293,BUF,,SFO,L 3-10,,0,0,,0,0.0,2,0
8,2009,2009-11-01,8,24.263,BUF,,HOU,L 10-31,,0,0,,0,0.0,0,1
9,2009,2009-11-22,10,24.284,BUF,@,JAX,L 15-18,,,,,,,,
10,2009,2010-01-03,16,24.326,BUF,,IND,W 30-7,,0,0,,0,0.0,0,2
11,2010,2010-09-12,1,25.213,BUF,,MIA,L 10-15,*,0,0,,0,1.0,3,2
12,2010,2010-09-19,2,25.220,BUF,@,GNB,L 7-34,,,,,,,,
13,2010,2010-09-26,3,25.227,BUF,@,NWE,L 30-38,,,,,,,,
14,2010,2010-10-03,4,25.234,BUF,,NYJ,L 14-38,,1,0,0.00,0,0.0,0,0
15,2010,2010-10-10,5,25.241,BUF,,JAX,L 26-36,,,,,,,,
