ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1973,1973-10-28,7,22.270,CLE,,SDG,T 16-16,,,,
2,1974,1974-10-13,5,23.255,CLE,,CIN,L 24-34,1,17,17.00,0
3,1974,1974-11-10,9,23.283,CLE,@,NWE,W 21-14,2,26,13.00,0
4,1974,1974-11-17,10,23.290,CLE,,PIT,L 16-26,2,49,24.50,0
5,1974,1974-11-24,11,23.297,CLE,,BUF,L 10-15,,,,
6,1974,1974-12-01,12,23.304,CLE,,SFO,W 7-0,,,,
7,1974,1974-12-07,13,23.310,CLE,@,DAL,L 17-41,,,,
