ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-09-16,2,21.285,SDG,@,NWE,L 14-38,,,,,,,,,,
2,2007,2007-09-23,3,21.292,SDG,@,GNB,L 24-31,,,,,,,,,,
3,2007,2007-09-30,4,21.299,SDG,,KAN,L 16-30,,,,,,,,,,
4,2007,2007-10-07,5,21.306,SDG,@,DEN,W 41-3,,,,,,,,,,
5,2007,2007-10-14,6,21.313,SDG,,OAK,W 28-14,,,,,,,,,,
6,2007,2007-10-28,7,21.327,SDG,,HOU,W 35-10,,,,,,,,,,
7,2007,2007-11-04,8,21.334,SDG,@,MIN,L 17-35,,,,,,,,,,
8,2007,2007-11-11,9,21.341,SDG,,IND,W 23-21,,,,,,,,,,
9,2007,2007-11-18,10,21.348,SDG,@,JAX,L 17-24,,,,,,,,,,
10,2007,2007-11-25,11,21.355,SDG,,BAL,W 32-14,,,,,,,,,,
11,2007,2007-12-02,12,21.362,SDG,@,KAN,W 24-10,,,,,,,,,,
12,2007,2007-12-09,13,22.004,SDG,@,TEN,W 23-17,,,,,,,,,,
13,2007,2007-12-16,14,22.011,SDG,,DET,W 51-14,,,,,,,,,,
14,2007,2007-12-24,15,22.019,SDG,,DEN,W 23-3,,,,,,,,,,
15,2007,2007-12-30,16,22.025,SDG,@,OAK,W 30-17,,,,,,,,,,
16,2008,2008-09-07,1,22.277,SDG,,CAR,L 24-26,,,0,0,0.0,0,1,0,0,0
17,2008,2008-09-14,2,22.284,SDG,@,DEN,L 38-39,,,0,0,0.0,0,1,0,0,0
18,2008,2008-09-22,3,22.292,SDG,,NYJ,W 48-29,,,0,0,0.0,0,2,0,0,0
19,2008,2008-09-28,4,22.298,SDG,@,OAK,W 28-18,,,,,,,,,,
20,2008,2008-10-05,5,22.305,SDG,@,MIA,L 10-17,,,0,0,0.0,1,0,0,0,0
21,2008,2008-10-12,6,22.312,SDG,,NWE,W 30-10,,,0,0,0.0,0,0,0,0,0
22,2008,2008-10-19,7,22.319,SDG,@,BUF,L 14-23,,,0,0,0.0,0,0,0,0,0
23,2008,2008-10-26,8,22.326,SDG,@,NOR,L 32-37,,,0,0,0.0,1,0,0,0,0
