ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,22.177,SFO,@,NOR,W 26-23,,,,,,,
2,1980,1980-09-14,2,22.184,SFO,,STL,W 24-21,,,,,,,
3,1980,1980-09-21,3,22.191,SFO,@,NYJ,W 37-27,0,0,,0,1,0,0
4,1980,1980-09-28,4,22.198,SFO,,ATL,L 17-20,,,,,,,
5,1980,1980-10-05,5,22.205,SFO,@,RAM,L 26-48,1,13,13.00,0,0,0,0
6,1980,1980-10-12,6,22.212,SFO,@,DAL,L 14-59,1,3,3.00,0,0,0,0
7,1980,1980-10-19,7,22.219,SFO,,RAM,L 17-31,,,,,,,
8,1980,1980-10-26,8,22.226,SFO,,TAM,L 23-24,,,,,,,
9,1980,1980-11-02,9,22.233,SFO,@,DET,L 13-17,0,0,,0,1,0,0
10,1980,1980-11-09,10,22.240,SFO,@,GNB,L 16-23,,,,,,,
11,1980,1980-11-16,11,22.247,SFO,@,MIA,L 13-17,,,,,,,
12,1980,1980-11-23,12,22.254,SFO,,NYG,W 12-0,,,,,,,
13,1980,1980-11-30,13,22.261,SFO,,NWE,W 21-17,0,0,,0,2,7,0
14,1980,1980-12-07,14,22.268,SFO,,NOR,W 38-35,,,,,,,
15,1980,1980-12-14,15,22.275,SFO,@,ATL,L 10-35,,,,,,,
16,1980,1980-12-21,16,22.282,SFO,,BUF,L 13-18,,,,,,,
17,1981,1981-09-13,2,23.183,SFO,,CHI,W 28-17,,,,,,,
18,1981,1981-09-20,3,23.190,SFO,@,ATL,L 17-34,,,,,,,
19,1981,1981-09-27,4,23.197,SFO,,NOR,W 21-14,,,,,,,
