ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
209,1998,1998-09-13,2,36.195,TEN,,SDG,L 7-13,,0,0,,0,1,1,100.0,,,,0,1,,,,
210,1998,1998-09-20,3,36.202,TEN,@,NWE,L 16-27,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
211,1998,1998-09-27,4,36.209,TEN,,JAX,L 22-27,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
212,1998,1998-10-11,5,36.223,TEN,@,BAL,W 12-8,,0,0,,0,,,,2,3,66.7,0,6,0,0,,0
213,1998,1998-10-18,6,36.230,TEN,,CIN,W 44-14,,0,0,,0,5,5,100.0,3,3,100.0,0,14,0,0,,0
214,1998,1998-10-25,7,36.237,TEN,,CHI,L 20-23,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
215,1998,1998-11-01,8,36.244,TEN,@,PIT,W 41-31,,0,0,,0,5,5,100.0,2,2,100.0,0,11,0,0,,0
216,1998,1998-11-08,9,36.251,TEN,@,TAM,W 31-22,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
217,1998,1998-11-15,10,36.258,TEN,,PIT,W 23-14,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
218,1998,1998-11-22,11,36.265,TEN,,NYJ,L 3-24,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
219,1998,1998-11-29,12,36.272,TEN,@,SEA,L 18-20,,0,0,,0,,,,4,4,100.0,0,12,0,0,,0
220,1998,1998-12-06,13,36.279,TEN,,BAL,W 16-14,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
221,1998,1998-12-13,14,36.286,TEN,@,JAX,W 16-13,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
222,1998,1998-12-20,15,36.293,TEN,@,GNB,L 22-30,,0,0,,0,2,2,100.0,,,,0,2,,,,
223,1998,1998-12-26,16,36.299,TEN,,MIN,L 16-26,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
224,1999,1999-09-12,1,37.194,TEN,,CIN,W 36-35,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
225,1999,1999-09-19,2,37.201,TEN,,CLE,W 26-9,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
226,1999,1999-09-26,3,37.208,TEN,@,JAX,W 20-19,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
227,1999,1999-10-03,4,37.215,TEN,@,SFO,L 22-24,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
228,1999,1999-10-10,5,37.222,TEN,,BAL,W 14-11,,0,0,,0,2,2,100.0,,,,0,2,,,,
229,1999,1999-10-17,6,37.229,TEN,@,NOR,W 24-21,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
230,1999,1999-10-31,7,37.243,TEN,,STL,W 24-21,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
231,1999,1999-11-07,8,37.250,TEN,@,MIA,L 0-17,,0,0,,0,,,,,1,0.0,0,0,0,0,,0
232,1999,1999-11-14,9,37.257,TEN,@,CIN,W 24-14,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
233,1999,1999-11-21,10,37.264,TEN,,PIT,W 16-10,,0,0,,0,2,2,100.0,,,,0,2,,,,
234,1999,1999-11-28,11,37.271,TEN,@,CLE,W 33-21,,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
235,1999,1999-12-05,12,37.278,TEN,@,BAL,L 14-41,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
236,1999,1999-12-09,13,37.282,TEN,,OAK,W 21-14,,0,0,,0,3,3,100.0,,,,0,3,,,,
237,1999,1999-12-19,14,37.292,TEN,,ATL,W 30-17,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
238,1999,1999-12-26,15,37.299,TEN,,JAX,W 41-14,,0,0,,0,5,5,100.0,2,2,100.0,0,11,0,0,,0
239,1999,2000-01-02,16,37.306,TEN,@,PIT,W 47-36,,0,0,,0,6,6,100.0,1,1,100.0,0,9,0,0,,0
240,2000,2000-09-03,1,38.185,TEN,@,BUF,L 13-16,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
241,2000,2000-09-10,2,38.192,TEN,,KAN,W 17-14,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
242,2000,2000-09-24,3,38.206,TEN,@,PIT,W 23-20,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
243,2000,2000-10-01,4,38.213,TEN,,NYG,W 28-14,,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,,0
244,2000,2000-10-08,5,38.220,TEN,@,CIN,W 23-14,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
245,2000,2000-10-16,6,38.228,TEN,,JAX,W 27-13,,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
246,2000,2000-10-22,7,38.234,TEN,@,BAL,W 14-6,,0,0,,0,2,2,100.0,,,,0,2,,,,
247,2000,2000-10-30,8,38.242,TEN,@,WAS,W 27-21,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
248,2000,2000-11-05,9,38.248,TEN,,PIT,W 9-7,,0,0,,0,,,,3,4,75.0,0,9,0,0,,0
249,2000,2000-11-12,10,38.255,TEN,,BAL,L 23-24,,0,0,,0,2,3,66.7,1,2,50.0,0,5,0,0,,0
250,2000,2000-11-19,11,38.262,TEN,,CLE,W 24-10,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
251,2000,2000-11-26,12,38.269,TEN,@,JAX,L 13-16,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
252,2000,2000-12-03,13,38.276,TEN,@,PHI,W 15-13,,0,0,,0,,,,5,5,100.0,0,15,0,0,,0
253,2000,2000-12-10,14,38.283,TEN,,CIN,W 35-3,,0,0,,0,5,5,100.0,,,,0,5,,,,
254,2000,2000-12-17,15,38.290,TEN,@,CLE,W 24-0,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
255,2000,2000-12-25,16,38.298,TEN,,DAL,W 31-0,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
