ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1977,1977-09-19,1,22.055,SFO,@,PIT,L 0-27,,,,
2,1977,1977-09-25,2,22.061,SFO,,MIA,L 15-19,,,,
3,1977,1977-10-02,3,22.068,SFO,@,RAM,L 14-34,,,,
4,1977,1977-10-09,4,22.075,SFO,,ATL,L 0-7,,,,
5,1977,1977-10-16,5,22.082,SFO,@,NYG,L 17-20,,,,
6,1977,1977-10-23,6,22.089,SFO,,DET,W 28-7,1,0,0.00,0
7,1977,1977-10-30,7,22.096,SFO,,TAM,W 20-10,,,,
8,1977,1977-11-06,8,22.103,SFO,@,ATL,W 10-3,,,,
9,1977,1977-11-13,9,22.110,SFO,@,NOR,W 10-7,,,,
10,1977,1977-11-20,10,22.117,SFO,,RAM,L 10-23,,,,
11,1977,1977-11-27,11,22.124,SFO,,NOR,W 20-17,,,,
12,1977,1977-12-04,12,22.131,SFO,@,MIN,L 27-28,,,,
13,1977,1977-12-12,13,22.139,SFO,,DAL,L 35-42,,,,
14,1977,1977-12-18,14,22.145,SFO,@,GNB,L 14-16,,,,
15,1978,1978-09-03,1,23.039,SFO,@,CLE,L 7-24,,,,
16,1978,1978-09-10,2,23.046,SFO,,CHI,L 13-16,,,,
17,1978,1978-09-17,3,23.053,SFO,@,HOU,L 19-20,,,,
18,1978,1978-09-24,4,23.060,SFO,@,NYG,L 10-27,,,,
19,1978,1978-10-01,5,23.067,SFO,,CIN,W 28-12,,,,
20,1978,1978-10-08,6,23.074,SFO,@,RAM,L 10-27,,,,
21,1978,1978-10-15,7,23.081,SFO,,NOR,L 7-14,,,,
22,1978,1978-10-22,8,23.088,SFO,,ATL,L 17-20,,,,
23,1978,1978-10-29,9,23.095,SFO,@,WAS,L 20-38,,,,
24,1978,1978-11-05,10,23.102,SFO,@,ATL,L 10-21,,,,
25,1978,1978-11-12,11,23.109,SFO,,STL,L 10-16,,,,
26,1978,1978-11-19,12,23.116,SFO,,RAM,L 28-31,,,,
27,1978,1978-11-27,13,23.124,SFO,,PIT,L 7-24,,,,
28,1978,1978-12-03,14,23.130,SFO,@,NOR,L 13-24,,,,
29,1978,1978-12-10,15,23.137,SFO,,TAM,W 6-3,,,,
30,1978,1978-12-17,16,23.144,SFO,@,DET,L 14-33,,,,
