ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1998,1998-12-13,14,25.003,GNB,,CHI,W 26-20,,1.0,0,0,0
2,1998,1998-12-20,15,25.010,GNB,,TEN,W 30-22,,,,,
3,1998,1998-12-27,16,25.017,GNB,@,CHI,W 16-13,,,,,
4,1999,1999-09-12,1,25.276,GNB,,OAK,W 28-24,,,,,
5,1999,1999-09-19,2,25.283,GNB,@,DET,L 15-23,,,,,
6,1999,1999-09-26,3,25.290,GNB,,MIN,W 23-20,*,1.0,0,0,0
7,1999,1999-10-10,4,25.304,GNB,,TAM,W 26-23,*,,,,
8,1999,1999-10-17,5,25.311,GNB,@,DEN,L 10-31,*,,,,
9,1999,1999-10-24,6,25.318,GNB,@,SDG,W 31-3,*,0.5,0,0,0
10,1999,1999-11-01,7,25.326,GNB,,SEA,L 7-27,,,,,
11,1999,1999-11-07,8,25.332,GNB,,CHI,L 13-14,,0.5,0,0,0
12,1999,1999-11-14,9,25.339,GNB,@,DAL,L 13-27,,,,,
13,1999,1999-11-21,10,25.346,GNB,,DET,W 26-17,,,,,
14,1999,1999-11-29,11,25.354,GNB,@,SFO,W 20-3,,,,,
15,1999,1999-12-05,12,25.360,GNB,@,CHI,W 35-19,,,,,
16,1999,1999-12-12,13,26.002,GNB,,CAR,L 31-33,,,,,
17,1999,1999-12-20,14,26.010,GNB,@,MIN,L 20-24,,,,,
18,1999,1999-12-26,15,26.016,GNB,@,TAM,L 10-29,,,,,
19,1999,2000-01-02,16,26.023,GNB,,ARI,W 49-24,,0.0,1,0,0
20,2000,2000-09-03,1,26.268,GNB,,NYJ,L 16-20,,,,,
21,2000,2000-09-10,2,26.275,GNB,@,BUF,L 18-27,,,,,
22,2000,2000-10-01,5,26.296,GNB,,CHI,L 24-27,,,,,
23,2000,2000-10-08,6,26.303,GNB,@,DET,L 24-31,,,,,
24,2000,2000-10-15,7,26.310,GNB,,SFO,W 31-28,,,,,
25,2000,2000-11-12,10,26.338,GNB,@,TAM,L 15-20,,,,,
26,2000,2000-11-19,11,26.345,GNB,,IND,W 26-24,,,,,
27,2000,2000-12-03,13,26.359,GNB,@,CHI,W 28-6,,1.0,0,0,0
28,2000,2000-12-10,14,27.000,GNB,,DET,W 26-13,,,,,
29,2000,2000-12-17,15,27.007,GNB,@,MIN,W 33-28,,,,,
30,2000,2000-12-24,16,27.014,GNB,,TAM,W 17-14,,,,,
31,2001,2001-09-09,1,27.273,GNB,,DET,W 28-6,,,,,
32,2001,2001-09-24,2,27.288,GNB,,WAS,W 37-0,,1.0,0,0,0
33,2001,2001-09-30,3,27.294,GNB,@,CAR,W 28-7,,,,,
34,2001,2001-10-07,4,27.301,GNB,@,TAM,L 10-14,,,,,
35,2001,2001-10-14,5,27.308,GNB,,BAL,W 31-23,,,,,
