ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-10-01,4,23.150,RAM,@,SFO,W 13-12,2,5,2.50,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
2,1989,1989-10-08,5,23.157,RAM,,ATL,W 26-14,7,25,3.57,0,,1,5,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
3,1989,1989-10-22,7,23.171,RAM,,NOR,L 21-40,0,0,,0,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,1989,1989-10-29,8,23.178,RAM,@,CHI,L 10-20,3,13,4.33,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
5,1989,1989-11-05,9,23.185,RAM,@,MIN,L 21-23,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
6,1989,1989-11-12,10,23.192,RAM,,NYG,W 31-10,8,45,5.63,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
7,1989,1989-11-19,11,23.199,RAM,,PHO,W 37-14,6,16,2.67,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1989,1989-12-03,13,23.213,RAM,@,DAL,W 35-31,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
9,1989,1989-12-17,15,23.227,RAM,,NYJ,W 38-14,8,49,6.13,1,,0,0,,0,,,0,0,,0,0,0,,,,,,1,4,4.00,0,1,6
10,1989,1989-12-24,16,23.234,RAM,@,NWE,W 24-20,3,10,3.33,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,1990,1990-09-16,2,24.135,RAM,@,TAM,W 35-14,8,41,5.13,0,,1,12,12.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,1990,1990-09-23,3,24.142,RAM,,PHI,L 21-27,4,5,1.25,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
13,1990,1990-10-07,4,24.156,RAM,,CIN,L 31-34,20,92,4.60,2,,1,13,13.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
14,1990,1990-10-14,5,24.163,RAM,@,CHI,L 9-38,12,47,3.92,0,,5,36,7.20,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,1990,1990-10-21,6,24.170,RAM,,ATL,W 44-24,19,102,5.37,2,,4,11,2.75,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
16,1990,1990-10-29,7,24.178,RAM,@,PIT,L 10-41,15,34,2.27,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,1990,1990-11-04,8,24.184,RAM,,HOU,W 17-13,21,87,4.14,1,,3,15,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
18,1990,1990-11-11,9,24.191,RAM,,NYG,L 7-31,13,44,3.38,1,,2,10,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
19,1990,1990-11-18,10,24.198,RAM,,DAL,L 21-24,24,103,4.29,3,,2,4,2.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,3,18
20,1990,1990-11-25,11,24.205,RAM,@,SFO,W 28-17,24,68,2.83,2,,3,27,9.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,3,18
21,1990,1990-12-02,12,24.212,RAM,@,CLE,W 38-23,9,28,3.11,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
22,1990,1990-12-09,13,24.219,RAM,,NOR,L 20-24,10,51,5.10,0,,4,18,4.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
