ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-12-16,14,23.243,OAK,,KAN,W 15-0,,,,,,,,,,,0.0%,,,,,,,,,,
2,2012,2012-12-23,15,23.250,OAK,@,CAR,L 6-17,,,,,,0,,,,,0.0%,,,,,,,,,,
3,2012,2012-12-30,16,23.257,OAK,@,SDG,L 21-24,,,,,,0,,,,,0.0%,,,,,,,,,,
4,2013,2013-09-08,1,24.144,OAK,@,IND,L 17-21,,,,,,,,,,,0.0%,,,,,,,,,,
5,2013,2013-09-15,2,24.151,OAK,,JAX,W 19-9,,,,,,,,,,,0.0%,,,,,,,,,,
6,2013,2013-09-23,3,24.159,OAK,@,DEN,L 21-37,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
7,2013,2013-09-29,4,24.165,OAK,,WAS,L 14-24,,2,4,2.00,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
8,2013,2013-10-06,5,24.172,OAK,,SDG,W 27-17,,0,0,,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,0.0,0,0
9,2013,2013-10-13,6,24.179,OAK,@,KAN,L 7-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,2,0
10,2013,2013-10-27,7,24.193,OAK,,PIT,W 21-18,,,,,,,,,,,0.0%,,,,,,,,,,
11,2013,2013-11-03,8,24.200,OAK,,PHI,L 20-49,,,,,,,,,,,0.0%,,,,,,,,,,
12,2013,2013-11-10,9,24.207,OAK,@,NYG,L 20-24,,,,,,,,,,,0.0%,,,,,,,,,,
13,2013,2013-11-17,10,24.214,OAK,@,HOU,W 28-23,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
14,2013,2013-11-24,11,24.221,OAK,,TEN,L 19-23,,0,0,,0,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,0.0,1,0
15,2013,2013-11-28,12,24.225,OAK,@,DAL,L 24-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
