ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1984,1984-09-02,1,23.312,NOR,,ATL,L 28-36,,1,-15,-15.00,0,0,0,,0,0,0,,,,,,3,113,37.67,0
2,1984,1984-09-09,2,23.319,NOR,,TAM,W 17-13,,0,0,,0,0,0,,0,0,0,,,,,,3,123,41.00,0
3,1984,1984-09-16,3,23.326,NOR,@,SFO,L 20-30,,0,0,,0,0,0,,0,0,0,,,,,,3,138,46.00,0
4,1984,1984-09-23,4,23.333,NOR,,STL,W 34-24,,0,0,,0,0,0,,0,0,0,,,,,,4,147,36.75,0
5,1984,1984-09-30,5,23.340,NOR,@,HOU,W 27-10,,0,0,,0,0,0,,0,0,0,,,,,,3,140,46.67,0
6,1984,1984-10-07,6,23.347,NOR,@,CHI,L 7-20,,0,0,,0,0,0,,0,0,0,,,,,,7,320,45.71,0
7,1984,1984-10-14,7,23.354,NOR,,RAM,L 10-28,,0,0,,0,0,0,,0,0,0,,,,,,3,146,48.67,0
8,1984,1984-10-21,8,23.361,NOR,@,DAL,L 27-30,,0,0,,0,0,0,,0,0,0,,,,,,3,136,45.33,1
9,1984,1984-10-28,9,24.002,NOR,@,CLE,W 16-14,,0,0,,0,0,0,,0,0,0,,,,,,4,178,44.50,0
10,1984,1984-11-04,10,24.009,NOR,,GNB,L 13-23,,0,0,,0,0,0,,0,0,0,,,,,,4,197,49.25,0
11,1984,1984-11-11,11,24.016,NOR,@,ATL,W 17-13,,1,-12,-12.00,0,0,0,,0,0,0,,,,,,3,127,42.33,0
12,1984,1984-11-19,12,24.024,NOR,,PIT,W 27-24,,0,0,,0,0,0,,0,0,0,,,,,,6,286,47.67,0
13,1984,1984-11-25,13,24.030,NOR,,SFO,L 3-35,,0,0,,0,0,0,,0,0,0,,,,,,8,364,45.50,0
14,1984,1984-12-02,14,24.037,NOR,@,RAM,L 21-34,,0,0,,0,0,0,,0,0,0,,,,,,6,267,44.50,0
15,1984,1984-12-09,15,24.044,NOR,,CIN,L 21-24,,0,0,,0,0,0,,0,0,0,,,,,,4,173,43.25,0
16,1984,1984-12-15,16,24.050,NOR,@,NYG,W 10-3,,0,0,,0,0,0,,0,0,0,,,,,,5,165,33.00,0
17,1985,1985-09-08,1,24.317,NOR,,KAN,L 27-47,,0,0,,0,0,0,,0,0,0,,0,,,,5,192,38.40,0
18,1985,1985-09-15,2,24.324,NOR,@,DEN,L 23-34,,0,0,,0,0,0,,0,0,0,,0,,,,5,228,45.60,0
19,1985,1985-09-22,3,24.331,NOR,,TAM,W 20-13,,0,0,,0,0,0,,0,0,0,,0,,,,4,163,40.75,0
20,1985,1985-09-29,4,24.338,NOR,@,SFO,W 20-17,,0,0,,0,0,0,,0,0,0,,0,,,,6,225,37.50,0
21,1985,1985-10-06,5,24.345,NOR,,PHI,W 23-21,,0,0,,0,0,0,,0,0,0,,0,,,,5,255,51.00,0
22,1985,1985-10-13,6,24.352,NOR,@,RAI,L 13-23,,0,0,,0,0,0,,0,0,0,,0,,,,7,307,43.86,0
23,1985,1985-10-20,7,24.359,NOR,@,ATL,L 24-31,,0,0,,0,0,0,,0,0,0,,0,,,,5,216,43.20,0
24,1985,1985-10-27,8,25.001,NOR,,NYG,L 13-21,,0,0,,0,0,0,,0,0,0,,0,,,,5,237,47.40,0
25,1985,1985-11-03,9,25.008,NOR,@,RAM,L 10-28,,0,0,,0,0,0,,0,0,0,,0,,,,10,402,40.20,0
26,1985,1985-11-10,10,25.015,NOR,,SEA,L 3-27,,0,0,,0,0,0,,0,0,0,,0,,,,6,252,42.00,0
27,1985,1985-11-17,11,25.022,NOR,@,GNB,L 14-38,,0,0,,0,0,0,,0,0,0,,0,,,,8,320,40.00,0
28,1985,1985-11-24,12,25.029,NOR,@,MIN,W 30-23,,0,0,,0,0,0,,0,0,0,,0,,,,3,106,35.33,0
29,1985,1985-12-01,13,25.036,NOR,,RAM,W 29-3,,0,0,,0,0,0,,0,0,0,,0,,,,4,141,35.25,0
30,1985,1985-12-08,14,25.043,NOR,@,STL,L 16-28,,0,0,,0,1,1,100.00,8,0,0,100.0,0,0,8.00,8.00,3,121,40.33,0
31,1985,1985-12-15,15,25.050,NOR,,SFO,L 19-31,,0,0,,0,0,0,,0,0,0,,0,,,,7,320,45.71,0
