ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,2001,2001-10-14,5,23.061,SEA,,DEN,W 34-21,,,,,
2,2001,2001-10-28,6,23.075,SEA,,MIA,L 20-24,,,,,
3,2001,2001-11-04,7,23.082,SEA,@,WAS,L 14-27,,,,,
4,2001,2001-11-11,8,23.089,SEA,,OAK,W 34-27,,,,,
5,2001,2001-11-18,9,23.096,SEA,@,BUF,W 23-20,,,,,
6,2001,2001-11-25,10,23.103,SEA,@,KAN,L 7-19,,,,,
7,2001,2001-12-02,11,23.110,SEA,,SDG,W 13-10,,,,,
8,2001,2001-12-09,12,23.117,SEA,@,DEN,L 7-20,,,,,
9,2001,2001-12-16,13,23.124,SEA,,DAL,W 29-3,,,,,
10,2001,2001-12-23,14,23.131,SEA,@,NYG,L 24-27,,,,,
11,2001,2001-12-30,15,23.138,SEA,@,SDG,W 25-22,,,,,
12,2001,2002-01-06,16,23.145,SEA,,KAN,W 21-18,,,,,
13,2002,2002-09-08,1,24.025,SEA,@,OAK,L 17-31,,,,,
14,2002,2002-09-15,2,24.032,SEA,,ARI,L 13-24,,,,,
15,2002,2002-09-22,3,24.039,SEA,@,NYG,L 6-9,,,,,
16,2002,2002-09-29,4,24.046,SEA,,MIN,W 48-23,,,,,
17,2002,2002-10-14,5,24.061,SEA,,SFO,L 21-28,,,,,
18,2002,2002-10-20,6,24.067,SEA,@,STL,L 20-37,,,,,
19,2002,2002-10-27,7,24.074,SEA,@,DAL,W 17-14,,,,,
20,2002,2002-11-03,8,24.081,SEA,,WAS,L 3-14,,,,,
21,2002,2002-11-10,9,24.088,SEA,@,ARI,W 27-6,,,,,
22,2002,2002-11-17,10,24.095,SEA,,DEN,L 9-31,*,,,,
23,2002,2002-11-24,11,24.102,SEA,,KAN,W 39-32,*,0.0,1,0,0
24,2002,2002-12-01,12,24.109,SEA,@,SFO,L 24-31,*,,,,
25,2002,2002-12-08,13,24.116,SEA,,PHI,L 20-27,*,,,,
26,2002,2002-12-15,14,24.123,SEA,@,ATL,W 30-24,*,,,,
27,2002,2002-12-22,15,24.130,SEA,,STL,W 30-10,*,,,,
28,2002,2002-12-29,16,24.137,SEA,@,SDG,W 31-28,*,,,,
29,2003,2003-09-14,2,25.031,SEA,@,ARI,W 38-0,,,,,
30,2003,2003-09-21,3,25.038,SEA,,STL,W 24-23,,,,,
31,2003,2003-10-19,6,25.066,SEA,,CHI,W 24-17,,,,,
32,2003,2003-10-26,7,25.073,SEA,@,CIN,L 24-27,,,,,
33,2003,2003-11-02,8,25.080,SEA,,PIT,W 23-16,,,,,
34,2003,2003-11-09,9,25.087,SEA,@,WAS,L 20-27,,,,,
35,2003,2003-11-16,10,25.094,SEA,,DET,W 35-14,,,,,
36,2003,2003-11-23,11,25.101,SEA,@,BAL,L 41-44,,,,,
