ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
27,1960,1960-12-10,11,25.081,GNB,@,SFO,W 13-0,27,161,5.96,0,1,6,6.00,0,0,0
28,1960,1960-12-17,12,25.088,GNB,@,RAM,W 35-21,17,42,2.47,0,0,0,,0,0,0
29,1961,1961-09-17,1,25.362,GNB,,DET,L 13-17,15,85,5.67,1,3,18,6.00,0,1,6
30,1961,1961-09-24,2,26.004,GNB,,SFO,W 30-10,13,63,4.85,0,0,0,,0,0,0
31,1961,1961-10-01,3,26.011,GNB,,CHI,W 24-0,19,130,6.84,1,3,-1,-0.33,0,1,6
32,1961,1961-10-08,4,26.018,GNB,,BAL,W 45-7,13,82,6.31,1,3,24,8.00,0,1,6
33,1961,1961-10-15,5,26.025,GNB,@,CLE,W 49-17,21,158,7.52,4,3,22,7.33,0,4,24
34,1961,1961-10-22,6,26.032,GNB,@,MIN,W 33-7,14,46,3.29,1,0,0,,0,1,6
35,1961,1961-10-29,7,26.039,GNB,,MIN,W 28-10,16,54,3.38,0,2,20,10.00,1,1,6
36,1961,1961-11-05,8,26.046,GNB,@,BAL,L 21-45,12,93,7.75,0,1,5,5.00,0,0,0
37,1961,1961-11-12,9,26.053,GNB,@,CHI,W 31-28,15,69,4.60,0,3,26,8.67,0,0,0
38,1961,1961-11-19,10,26.060,GNB,,RAM,W 35-17,19,47,2.47,2,1,8,8.00,0,2,12
39,1961,1961-11-23,11,26.064,GNB,@,DET,W 17-9,19,94,4.95,2,0,0,,0,2,12
40,1961,1961-12-03,12,26.074,GNB,,NYG,W 20-17,27,186,6.89,2,1,18,18.00,0,2,12
41,1961,1961-12-10,13,26.081,GNB,@,SFO,L 21-22,22,122,5.55,1,2,18,9.00,0,1,6
42,1961,1961-12-17,14,26.088,GNB,@,RAM,W 24-17,18,78,4.33,0,3,17,5.67,0,0,0
43,1962,1962-09-16,1,26.361,GNB,,MIN,W 34-7,17,75,4.41,0,0,0,,0,0,0
44,1962,1962-09-23,2,27.003,GNB,,STL,W 17-0,23,122,5.30,0,4,40,10.00,0,0,0
45,1962,1962-09-30,3,27.010,GNB,,CHI,W 49-0,17,126,7.41,3,1,-1,-1.00,0,3,18
46,1962,1962-10-07,4,27.017,GNB,,DET,W 9-7,20,95,4.75,0,3,25,8.33,0,0,0
47,1962,1962-10-14,5,27.024,GNB,@,MIN,W 48-21,17,164,9.65,0,1,-1,-1.00,0,0,0
48,1962,1962-10-21,6,27.031,GNB,,SFO,W 31-13,17,160,9.41,2,3,1,0.33,0,2,12
49,1962,1962-10-28,7,27.038,GNB,@,BAL,W 17-6,16,68,4.25,1,2,-4,-2.00,0,1,6
50,1962,1962-11-04,8,27.045,GNB,@,CHI,W 38-7,25,124,4.96,4,2,8,4.00,0,4,24
51,1962,1962-11-11,9,27.052,GNB,@,PHI,W 49-0,25,141,5.64,4,1,22,22.00,0,4,24
52,1962,1962-11-18,10,27.059,GNB,,BAL,W 17-13,19,46,2.42,0,0,0,,0,0,0
53,1962,1962-11-22,11,27.063,GNB,@,DET,L 14-26,13,47,3.62,1,0,0,,0,1,6
54,1962,1962-12-02,12,27.073,GNB,,RAM,W 41-10,16,71,4.44,2,1,7,7.00,0,2,12
55,1962,1962-12-09,13,27.080,GNB,@,SFO,W 31-21,24,79,3.29,1,1,1,1.00,0,1,6
56,1962,1962-12-16,14,27.087,GNB,@,RAM,W 20-17,23,156,6.78,1,3,8,2.67,0,1,6
57,1963,1963-09-15,1,27.360,GNB,,CHI,L 3-10,12,53,4.42,0,2,1,0.50,0,0,0
58,1963,1963-09-22,2,28.002,GNB,,DET,W 31-10,22,82,3.73,1,1,5,5.00,0,1,6
59,1963,1963-09-29,3,28.009,GNB,,BAL,W 31-20,16,72,4.50,0,0,0,,0,0,0
60,1963,1963-10-06,4,28.016,GNB,,RAM,W 42-10,16,90,5.63,1,1,27,27.00,1,2,12
61,1963,1963-10-13,5,28.023,GNB,@,MIN,W 37-28,7,31,4.43,0,0,0,,0,0,0
62,1963,1963-10-20,6,28.030,GNB,@,STL,W 30-7,27,63,2.33,2,1,-2,-2.00,0,2,12
63,1963,1963-10-27,7,28.037,GNB,@,BAL,W 34-20,26,107,4.12,2,0,0,,0,2,12
64,1963,1963-11-03,8,28.044,GNB,,PIT,W 33-14,30,141,4.70,1,0,0,,0,1,6
65,1963,1963-11-10,9,28.051,GNB,,MIN,W 28-7,18,37,2.06,0,0,0,,0,0,0
66,1963,1963-11-17,10,28.058,GNB,@,CHI,L 7-26,7,23,3.29,0,3,10,3.33,0,0,0
67,1963,1963-11-24,11,28.065,GNB,,SFO,W 28-10,15,119,7.93,1,2,9,4.50,0,1,6
68,1963,1963-11-28,12,28.069,GNB,@,DET,T 13-13,12,28,2.33,0,1,4,4.00,0,0,0
69,1963,1963-12-07,13,28.078,GNB,@,RAM,W 31-14,17,113,6.65,1,0,0,,0,1,6
70,1963,1963-12-14,14,28.085,GNB,@,SFO,W 21-17,23,59,2.57,0,2,14,7.00,0,0,0
71,1964,1964-09-13,1,28.359,GNB,,CHI,W 23-12,16,79,4.94,0,1,5,5.00,0,0,0
72,1964,1964-09-20,2,29.000,GNB,,BAL,L 20-21,18,98,5.44,1,4,61,15.25,0,1,6
73,1964,1964-09-28,3,29.008,GNB,@,DET,W 14-10,20,50,2.50,0,2,8,4.00,0,0,0
74,1964,1964-10-11,5,29.021,GNB,,SFO,W 24-14,23,133,5.78,2,3,21,7.00,0,2,12
75,1964,1964-10-18,6,29.028,GNB,@,BAL,L 21-24,17,82,4.82,1,4,33,8.25,0,1,6
76,1964,1964-10-25,7,29.035,GNB,,RAM,L 17-27,13,31,2.38,1,2,25,12.50,0,1,6
77,1964,1964-11-01,8,29.042,GNB,@,MIN,W 42-13,17,108,6.35,1,3,57,19.00,2,3,18
78,1964,1964-11-08,9,29.049,GNB,,DET,W 30-7,19,145,7.63,2,2,34,17.00,0,2,12
79,1964,1964-11-15,10,29.056,GNB,@,SFO,L 14-24,15,44,2.93,0,2,16,8.00,0,0,0
80,1964,1964-11-22,11,29.063,GNB,,CLE,W 28-21,22,63,2.86,2,4,5,1.25,0,2,12
81,1964,1964-11-29,12,29.070,GNB,@,DAL,W 45-21,17,82,4.82,0,3,19,6.33,1,1,6
82,1964,1964-12-05,13,29.076,GNB,@,CHI,W 17-3,21,89,4.24,1,4,14,3.50,0,1,6
83,1964,1964-12-13,14,29.084,GNB,@,RAM,T 24-24,17,165,9.71,1,4,56,14.00,0,1,6
84,1965,1965-09-19,1,29.364,GNB,@,PIT,W 41-9,10,42,4.20,0,1,-6,-6.00,0,0,0
85,1965,1965-10-03,3,30.013,GNB,,CHI,W 23-14,16,45,2.81,0,4,76,19.00,0,0,0
86,1965,1965-10-10,4,30.020,GNB,,SFO,W 27-10,19,73,3.84,0,2,9,4.50,0,0,0
87,1965,1965-10-17,5,30.027,GNB,@,DET,W 31-21,13,45,3.46,0,2,18,9.00,0,0,0
88,1965,1965-10-24,6,30.034,GNB,,DAL,W 13-3,14,19,1.36,1,1,4,4.00,0,1,6
89,1965,1965-10-31,7,30.041,GNB,@,CHI,L 10-31,16,50,3.13,1,1,3,3.00,0,1,6
90,1965,1965-11-07,8,30.048,GNB,,DET,L 7-12,14,50,3.57,1,0,0,,0,1,6
91,1965,1965-11-14,9,30.055,GNB,,RAM,W 6-3,19,68,3.58,0,2,49,24.50,0,0,0
92,1965,1965-11-21,10,30.062,GNB,@,MIN,W 38-13,25,111,4.44,0,0,0,,0,0,0
93,1965,1965-11-28,11,30.069,GNB,@,RAM,L 10-21,10,21,2.10,0,2,1,0.50,0,0,0
94,1965,1965-12-05,12,30.076,GNB,,MIN,W 24-19,17,89,5.24,0,1,6,6.00,0,0,0
95,1965,1965-12-12,13,30.083,GNB,@,BAL,W 42-27,17,66,3.88,0,2,39,19.50,0,0,0
96,1965,1965-12-19,14,30.090,GNB,@,SFO,T 24-24,17,55,3.24,1,2,8,4.00,0,1,6
97,1966,1966-09-10,1,30.355,GNB,,BAL,W 24-3,16,76,4.75,0,1,21,21.00,0,0,0
98,1966,1966-09-18,2,30.363,GNB,@,CLE,W 21-20,17,42,2.47,1,8,64,8.00,1,2,12
99,1966,1966-09-25,3,31.005,GNB,,RAM,W 24-13,15,42,2.80,0,1,3,3.00,0,0,0
100,1966,1966-10-02,4,31.012,GNB,,DET,W 23-14,12,34,2.83,0,2,15,7.50,0,0,0
101,1966,1966-10-09,5,31.019,GNB,@,SFO,L 20-21,16,54,3.38,0,4,39,9.75,0,0,0
102,1966,1966-10-16,6,31.026,GNB,@,CHI,W 17-0,17,66,3.88,0,4,42,10.50,0,0,0
103,1966,1966-10-23,7,31.033,GNB,,ATL,W 56-3,10,50,5.00,1,0,0,,0,1,6
104,1966,1966-10-30,8,31.040,GNB,@,DET,W 31-7,16,50,3.13,1,2,13,6.50,0,1,6
105,1966,1966-11-06,9,31.047,GNB,,MIN,L 17-20,16,68,4.25,1,5,44,8.80,0,1,6
106,1966,1966-11-20,10,31.061,GNB,,CHI,W 13-6,20,49,2.45,0,3,17,5.67,0,0,0
107,1966,1966-11-27,11,31.068,GNB,@,MIN,W 28-16,8,20,2.50,0,4,25,6.25,1,1,6
108,1966,1966-12-04,12,31.075,GNB,,SFO,W 20-7,18,84,4.67,0,2,14,7.00,0,0,0
109,1966,1966-12-10,13,31.081,GNB,@,BAL,W 14-10,17,43,2.53,0,3,34,11.33,0,0,0
110,1966,1966-12-18,14,31.089,GNB,@,RAM,W 27-23,6,27,4.50,0,2,0,0.00,0,0,0
111,1967,1967-09-17,1,31.362,NOR,,RAM,L 13-27,13,38,2.92,0,4,25,6.25,0,0,0
112,1967,1967-09-24,2,32.004,NOR,,WAS,L 10-30,6,29,4.83,0,1,7,7.00,0,0,0
113,1967,1967-10-01,3,32.011,NOR,,CLE,L 7-42,10,34,3.40,1,3,21,7.00,0,1,6
114,1967,1967-10-08,4,32.018,NOR,@,NYG,L 21-27,12,37,3.08,0,4,8,2.00,0,0,0
115,1967,1967-10-15,5,32.025,NOR,@,DAL,L 10-14,10,21,2.10,0,3,12,4.00,0,0,0
116,1967,1967-10-22,6,32.032,NOR,@,SFO,L 13-27,10,29,2.90,0,3,24,8.00,0,0,0
117,1967,1967-10-29,7,32.039,NOR,,PIT,L 10-14,11,30,2.73,1,5,44,8.80,0,1,6
118,1967,1967-11-05,8,32.046,NOR,,PHI,W 31-24,9,25,2.78,0,1,27,27.00,0,0,0
119,1967,1967-11-12,9,32.053,NOR,,DAL,L 10-27,14,39,2.79,0,2,6,3.00,0,0,0
120,1967,1967-11-19,10,32.060,NOR,@,PHI,L 21-48,8,19,2.38,0,7,50,7.14,0,0,0
121,1967,1967-11-26,11,32.067,NOR,,ATL,W 27-24,12,31,2.58,0,1,8,8.00,0,0,0
122,1967,1967-12-03,12,32.074,NOR,@,STL,L 20-31,8,34,4.25,0,1,9,9.00,0,0,0
123,1967,1967-12-10,13,32.081,NOR,@,BAL,L 10-30,4,10,2.50,0,3,10,3.33,0,0,0
124,1967,1967-12-17,14,32.088,NOR,@,WAS,W 30-14,3,14,4.67,0,0,0,,0,0,0
