ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1976,1976-10-04,4,23.250,MIN,,PIT,W 17-6,,,,,,,,,,,,,,
2,1976,1976-10-10,5,23.256,MIN,,CHI,W 20-19,,,,,,,,,,,,,,
3,1976,1976-10-17,6,23.263,MIN,,NYG,W 24-7,4,2,0.50,0,0,0,,0,0,0,,0,0,0
4,1977,1977-09-18,1,24.233,NYG,,WAS,W 20-17,6,12,2.00,0,0,0,,0,1,16,16.00,0,0,0
5,1977,1977-09-25,2,24.240,NYG,@,DAL,L 21-41,5,11,2.20,1,1,4,4.00,0,0,0,,0,1,6
6,1977,1977-10-02,3,24.247,NYG,@,ATL,L 3-17,1,2,2.00,0,0,0,,0,0,0,,0,0,0
7,1977,1977-10-09,4,24.254,NYG,,PHI,L 10-28,1,6,6.00,0,0,0,,0,0,0,,0,0,0
8,1977,1977-10-16,5,24.261,NYG,,SFO,W 20-17,4,5,1.25,1,0,0,,0,0,0,,0,1,6
9,1977,1977-10-23,6,24.268,NYG,@,WAS,W 17-6,5,8,1.60,0,0,0,,0,0,0,,0,0,0
10,1977,1977-10-31,7,24.276,NYG,@,STL,L 0-28,3,9,3.00,0,2,10,5.00,0,0,0,,0,0,0
11,1977,1977-11-06,8,24.282,NYG,,DAL,L 10-24,,,,,,,,,,,,,,
12,1977,1977-11-20,10,24.296,NYG,,CLE,L 7-21,6,31,5.17,0,0,0,,0,0,0,,0,0,0
13,1977,1977-11-27,11,24.303,NYG,@,CIN,L 13-30,5,9,1.80,0,0,0,,0,0,0,,0,0,0
14,1977,1977-12-04,12,24.310,NYG,,STL,W 27-7,12,46,3.83,1,0,0,,0,0,0,,0,1,6
15,1977,1977-12-11,13,24.317,NYG,@,PHI,L 14-17,6,20,3.33,0,0,0,,0,0,0,,0,0,0
16,1977,1977-12-18,14,24.324,NYG,,CHI,L 9-12,8,25,3.13,0,1,6,6.00,0,2,28,14.00,0,0,0
17,1978,1978-09-02,1,25.217,NYG,@,TAM,W 19-13,9,16,1.78,0,1,3,3.00,0,0,0,,0,0,0
18,1978,1978-09-10,2,25.225,NYG,,DAL,L 24-34,2,-3,-1.50,0,0,0,,0,0,0,,0,0,0
19,1978,1978-09-17,3,25.232,NYG,,KAN,W 26-10,1,0,0.00,0,0,0,,0,0,0,,0,0,0
20,1978,1978-09-24,4,25.239,NYG,,SFO,W 27-10,5,5,1.00,1,0,0,,0,0,0,,0,1,6
21,1978,1978-10-01,5,25.246,NYG,@,ATL,L 20-23,2,-9,-4.50,0,0,0,,0,0,0,,0,0,0
22,1978,1978-10-08,6,25.253,NYG,@,DAL,L 3-24,1,6,6.00,0,0,0,,0,0,0,,0,0,0
23,1978,1978-10-22,8,25.267,NYG,,WAS,W 17-6,1,1,1.00,0,1,22,22.00,0,0,0,,0,0,0
24,1978,1978-10-29,9,25.274,NYG,@,NOR,L 17-28,,,,,,,,,,,,,,
25,1978,1978-11-05,10,25.281,NYG,@,STL,L 10-20,,,,,,,,,,,,,,
26,1978,1978-11-12,11,25.288,NYG,@,WAS,L 13-16,2,3,1.50,0,0,0,,0,0,0,,0,0,0
27,1978,1978-11-19,12,25.295,NYG,,PHI,L 17-19,,,,,,,,,,,,,,
28,1978,1978-11-26,13,25.302,NYG,@,BUF,L 17-41,5,17,3.40,0,0,0,,0,0,0,,0,0,0
29,1978,1978-12-03,14,25.309,NYG,,RAM,L 17-20,4,5,1.25,1,0,0,,0,1,14,14.00,0,1,6
30,1978,1978-12-10,15,25.316,NYG,,STL,W 17-0,5,20,4.00,0,0,0,,0,0,0,,0,0,0
31,1978,1978-12-17,16,25.323,NYG,@,PHI,L 3-20,1,0,0.00,0,0,0,,0,0,0,,0,0,0
