ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1987,1987-10-25,6,23.032,BUF,@,MIA,W 34-31,0,0,,0,,,,
2,1987,1987-11-01,7,23.039,BUF,,WAS,L 7-27,0,0,,0,,,,
3,1987,1987-11-15,9,23.053,BUF,@,CLE,L 21-27,2,0,0.00,0,0,0,,0
4,1987,1987-11-22,10,23.060,BUF,@,NYJ,W 17-14,0,0,,0,,,,
5,1987,1987-12-13,13,23.081,BUF,@,IND,W 27-3,0,0,,0,,,,
6,1987,1987-12-27,15,23.095,BUF,@,PHI,L 7-17,0,0,,0,,,,
7,1989,1989-09-10,1,24.352,RAI,,SDG,W 40-14,2,23,11.50,0,0,0,,0
8,1989,1989-09-17,2,24.359,RAI,@,KAN,L 19-24,2,7,3.50,0,0,0,,0
9,1989,1989-09-24,3,25.001,RAI,@,DEN,L 21-31,,,,,,,,
10,1989,1989-10-01,4,25.008,RAI,,SEA,L 20-24,,,,,,,,
11,1989,1989-10-09,5,25.016,RAI,@,NYJ,W 14-7,3,15,5.00,0,0,0,,0
12,1989,1989-10-15,6,25.022,RAI,,KAN,W 20-14,3,5,1.67,0,0,0,,0
13,1989,1989-10-22,7,25.029,RAI,@,PHI,L 7-10,,,,,,,,
14,1989,1989-10-29,8,25.036,RAI,,WAS,W 37-24,3,4,1.33,0,0,0,,0
15,1989,1989-11-05,9,25.043,RAI,,CIN,W 28-7,,,,,,,,
16,1989,1989-11-12,10,25.050,RAI,@,SDG,L 12-14,,,,,,,,
17,1989,1989-11-19,11,25.057,RAI,@,HOU,L 7-23,,,,,,,,
18,1989,1989-11-26,12,25.064,RAI,,NWE,W 24-21,,,,,,,,
19,1989,1989-12-03,13,25.071,RAI,,DEN,W 16-13,,,,,,,,
20,1989,1989-12-10,14,25.078,RAI,,PHO,W 16-14,,,,,,,,
21,1989,1989-12-17,15,25.085,RAI,@,SEA,L 17-23,,,,,,,,
22,1989,1989-12-24,16,25.092,RAI,@,NYG,L 17-34,,,,,,,,
23,1990,1990-09-30,4,26.007,DEN,@,BUF,L 28-29,0,0,,0,0,0,,0
24,1990,1990-10-08,5,26.015,DEN,,CLE,L 29-30,0,0,,0,0,0,,0
25,1990,1990-10-14,6,26.021,DEN,,PIT,L 17-34,0,0,,0,0,0,,0
26,1990,1990-10-21,7,26.028,DEN,@,IND,W 27-17,0,0,,0,0,0,,0
27,1990,1990-11-04,8,26.042,DEN,@,MIN,L 22-27,0,0,,0,0,0,,0
28,1990,1990-11-11,9,26.049,DEN,@,SDG,L 7-19,0,0,,0,0,0,,0
29,1990,1990-11-18,10,26.056,DEN,,CHI,L 13-16,0,0,,0,0,0,,0
30,1990,1990-11-22,11,26.060,DEN,@,DET,L 27-40,0,0,,0,0,0,,0
31,1990,1990-12-02,12,26.070,DEN,,RAI,L 20-23,0,0,,0,3,28,9.33,0
32,1990,1990-12-09,13,26.077,DEN,@,KAN,L 20-31,1,3,3.00,0,0,0,,0
33,1990,1990-12-16,14,26.084,DEN,,SDG,W 20-10,0,0,,0,0,0,,0
34,1990,1990-12-23,15,26.091,DEN,@,SEA,L 12-17,0,0,,0,1,16,16.00,0
35,1990,1990-12-30,16,26.098,DEN,,GNB,W 22-13,0,0,,0,0,0,,0
