ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2016,2016-09-11,1,23.125,NYJ,,CIN,L 22-23,,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2016,2016-09-15,2,23.129,NYJ,@,BUF,W 37-31,,0,0,0,,0,0.0%,,0,0,,0,0,0
3,2016,2016-09-25,3,23.139,NYJ,@,KAN,L 3-24,,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0
4,2016,2016-10-02,4,23.146,NYJ,,SEA,L 17-27,*,6,2,12,6.00,0,33.3%,2.00,0,0,,0,0,0
5,2016,2016-10-09,5,23.153,NYJ,@,PIT,L 13-31,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0
6,2016,2016-10-17,6,23.161,NYJ,@,ARI,L 3-28,*,6,4,24,6.00,0,66.7%,4.00,0,0,,0,0,0
7,2016,2016-10-23,7,23.167,NYJ,,BAL,W 24-16,*,3,3,41,13.67,0,100.0%,13.67,1,30,30.00,0,0,0
8,2016,2016-10-30,8,23.174,NYJ,@,CLE,W 31-28,*,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0
9,2016,2016-11-06,9,23.181,NYJ,@,MIA,L 23-27,*,6,4,49,12.25,0,66.7%,8.17,0,0,,0,0,0
10,2016,2016-11-13,10,23.188,NYJ,,LAR,L 6-9,,6,3,69,23.00,0,50.0%,11.50,0,0,,0,0,0
11,2016,2016-11-27,11,23.202,NYJ,,NWE,L 17-22,*,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0
12,2016,2016-12-05,12,23.210,NYJ,,IND,L 10-41,,12,4,61,15.25,1,33.3%,5.08,0,0,,0,1,6
13,2016,2016-12-11,13,23.216,NYJ,@,SFO,W 23-17,,11,6,99,16.50,0,54.5%,9.00,2,12,6.00,0,0,0
14,2016,2016-12-17,14,23.222,NYJ,,MIA,L 13-34,*,6,4,80,20.00,1,66.7%,13.33,0,0,,0,1,6
15,2016,2016-12-24,15,23.229,NYJ,@,NWE,L 3-41,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0
16,2016,2017-01-01,16,23.237,NYJ,,BUF,W 30-10,,7,4,43,10.75,0,57.1%,6.14,0,0,,0,0,0
17,2017,2017-09-10,1,24.124,NYJ,@,BUF,L 12-21,*,8,4,22,5.50,0,50.0%,2.75,0,0,,0,0,0
18,2017,2017-09-17,2,24.131,NYJ,@,OAK,L 20-45,*,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0
19,2017,2017-09-24,3,24.138,NYJ,,MIA,W 20-6,*,6,3,95,31.67,1,50.0%,15.83,0,0,,0,1,6
20,2017,2017-10-01,4,24.145,NYJ,,JAX,W 23-20,*,6,3,59,19.67,0,50.0%,9.83,0,0,,0,0,0
21,2017,2017-10-08,5,24.152,NYJ,@,CLE,W 17-14,*,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0
22,2017,2017-10-15,6,24.159,NYJ,,NWE,L 17-24,*,12,4,76,19.00,0,33.3%,6.33,0,0,,0,0,0
23,2017,2017-10-22,7,24.166,NYJ,@,MIA,L 28-31,*,5,3,35,11.67,1,60.0%,7.00,0,0,,0,1,6
24,2017,2017-10-29,8,24.173,NYJ,,ATL,L 20-25,*,6,6,104,17.33,1,100.0%,17.33,1,1,1.00,0,1,6
25,2017,2017-11-02,9,24.177,NYJ,,BUF,W 34-21,*,5,4,48,12.00,1,80.0%,9.60,0,0,,0,1,6
26,2017,2017-11-12,10,24.187,NYJ,@,TAM,L 10-15,,7,4,85,21.25,1,57.1%,12.14,0,0,,0,1,6
27,2017,2017-11-26,11,24.201,NYJ,,CAR,L 27-35,*,10,6,146,24.33,2,60.0%,14.60,0,0,,0,2,12
28,2017,2017-12-03,12,24.208,NYJ,,KAN,W 38-31,*,12,8,107,13.38,0,66.7%,8.92,1,7,7.00,0,0,0
29,2017,2017-12-10,13,24.215,NYJ,@,DEN,L 0-23,*,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0
30,2017,2017-12-17,14,24.222,NYJ,@,NOR,L 19-31,*,12,5,40,8.00,0,41.7%,3.33,0,0,,0,0,0
31,2017,2017-12-24,15,24.229,NYJ,,LAC,L 7-14,*,7,5,51,10.20,0,71.4%,7.29,0,0,,0,0,0
32,2017,2017-12-31,16,24.236,NYJ,@,NWE,L 6-26,*,3,1,2,2.00,0,33.3%,0.67,1,1,1.00,0,0,0
33,2018,2018-09-10,1,25.124,NYJ,@,DET,W 48-17,*,1,1,41,41.00,1,100.0%,41.00,1,-9,-9.00,0,1,6
34,2018,2018-09-16,2,25.130,NYJ,,MIA,L 12-20,,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0
35,2018,2018-09-20,3,25.134,NYJ,@,CLE,L 17-21,*,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0
