ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,21.357,TEN,@,KAN,W 26-10,,6,25,4.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
2,2014,2014-09-14,2,21.364,TEN,,DAL,L 10-26,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
3,2014,2014-09-21,3,22.006,TEN,@,CIN,L 7-33,,10,61,6.10,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
4,2014,2014-09-28,4,22.013,TEN,@,IND,L 17-41,,6,34,5.67,1,2,2,23,11.50,0,100.0%,11.50,0,0,,0,1,6,0.0,0,0
5,2014,2014-10-05,5,22.020,TEN,,CLE,L 28-29,,8,27,3.38,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
6,2014,2014-10-12,6,22.027,TEN,,JAX,W 16-14,*,18,61,3.39,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
7,2014,2014-10-19,7,22.034,TEN,@,WAS,L 17-19,,16,56,3.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
8,2014,2014-10-26,8,22.041,TEN,,HOU,L 16-30,,9,35,3.89,0,4,4,25,6.25,0,100.0%,6.25,0,0,,0,0,0,0.0,0,0
9,2014,2014-11-09,9,22.055,TEN,@,BAL,L 7-21,*,16,55,3.44,0,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0,0.0,0,0
10,2014,2014-11-17,10,22.063,TEN,,PIT,L 24-27,*,11,38,3.45,1,1,1,7,7.00,0,100.0%,7.00,3,82,27.33,0,1,6,0.0,0,0
11,2014,2014-11-23,11,22.069,TEN,@,PHI,L 24-43,*,10,37,3.70,0,2,2,14,7.00,0,100.0%,7.00,2,45,22.50,0,0,0,0.0,0,0
12,2014,2014-11-30,12,22.076,TEN,@,HOU,L 21-45,*,10,42,4.20,0,0,0,0,,0,0.0%,,2,71,35.50,0,0,0,0.0,1,0
13,2014,2014-12-07,13,22.083,TEN,,NYG,L 7-36,*,9,25,2.78,0,3,2,2,1.00,0,66.7%,0.67,0,0,,0,0,0,0.0,0,0
14,2014,2014-12-14,14,22.090,TEN,,NYJ,L 11-16,*,3,8,2.67,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,0.0,0,0
15,2014,2014-12-18,15,22.094,TEN,@,JAX,L 13-21,*,14,44,3.14,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,0,0
16,2014,2014-12-28,16,22.104,TEN,,IND,L 10-27,*,4,18,4.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
17,2015,2015-09-13,1,22.363,TEN,@,TAM,W 42-14,*,12,74,6.17,1,3,2,12,6.00,1,66.7%,4.00,1,17,17.00,0,2,12,0.0,0,0
18,2015,2015-09-20,2,23.005,TEN,@,CLE,L 14-28,*,12,42,3.50,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
19,2015,2015-09-27,3,23.012,TEN,,IND,L 33-35,,5,10,2.00,0,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,0.0,0,0
20,2015,2015-10-11,4,23.026,TEN,,BUF,L 13-14,*,7,20,2.86,0,3,3,23,7.67,0,100.0%,7.67,2,33,16.50,0,0,0,0.0,0,0
21,2015,2015-10-18,5,23.033,TEN,,MIA,L 10-38,,3,13,4.33,0,3,1,7,7.00,0,33.3%,2.33,3,79,26.33,0,0,0,0.0,0,0
22,2015,2015-10-25,6,23.040,TEN,,ATL,L 7-10,,0,0,,0,1,0,0,,0,0.0%,0.00,1,27,27.00,0,0,0,0.0,0,0
23,2015,2015-11-01,7,23.047,TEN,@,HOU,L 6-20,,0,0,,0,0,0,0,,0,0.0%,,2,36,18.00,0,0,0,0.0,0,0
24,2015,2015-11-15,9,23.061,TEN,,CAR,L 10-27,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
25,2015,2015-11-29,11,23.075,TEN,,OAK,L 21-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
26,2015,2015-12-06,12,23.082,TEN,,JAX,W 42-39,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
27,2015,2015-12-20,14,23.096,TEN,@,NWE,L 16-33,,0,0,,0,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,0.0,0,0
28,2015,2015-12-27,15,23.103,TEN,,HOU,L 6-34,,2,11,5.50,0,4,3,43,14.33,0,75.0%,10.75,0,0,,0,0,0,0.0,0,0
29,2015,2016-01-03,16,23.110,TEN,@,IND,L 24-30,,4,16,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
