ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
21,1997,1997-11-02,9,26.109,WAS,@,CHI,W 31-8,,,0,0,,0,0.0%,,,,,,,,,,,
22,1997,1997-11-09,10,26.116,WAS,,DET,W 30-7,,,0,0,,0,0.0%,,,,,,,,,,,
23,1997,1997-11-16,11,26.123,WAS,@,DAL,L 14-17,,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0
24,1997,1997-11-23,12,26.130,WAS,,NYG,T 7-7,,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0
25,1997,1997-11-30,13,26.137,WAS,,STL,L 20-23,,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,0
26,1997,1997-12-07,14,26.144,WAS,@,ARI,W 38-28,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
27,1997,1997-12-13,15,26.150,WAS,@,NYG,L 10-30,,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,0,0
28,1997,1997-12-21,16,26.158,WAS,,PHI,W 35-32,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
29,1998,1998-09-06,1,27.052,WAS,@,NYG,L 24-31,,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0
30,1998,1998-09-14,2,27.060,WAS,,SFO,L 10-45,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0
31,1998,1998-09-20,3,27.066,WAS,@,SEA,L 14-24,,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0
32,1998,1998-09-27,4,27.073,WAS,,DEN,L 16-38,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
33,1998,1998-10-04,5,27.080,WAS,,DAL,L 10-31,,,,,,,0.0%,,,,,,,,,,,
34,1998,1998-10-11,6,27.087,WAS,@,PHI,L 12-17,,,,,,,0.0%,,,,,,,,,,,
35,1998,1998-10-18,7,27.094,WAS,@,MIN,L 7-41,,,,,,,0.0%,,,,,,,,,,,
36,1998,1998-11-01,8,27.108,WAS,,NYG,W 21-14,,,,,,,0.0%,,,,,,,,,,,
37,1998,1998-11-08,9,27.115,WAS,@,ARI,L 27-29,,,,,,,0.0%,,,,,,,,,,,
38,1998,1998-11-29,12,27.136,WAS,@,OAK,W 29-19,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
39,1998,1998-12-06,13,27.143,WAS,,SDG,W 24-20,,7,4,62,15.50,0,57.1%,8.86,0,0,,0,0,0,,0,0,0
40,1998,1998-12-13,14,27.150,WAS,@,CAR,W 28-25,,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0
41,1998,1998-12-19,15,27.156,WAS,,TAM,W 20-16,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0
42,1998,1998-12-27,16,27.164,WAS,@,DAL,L 7-23,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0
43,1999,1999-09-12,1,28.058,WAS,,DAL,L 35-41,,0,,,,,0.0%,,,,,,,,,,,
44,1999,1999-09-19,2,28.065,WAS,@,NYG,W 50-21,,,,,,,0.0%,,,,,,,,,,,
45,1999,1999-10-24,6,28.100,STL,,CLE,W 34-3,,,,,,,0.0%,,,,,,,,,,,
46,1999,1999-10-31,7,28.107,STL,@,TEN,L 21-24,,,,,,,0.0%,,,,,,,,,,,
47,1999,1999-11-07,8,28.114,STL,@,DET,L 27-31,,0,,,,,0.0%,,,,,,,,,,,
48,1999,1999-11-14,9,28.121,STL,,CAR,W 35-10,,0,,,,,0.0%,,,,,,,,,,,
49,1999,1999-11-21,10,28.128,STL,@,SFO,W 23-7,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
50,1999,1999-11-28,11,28.135,STL,,NOR,W 43-12,,,,,,,0.0%,,,,,,,,,,,
51,2000,2000-09-04,1,29.050,STL,,DEN,W 41-36,,,,,,,0.0%,,,,,,,,,,,
52,2000,2000-09-10,2,29.056,STL,@,SEA,W 37-34,,0,,,,,0.0%,,,,,,,,,,,
53,2000,2000-09-17,3,29.063,STL,,SFO,W 41-24,,0,,,,,0.0%,,,,,,,,,,,
54,2000,2000-09-24,4,29.070,STL,@,ATL,W 41-20,,0,,,,,0.0%,,,,,,,,,,,
55,2000,2000-10-01,5,29.077,STL,,SDG,W 57-31,,,,,,,0.0%,,,,,,,,,,,
56,2000,2000-10-15,6,29.091,STL,,ATL,W 45-29,,0,,,,,0.0%,,,,,,,,,,,
57,2000,2000-10-22,7,29.098,STL,@,KAN,L 34-54,,,,,,,0.0%,,,,,,,,,,,
58,2000,2000-10-29,8,29.105,STL,@,SFO,W 34-24,,1,,,,,0.0%,,,,,,,,,,,
59,2000,2000-11-05,9,29.112,STL,,CAR,L 24-27,,,,,,,0.0%,,,,,,,,,,,
60,2000,2000-11-12,10,29.119,STL,@,NYG,W 38-24,,0,,,,,0.0%,,,,,,,,,,,
61,2000,2000-11-20,11,29.127,STL,,WAS,L 20-33,,,,,,,0.0%,,,,,,,,,,,
62,2000,2000-11-26,12,29.133,STL,,NOR,L 24-31,,,,,,,0.0%,,,,,,,,,,,
63,2000,2000-12-03,13,29.140,STL,@,CAR,L 3-16,,,,,,,0.0%,,,,,,,,,,,
64,2000,2000-12-10,14,29.147,STL,,MIN,W 40-29,,,,,,,0.0%,,,,,,,,,,,
65,2000,2000-12-18,15,29.155,STL,@,TAM,L 35-38,,0,,,,,0.0%,,,,,,,,,,,
66,2000,2000-12-24,16,29.161,STL,@,NOR,W 26-21,,,,,,,0.0%,,,,,,,,,,,
67,2001,2001-09-09,1,30.055,KAN,,OAK,L 24-27,,,,,,,0.0%,,,,,,,,,,,
68,2001,2001-09-23,2,30.069,KAN,,NYG,L 3-13,*,6,4,62,15.50,0,66.7%,10.33,0,0,,0,0,0,,0,0,0
69,2001,2001-09-30,3,30.076,KAN,@,WAS,W 45-13,*,5,4,54,13.50,1,80.0%,10.80,0,0,,0,0,0,,0,1,6
70,2001,2001-10-07,4,30.083,KAN,@,DEN,L 6-20,,5,1,7,7.00,0,20.0%,1.40,0,0,,0,0,0,,0,0,0
71,2001,2001-10-14,5,30.090,KAN,,PIT,L 17-20,,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,0,0
72,2001,2001-10-21,6,30.097,KAN,@,ARI,L 16-24,*,4,2,24,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
73,2001,2001-10-25,7,30.101,KAN,,IND,L 28-35,*,4,1,19,19.00,0,25.0%,4.75,0,0,,0,0,0,,0,0,0
74,2001,2001-11-04,8,30.111,KAN,@,SDG,W 25-20,,0,,,,,0.0%,,,,,,,,,,,
75,2001,2001-11-11,9,30.118,KAN,@,NYJ,L 7-27,,8,3,48,16.00,0,37.5%,6.00,0,0,,0,0,0,,0,0,0
76,2001,2001-11-25,10,30.132,KAN,,SEA,W 19-7,*,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0
