ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1951,1951-10-01,1,22.217,PIT,,NYG,T 13-13,3,-1,-0.33,0,0,0,,0,2,3,66.67,20,0,0,85.4,0,0,6.67,6.67
2,1951,1951-10-07,2,22.223,PIT,@,GNB,L 33-35,0,0,,0,0,0,,0,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00
3,1951,1951-10-14,3,22.230,PIT,,SFO,L 24-28,4,17,4.25,0,0,0,,0,5,5,100.00,77,2,0,158.3,0,0,15.40,23.40
4,1951,1951-10-21,4,22.237,PIT,@,CLE,L 0-17,6,7,1.17,0,0,0,,0,8,21,38.10,111,0,0,55.9,0,0,5.29,5.29
5,1951,1951-10-28,5,22.244,PIT,@,CRD,W 28-14,3,18,6.00,0,0,0,,0,0,0,,0,0,,,,,,
6,1951,1951-11-04,6,22.251,PIT,,PHI,L 13-34,2,6,3.00,0,0,0,,0,0,0,,0,0,,,,,,
7,1951,1951-11-11,7,22.258,PIT,,GNB,W 28-7,1,4,4.00,0,0,0,,0,0,0,,0,0,,,,,,
8,1951,1951-11-18,8,22.265,PIT,,WAS,L 7-22,1,-13,-13.00,0,0,0,,0,0,0,,0,0,,,,,,
9,1951,1951-12-02,10,22.279,PIT,@,NYG,L 0-14,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,,,,
10,1952,1952-09-28,1,23.215,PIT,,PHI,L 25-31,8,40,5.00,0,3,71,23.67,1,0,0,,0,0,,,,,,
11,1952,1952-10-04,2,23.221,PIT,,CLE,L 20-21,0,0,,0,4,92,23.00,0,0,0,,0,0,,,,,,
12,1952,1952-10-12,3,23.229,PIT,@,PHI,L 21-26,0,0,,0,4,50,12.50,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
