ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2007,2007-09-16,2,25.123,MIA,,DAL,L 20-37,,,,,
2,2007,2007-10-07,5,25.144,MIA,@,HOU,L 19-22,,,,,
3,2007,2007-10-14,6,25.151,MIA,@,CLE,L 31-41,,,,,
4,2007,2007-10-21,7,25.158,MIA,,NWE,L 28-49,,,,,
5,2007,2007-10-28,8,25.165,MIA,,NYG,L 10-13,,,,,
6,2007,2007-11-11,9,25.179,MIA,,BUF,L 10-13,,,,,
7,2007,2007-11-18,10,25.186,MIA,@,PHI,L 7-17,,,,,
8,2007,2007-11-26,11,25.194,MIA,@,PIT,L 0-3,,,,,
9,2007,2007-12-02,12,25.200,MIA,,NYJ,L 13-40,,,,,
10,2007,2007-12-09,13,25.207,MIA,@,BUF,L 17-38,,1,0,0.00,0
11,2007,2007-12-16,14,25.214,MIA,,BAL,W 22-16,,,,,
12,2007,2007-12-23,15,25.221,MIA,@,NWE,L 7-28,,,,,
13,2007,2007-12-30,16,25.228,MIA,,CIN,L 25-38,*,,,,
