ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1990,1990-09-09,1,23.245,CLE,,PIT,W 13-3,,0,0,,0,,,0,0,,0,,
2,1990,1990-09-16,2,23.252,CLE,@,NYJ,L 21-24,,0,0,,0,,,0,0,,0,,
3,1990,1990-09-23,3,23.259,CLE,,SDG,L 14-24,,0,0,,0,,,0,0,,0,,
4,1990,1990-09-30,4,23.266,CLE,@,KAN,L 0-34,,0,0,,0,,,0,0,,0,,
5,1990,1990-10-08,5,23.274,CLE,@,DEN,W 30-29,,0,0,,0,,,0,0,,0,,
6,1990,1990-10-14,6,23.280,CLE,@,NOR,L 20-25,,0,0,,0,,,0,0,,0,,
7,1990,1990-10-22,7,23.288,CLE,,CIN,L 13-34,,0,0,,0,,,0,0,,0,,
8,1990,1990-10-28,8,23.294,CLE,@,SFO,L 17-20,,0,0,,0,,,0,0,,0,,
9,1990,1990-11-04,9,23.301,CLE,,BUF,L 0-42,,0,0,,0,,,0,0,,0,,
10,1990,1990-11-18,10,23.315,CLE,,HOU,L 23-35,,0,0,,0,,,1,6,6.00,0,0,0
11,1990,1990-11-25,11,23.322,CLE,,MIA,L 13-30,,0,0,,0,,,0,0,,0,,
12,1990,1990-12-02,12,23.329,CLE,,RAM,L 23-38,,0,0,,0,,,1,0,0.00,0,0,0
13,1990,1990-12-09,13,23.336,CLE,@,HOU,L 14-58,,3,60,20.00,0,,,1,10,10.00,0,0,0
14,1990,1990-12-16,14,23.343,CLE,,ATL,W 13-10,,1,2,2.00,0,,,0,0,,0,0,0
15,1990,1990-12-23,15,23.350,CLE,@,PIT,L 0-35,,0,0,,0,,,0,0,,0,,
16,1990,1990-12-30,16,23.357,CLE,@,CIN,L 14-21,,0,0,,0,,,0,0,,0,,
17,1991,1991-09-01,1,24.237,CLE,,DAL,L 14-26,,3,30,10.00,0,,,0,0,,0,0,0
18,1991,1991-09-08,2,24.244,CLE,@,NWE,W 20-0,,2,23,11.50,0,,,0,0,,0,0,0
19,1991,1991-09-15,3,24.251,CLE,,CIN,W 14-13,,1,10,10.00,0,,,0,0,,0,0,0
20,1991,1991-09-22,4,24.258,CLE,@,NYG,L 10-13,,1,21,21.00,0,,,0,0,,0,0,0
21,1991,1991-10-06,5,24.272,CLE,,NYJ,L 14-17,,0,0,,0,,,1,5,5.00,0,0,0
22,1991,1991-10-13,6,24.279,CLE,@,WAS,L 17-42,,0,0,,0,,,0,0,,0,,
23,1991,1991-10-20,7,24.286,CLE,@,SDG,W 30-24,,0,0,,0,,,0,0,,0,,
24,1991,1991-10-27,8,24.293,CLE,,PIT,W 17-14,,1,4,4.00,0,,,0,0,,0,0,0
25,1991,1991-11-03,9,24.300,CLE,@,CIN,L 21-23,,1,42,42.00,0,,,0,0,,0,0,0
26,1991,1991-11-10,10,24.307,CLE,,PHI,L 30-32,,1,13,13.00,0,,,0,0,,0,0,0
27,1991,1991-11-17,11,24.314,CLE,@,HOU,L 24-28,,3,39,13.00,0,,,1,8,8.00,0,0,0
