ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2006,2006-09-10,1,24.288,GNB,,CHI,L 0-26,,0,0,,0,1,1,100.00,16,0,0,118.7,0,0,16.00,16.00,6,270,45.00,0
2,2006,2006-09-17,2,24.295,GNB,,NOR,L 27-34,,0,0,,0,0,0,,0,0,0,,0,,,,6,286,47.67,0
3,2006,2006-09-24,3,24.302,GNB,@,DET,W 31-24,,0,0,,0,0,0,,0,0,0,,0,,,,5,248,49.60,0
4,2006,2006-10-02,4,24.310,GNB,@,PHI,L 9-31,,0,0,,0,0,0,,0,0,0,,0,,,,5,233,46.60,0
5,2006,2006-10-08,5,24.316,GNB,,STL,L 20-23,,0,0,,0,0,0,,0,0,0,,0,,,,4,195,48.75,0
6,2006,2006-10-22,6,24.330,GNB,@,MIA,W 34-24,,0,0,,0,0,0,,0,0,0,,0,,,,6,262,43.67,0
7,2006,2006-10-29,7,24.337,GNB,,ARI,W 31-14,,1,-11,-11.00,0,0,0,,0,0,0,,0,,,,2,107,53.50,0
8,2006,2006-11-05,8,24.344,GNB,@,BUF,L 10-24,,0,0,,0,0,0,,0,0,0,,0,,,,6,233,38.83,0
9,2006,2006-11-12,9,24.351,GNB,@,MIN,W 23-17,,0,0,,0,0,0,,0,0,0,,0,,,,7,350,50.00,0
10,2006,2006-11-19,10,24.358,GNB,,NWE,L 0-35,,0,0,,0,0,0,,0,0,0,,0,,,,10,459,45.90,0
11,2006,2006-11-27,11,25.001,GNB,@,SEA,L 24-34,,0,0,,0,0,0,,0,0,0,,0,,,,5,174,34.80,0
12,2006,2006-12-03,12,25.007,GNB,,NYJ,L 10-38,,0,0,,0,0,0,,0,0,0,,0,,,,2,79,39.50,0
13,2006,2006-12-10,13,25.014,GNB,@,SFO,W 30-19,,0,0,,0,0,0,,0,0,0,,0,,,,5,208,41.60,0
14,2006,2006-12-17,14,25.021,GNB,,DET,W 17-9,,0,0,,0,0,0,,0,0,0,,0,,,,5,210,42.00,0
15,2006,2006-12-21,15,25.025,GNB,,MIN,W 9-7,,0,0,,0,0,0,,0,0,0,,0,,,,5,225,45.00,0
16,2006,2006-12-31,16,25.035,GNB,@,CHI,W 26-7,,0,0,,0,0,0,,0,0,0,,0,,,,5,200,40.00,0
17,2007,2007-09-09,1,25.287,GNB,,PHI,W 16-13,,0,0,,0,0,0,,0,0,0,,,,,,7,286,40.86,0
18,2007,2007-09-16,2,25.294,GNB,@,NYG,W 35-13,,0,0,,0,0,0,,0,0,0,,,,,,3,108,36.00,0
19,2007,2007-09-23,3,25.301,GNB,,SDG,W 31-24,,0,0,,0,0,0,,0,0,0,,,,,,3,132,44.00,0
20,2007,2007-09-30,4,25.308,GNB,@,MIN,W 23-16,,1,7,7.00,0,0,0,,0,0,0,,,,,,4,196,49.00,0
21,2007,2007-10-07,5,25.315,GNB,,CHI,L 20-27,,0,0,,0,0,0,,0,0,0,,,,,,5,240,48.00,0
22,2007,2007-10-14,6,25.322,GNB,,WAS,W 17-14,,0,0,,0,0,0,,0,0,0,,,,,,8,337,42.13,0
23,2007,2007-10-29,7,25.337,GNB,@,DEN,W 19-13,,0,0,,0,0,0,,0,0,0,,,,,,4,209,52.25,0
24,2007,2007-11-04,8,25.343,GNB,@,KAN,W 33-22,,0,0,,0,0,0,,0,0,0,,,,,,2,115,57.50,0
25,2007,2007-11-11,9,25.350,GNB,,MIN,W 34-0,,0,0,,0,0,0,,0,0,0,,,,,,3,152,50.67,0
26,2007,2007-11-18,10,25.357,GNB,,CAR,W 31-17,,0,0,,0,0,0,,0,0,0,,,,,,4,142,35.50,0
27,2007,2007-11-22,11,25.361,GNB,@,DET,W 37-26,,0,0,,0,0,0,,0,0,0,,,,,,4,174,43.50,0
28,2007,2007-11-29,12,26.003,GNB,@,DAL,L 27-37,,0,0,,0,0,0,,0,0,0,,,,,,3,149,49.67,0
29,2007,2007-12-09,13,26.013,GNB,,OAK,W 38-7,,0,0,,0,0,0,,0,0,0,,,,,,2,73,36.50,0
30,2007,2007-12-16,14,26.020,GNB,@,STL,W 33-14,,0,0,,0,0,0,,0,0,0,,,,,,1,60,60.00,0
31,2007,2007-12-23,15,26.027,GNB,@,CHI,L 7-35,,1,0,0.00,0,0,0,,0,0,0,,,,,,3,95,31.67,2
32,2007,2007-12-30,16,26.034,GNB,,DET,W 34-13,,0,0,,0,0,0,,0,0,0,,,,,,4,196,49.00,0
33,2008,2008-09-14,2,26.293,SEA,,SFO,L 30-33,,0,0,,0,0,0,,0,0,0,,,,,,3,117,39.00,1
34,2008,2008-09-21,3,26.300,SEA,,STL,W 37-13,,0,0,,0,0,0,,0,0,0,,,,,,3,126,42.00,0
35,2008,2008-10-05,4,26.314,SEA,@,NYG,L 6-44,,0,0,,0,0,0,,0,0,0,,,,,,8,369,46.13,0
36,2008,2008-10-12,5,26.321,SEA,,GNB,L 17-27,,0,0,,0,0,0,,0,0,0,,,,,,5,244,48.80,0
37,2008,2008-10-19,6,26.328,SEA,@,TAM,L 10-20,,0,0,,0,0,0,,0,0,0,,,,,,5,237,47.40,0
38,2008,2008-10-26,7,26.335,SEA,@,SFO,W 34-13,,0,0,,0,0,0,,0,0,0,,,,,,5,267,53.40,0
39,2008,2008-11-02,8,26.342,SEA,,PHI,L 7-26,,0,0,,0,0,0,,0,0,0,,,,,,11,508,46.18,0
40,2008,2008-11-09,9,26.349,SEA,@,MIA,L 19-21,,0,0,,0,0,0,,0,0,0,,,,,,5,198,39.60,0
41,2008,2008-11-16,10,26.356,SEA,,ARI,L 20-26,,0,0,,0,0,0,,0,0,0,,,,,,4,178,44.50,0
42,2008,2008-11-23,11,26.363,SEA,,WAS,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,4,191,47.75,0
43,2008,2008-11-27,12,27.001,SEA,@,DAL,L 9-34,,0,0,,0,0,0,,0,0,0,,,,,,7,351,50.14,0
44,2008,2008-12-07,13,27.011,SEA,,NWE,L 21-24,,0,0,,0,0,0,,0,0,0,,,,,,5,197,39.40,0
45,2008,2008-12-14,14,27.018,SEA,@,STL,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,4,209,52.25,0
46,2008,2008-12-21,15,27.025,SEA,,NYJ,W 13-3,,0,0,,0,0,0,,0,0,0,,,,,,5,184,36.80,0
47,2008,2008-12-28,16,27.032,SEA,@,ARI,L 21-34,,0,0,,0,0,0,,0,0,0,,,,,,4,181,45.25,0
48,2009,2009-09-13,1,27.291,SEA,,STL,W 28-0,,0,0,,0,0,0,,0,0,0,,0,,,,5,266,53.20,0
49,2009,2009-09-20,2,27.298,SEA,@,SFO,L 10-23,,0,0,,0,0,0,,0,0,0,,0,,,,7,365,52.14,0
50,2009,2009-09-27,3,27.305,SEA,,CHI,L 19-25,,0,0,,0,0,0,,0,0,0,,0,,,,2,108,54.00,0
51,2009,2009-10-04,4,27.312,SEA,@,IND,L 17-34,,0,0,,0,0,0,,0,0,0,,0,,,,5,245,49.00,0
52,2009,2009-10-11,5,27.319,SEA,,JAX,W 41-0,,0,0,,0,0,0,,0,0,0,,0,,,,3,133,44.33,0
53,2009,2009-10-18,6,27.326,SEA,,ARI,L 3-27,,0,0,,0,1,1,100.00,42,0,0,118.7,0,0,42.00,42.00,8,380,47.50,0
54,2009,2009-11-01,7,27.340,SEA,@,DAL,L 17-38,,0,0,,0,0,0,,0,0,0,,0,,,,6,242,40.33,0
55,2009,2009-11-08,8,27.347,SEA,,DET,W 32-20,,0,0,,0,0,0,,0,0,0,,0,,,,3,109,36.33,0
56,2009,2009-11-15,9,27.354,SEA,@,ARI,L 20-31,,0,0,,0,0,0,,0,0,0,,0,,,,7,298,42.57,0
57,2009,2009-11-22,10,27.361,SEA,@,MIN,L 9-35,,0,0,,0,0,0,,0,0,0,,0,,,,7,359,51.29,0
58,2009,2009-11-29,11,28.003,SEA,@,STL,W 27-17,,0,0,,0,0,0,,0,0,0,,0,,,,5,235,47.00,0
59,2009,2009-12-06,12,28.010,SEA,,SFO,W 20-17,,0,0,,0,0,0,,0,0,0,,0,,,,9,415,46.11,0
60,2009,2009-12-13,13,28.017,SEA,@,HOU,L 7-34,,0,0,,0,0,0,,0,0,0,,0,,,,7,343,49.00,0
61,2009,2009-12-20,14,28.024,SEA,,TAM,L 7-24,,1,0,0.00,0,0,0,,0,0,0,,0,,,,4,172,43.00,0
62,2009,2009-12-27,15,28.031,SEA,@,GNB,L 10-48,,0,0,,0,0,0,,0,0,0,,0,,,,4,191,47.75,0
63,2009,2010-01-03,16,28.038,SEA,,TEN,L 13-17,,0,0,,0,0,0,,0,0,0,,0,,,,6,207,34.50,0
64,2010,2010-09-12,1,28.290,SEA,,SFO,W 31-6,,0,0,,0,0,0,,0,0,0,,,,,,5,207,41.40,0
65,2010,2010-09-19,2,28.297,SEA,@,DEN,L 14-31,,0,0,,0,0,0,,0,0,0,,,,,,2,107,53.50,0
66,2010,2010-09-26,3,28.304,SEA,,SDG,W 27-20,,0,0,,0,0,0,,0,0,0,,,,,,5,202,40.40,0
67,2010,2010-10-03,4,28.311,SEA,@,STL,L 3-20,,1,-9,-9.00,0,0,0,,0,0,0,,,,,,7,305,43.57,0
68,2010,2010-10-17,5,28.325,SEA,@,CHI,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,10,397,39.70,0
69,2010,2010-10-24,6,28.332,SEA,,ARI,W 22-10,,0,0,,0,0,0,,0,0,0,,,,,,5,237,47.40,0
70,2010,2010-10-31,7,28.339,SEA,@,OAK,L 3-33,,0,0,,0,0,0,,0,0,0,,,,,,9,406,45.11,0
71,2010,2010-11-07,8,28.346,SEA,,NYG,L 7-41,,0,0,,0,0,0,,0,0,0,,,,,,5,209,41.80,0
72,2010,2010-11-14,9,28.353,SEA,@,ARI,W 36-18,,0,0,,0,0,0,,0,0,0,,,,,,1,42,42.00,0
73,2010,2010-11-21,10,28.360,SEA,@,NOR,L 19-34,,0,0,,0,0,0,,0,0,0,,,,,,2,78,39.00,0
74,2010,2010-11-28,11,29.002,SEA,,KAN,L 24-42,,0,0,,0,0,0,,0,0,0,,,,,,4,161,40.25,0
75,2010,2010-12-05,12,29.009,SEA,,CAR,W 31-14,,0,0,,0,0,0,,0,0,0,,,,,,3,153,51.00,0
76,2010,2010-12-12,13,29.016,SEA,@,SFO,L 21-40,,0,0,,0,0,0,,0,0,0,,,,,,2,82,41.00,0
77,2010,2010-12-19,14,29.023,SEA,,ATL,L 18-34,,0,0,,0,0,0,,0,0,0,,,,,,4,165,41.25,0
78,2010,2010-12-26,15,29.030,SEA,@,TAM,L 15-38,,0,0,,0,0,0,,0,0,0,,,,,,7,260,37.14,0
79,2010,2011-01-02,16,29.037,SEA,,STL,W 16-6,,0,0,,0,0,0,,0,0,0,,,,,,7,243,34.71,0
80,2011,2011-09-11,1,29.289,SEA,@,SFO,L 17-33,,0,0,,0,0,0,,0,0,0,,0,0,,,7,342,48.86,0
81,2011,2011-09-18,2,29.296,SEA,@,PIT,L 0-24,,0,0,,0,0,0,,0,0,0,,0,0,,,8,347,43.38,0
82,2011,2011-09-25,3,29.303,SEA,,ARI,W 13-10,,0,0,,0,0,0,,0,0,0,,0,0,,,8,358,44.75,0
83,2011,2011-10-02,4,29.310,SEA,,ATL,L 28-30,,0,0,,0,0,0,,0,0,0,,0,0,,,3,149,49.67,0
84,2011,2011-10-09,5,29.317,SEA,@,NYG,W 36-25,,0,0,,0,0,0,,0,0,0,,0,0,,,7,312,44.57,0
85,2011,2011-10-23,6,29.331,SEA,@,CLE,L 3-6,,0,0,,0,0,0,,0,0,0,,0,0,,,7,351,50.14,0
86,2011,2011-10-30,7,29.338,SEA,,CIN,L 12-34,,0,0,,0,0,0,,0,0,0,,0,0,,,6,320,53.33,0
87,2011,2011-11-06,8,29.345,SEA,@,DAL,L 13-23,,0,0,,0,0,0,,0,0,0,,0,0,,,3,183,61.00,0
88,2011,2011-11-13,9,29.352,SEA,,BAL,W 22-17,,0,0,,0,0,0,,0,0,0,,0,0,,,5,218,43.60,0
89,2011,2011-11-20,10,29.359,SEA,@,STL,W 24-7,,0,0,,0,0,0,,0,0,0,,0,0,,,9,447,49.67,0
90,2011,2011-11-27,11,30.001,SEA,,WAS,L 17-23,,0,0,,0,0,0,,0,0,0,,0,0,,,6,267,44.50,0
91,2011,2011-12-01,12,30.005,SEA,,PHI,W 31-14,,0,0,,0,0,0,,0,0,0,,0,0,,,5,199,39.80,0
92,2011,2011-12-12,13,30.016,SEA,,STL,W 30-13,,0,0,,0,0,0,,0,0,0,,0,0,,,3,113,37.67,0
93,2011,2011-12-18,14,30.022,SEA,@,CHI,W 38-14,,0,0,,0,0,0,,0,0,0,,0,0,,,5,201,40.20,0
94,2011,2011-12-24,15,30.028,SEA,,SFO,L 17-19,,0,0,,0,0,0,,0,0,0,,0,0,,,5,227,45.40,0
95,2011,2012-01-01,16,30.036,SEA,@,ARI,L 20-23,,0,0,,0,0,0,,0,0,0,,0,0,,,8,357,44.63,0
96,2012,2012-09-09,1,30.288,SEA,@,ARI,L 16-20,,0,0,,0,0,0,,0,0,0,,0,0,,,4,185,46.25,0
97,2012,2012-09-16,2,30.295,SEA,,DAL,W 27-7,,0,0,,0,0,0,,0,0,0,,0,0,,,4,215,53.75,0
98,2012,2012-09-24,3,30.303,SEA,,GNB,W 14-12,,0,0,,0,0,0,,0,0,0,,0,0,,,6,309,51.50,0
99,2012,2012-09-30,4,30.309,SEA,@,STL,L 13-19,,0,0,,0,0,0,,0,0,0,,0,0,,,4,196,49.00,0
100,2012,2012-10-07,5,30.316,SEA,@,CAR,W 16-12,,1,-18,-18.00,0,0,0,,0,0,0,,0,0,,,3,122,40.67,0
101,2012,2012-10-14,6,30.323,SEA,,NWE,W 24-23,,1,0,0.00,0,0,0,,0,0,0,,0,0,,,4,240,60.00,0
102,2012,2012-10-18,7,30.327,SEA,@,SFO,L 6-13,,0,0,,0,0,0,,0,0,0,,0,0,,,4,194,48.50,0
103,2012,2012-10-28,8,30.337,SEA,@,DET,L 24-28,,0,0,,0,0,0,,0,0,0,,0,0,,,3,145,48.33,0
104,2012,2012-11-04,9,30.344,SEA,,MIN,W 30-20,,0,0,,0,0,0,,0,0,0,,0,0,,,4,195,48.75,0
105,2012,2012-11-11,10,30.351,SEA,,NYJ,W 28-7,,0,0,,0,0,0,,0,0,0,,0,0,,,6,255,42.50,0
106,2012,2012-11-25,11,30.365,SEA,@,MIA,L 21-24,,0,0,,0,0,0,,0,0,0,,0,0,,,7,280,40.00,0
107,2012,2012-12-02,12,31.006,SEA,@,CHI,W 23-17,,0,0,,0,0,0,,0,0,0,,0,0,,,5,198,39.60,0
108,2012,2012-12-09,13,31.013,SEA,,ARI,W 58-0,,0,0,,0,0,0,,0,0,0,,0,0,,,3,126,42.00,0
109,2012,2012-12-16,14,31.020,SEA,@,BUF,W 50-17,,0,0,,0,0,0,,0,0,0,,0,0,,,2,79,39.50,0
110,2012,2012-12-23,15,31.027,SEA,,SFO,W 42-13,,0,0,,0,0,0,,0,0,0,,0,0,,,1,41,41.00,0
111,2012,2012-12-30,16,31.034,SEA,,STL,W 20-13,,0,0,,0,0,0,,0,0,0,,0,0,,,5,183,36.60,0
112,2013,2013-09-08,1,31.286,SEA,@,CAR,W 12-7,,0,0,,0,0,0,,0,0,0,,0,0,,,4,198,49.50,0
113,2013,2013-09-15,2,31.293,SEA,,SFO,W 29-3,,0,0,,0,0,0,,0,0,0,,0,0,,,4,170,42.50,1
114,2013,2013-09-22,3,31.300,SEA,,JAX,W 45-17,,0,0,,0,0,0,,0,0,0,,0,0,,,4,140,35.00,0
115,2013,2013-09-29,4,31.307,SEA,@,HOU,W 23-20,,0,0,,0,0,0,,0,0,0,,0,0,,,6,278,46.33,0
116,2013,2013-10-06,5,31.314,SEA,@,IND,L 28-34,,0,0,,0,0,0,,0,0,0,,0,0,,,2,77,38.50,0
117,2013,2013-10-13,6,31.321,SEA,,TEN,W 20-13,,0,0,,0,0,0,,0,0,0,,0,0,,,3,146,48.67,0
118,2013,2013-10-17,7,31.325,SEA,@,ARI,W 34-22,,0,0,,0,0,0,,0,0,0,,0,0,,,3,124,41.33,0
119,2013,2013-10-28,8,31.336,SEA,@,STL,W 14-9,,0,0,,0,0,0,,0,0,0,,0,0,,,9,403,44.78,0
120,2013,2013-11-03,9,31.342,SEA,,TAM,W 27-24,,0,0,,0,0,0,,0,0,0,,0,0,,,2,85,42.50,0
121,2013,2013-11-10,10,31.349,SEA,@,ATL,W 33-10,,0,0,,0,0,0,,0,0,0,,0,0,,,2,82,41.00,0
122,2013,2013-11-17,11,31.356,SEA,,MIN,W 41-20,,0,0,,0,0,0,,0,0,0,,0,0,,,5,208,41.60,0
123,2013,2013-12-02,12,32.006,SEA,,NOR,W 34-7,,0,0,,0,0,0,,0,0,0,,0,0,,,3,120,40.00,0
124,2013,2013-12-08,13,32.012,SEA,@,SFO,L 17-19,,0,0,,0,0,0,,0,0,0,,0,0,,,5,186,37.20,1
125,2013,2013-12-15,14,32.019,SEA,@,NYG,W 23-0,,0,0,,0,0,0,,0,0,0,,0,0,,,7,289,41.29,0
126,2013,2013-12-22,15,32.026,SEA,,ARI,L 10-17,,0,0,,0,0,0,,0,0,0,,0,0,,,9,335,37.22,0
127,2013,2013-12-29,16,32.033,SEA,,STL,W 27-9,,0,0,,0,0,0,,0,0,0,,0,0,,,6,318,53.00,0
128,2014,2014-09-04,1,32.282,SEA,,GNB,W 36-16,,0,0,,0,0,0,,0,0,0,,0,0,,,2,66,33.00,0
129,2014,2014-09-14,2,32.292,SEA,@,SDG,L 21-30,,0,0,,0,0,0,,0,0,0,,0,0,,,4,213,53.25,0
130,2014,2014-09-21,3,32.299,SEA,,DEN,W 26-20,,0,0,,0,0,0,,0,0,0,,0,0,,,6,301,50.17,0
131,2014,2014-10-06,4,32.314,SEA,@,WAS,W 27-17,,1,5,5.00,0,0,0,,0,0,0,,0,0,,,6,260,43.33,0
132,2014,2014-10-12,5,32.320,SEA,,DAL,L 23-30,,0,0,,0,0,0,,0,0,0,,0,0,,,4,167,41.75,0
133,2014,2014-10-19,6,32.327,SEA,@,STL,L 26-28,,0,0,,0,0,0,,0,0,0,,0,0,,,4,169,42.25,0
134,2014,2014-10-26,7,32.334,SEA,@,CAR,W 13-9,,0,0,,0,0,0,,0,0,0,,0,0,,,3,120,40.00,0
135,2014,2014-11-02,8,32.341,SEA,,OAK,W 30-24,,0,0,,0,0,0,,0,0,0,,0,0,,,5,211,42.20,1
136,2014,2014-11-09,9,32.348,SEA,,NYG,W 38-17,,0,0,,0,0,0,,0,0,0,,0,0,,,1,46,46.00,0
137,2014,2014-11-16,10,32.355,SEA,@,KAN,L 20-24,,0,0,,0,0,0,,0,0,0,,0,0,,,2,103,51.50,0
138,2014,2014-11-23,11,32.362,SEA,,ARI,W 19-3,,0,0,,0,0,0,,0,0,0,,0,0,,,3,150,50.00,0
139,2014,2014-11-27,12,33.001,SEA,@,SFO,W 19-3,,0,0,,0,0,0,,0,0,0,,0,0,,,4,178,44.50,0
140,2014,2014-12-07,13,33.011,SEA,@,PHI,W 24-14,,1,0,0.00,0,0,0,,0,0,0,,0,0,,,6,227,37.83,0
141,2014,2014-12-14,14,33.018,SEA,,SFO,W 17-7,,0,0,,0,0,0,,0,0,0,,0,0,,,4,192,48.00,0
142,2014,2014-12-21,15,33.025,SEA,@,ARI,W 35-6,,0,0,,0,0,0,,0,0,0,,0,0,,,4,164,41.00,0
143,2014,2014-12-28,16,33.032,SEA,,STL,W 20-6,,0,0,,0,0,0,,0,0,0,,0,0,,,3,121,40.33,0
144,2015,2015-09-13,1,33.291,SEA,@,STL,L 31-34,,0,0,,0,0,0,,0,0,0,,0,0,,,4,207,51.75,0
145,2015,2015-09-20,2,33.298,SEA,@,GNB,L 17-27,,0,0,,0,0,0,,0,0,0,,0,0,,,5,201,40.20,0
146,2015,2015-09-27,3,33.305,SEA,,CHI,W 26-0,,0,0,,0,0,0,,0,0,0,,0,0,,,4,166,41.50,0
147,2015,2015-10-05,4,33.313,SEA,,DET,W 13-10,,0,0,,0,0,0,,0,0,0,,0,0,,,4,192,48.00,0
148,2015,2015-10-11,5,33.319,SEA,@,CIN,L 24-27,,0,0,,0,0,0,,0,0,0,,0,0,,,8,407,50.88,0
149,2015,2015-10-18,6,33.326,SEA,,CAR,L 23-27,,0,0,,0,0,0,,0,0,0,,0,0,,,7,351,50.14,0
150,2015,2015-10-22,7,33.330,SEA,@,SFO,W 20-3,,0,0,,0,0,0,,0,0,0,,0,0,,,4,187,46.75,0
151,2015,2015-11-01,8,33.340,SEA,@,DAL,W 13-12,,0,0,,0,0,0,,0,0,0,,0,0,,,4,193,48.25,0
152,2015,2015-11-15,9,33.354,SEA,,ARI,L 32-39,,0,0,,0,0,0,,0,0,0,,0,0,,,5,204,40.80,0
153,2015,2015-11-22,10,33.361,SEA,,SFO,W 29-13,,0,0,,0,0,0,,0,0,0,,0,0,,,4,154,38.50,0
154,2015,2015-11-29,11,34.003,SEA,,PIT,W 39-30,,0,0,,0,0,0,,0,0,0,,0,0,,,6,255,42.50,0
155,2015,2015-12-06,12,34.010,SEA,@,MIN,W 38-7,,0,0,,0,0,0,,0,0,0,,0,0,,,2,78,39.00,0
156,2015,2015-12-13,13,34.017,SEA,@,BAL,W 35-6,,0,0,,0,0,0,,0,0,0,,0,0,,,3,153,51.00,0
157,2015,2015-12-20,14,34.024,SEA,,CLE,W 30-13,,0,0,,0,0,0,,0,0,0,,0,0,,,1,64,64.00,0
158,2015,2015-12-27,15,34.031,SEA,,STL,L 17-23,,0,0,,0,0,0,,0,0,0,,0,0,,,5,202,40.40,0
159,2015,2016-01-03,16,34.038,SEA,@,ARI,W 36-6,,0,0,,0,0,0,,0,0,0,,0,0,,,2,91,45.50,0
160,2016,2016-09-11,1,34.290,SEA,,MIA,W 12-10,,0,0,,0,0,0,,0,0,0,,0,0,,,6,253,42.17,0
161,2016,2016-09-18,2,34.297,SEA,@,LAR,L 3-9,,0,0,,0,0,0,,0,0,0,,0,0,,,7,309,44.14,0
162,2016,2016-09-25,3,34.304,SEA,,SFO,W 37-18,,0,0,,0,0,0,,0,0,0,,0,0,,,2,102,51.00,0
163,2016,2016-10-02,4,34.311,SEA,@,NYJ,W 27-17,,0,0,,0,0,0,,0,0,0,,0,0,,,5,203,40.60,0
164,2016,2016-10-16,5,34.325,SEA,,ATL,W 26-24,,0,0,,0,0,0,,0,0,0,,0,0,,,5,230,46.00,0
165,2016,2016-10-23,6,34.332,SEA,@,ARI,T 6-6,,0,0,,0,0,0,,0,0,0,,0,0,,,9,414,46.00,0
166,2016,2016-10-30,7,34.339,SEA,@,NOR,L 20-25,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,146,48.67,0
167,2016,2016-11-07,8,34.347,SEA,,BUF,W 31-25,,0,0,,0,0,0,,0,0,0,,0,0,,,3,142,47.33,1
168,2016,2016-11-13,9,34.353,SEA,@,NWE,W 31-24,,0,0,,0,0,0,,0,0,0,,0,0,,,2,105,52.50,0
169,2016,2016-11-20,10,34.360,SEA,,PHI,W 26-15,,0,0,,0,0,0,,0,0,0,,0,0,,,6,279,46.50,0
170,2016,2016-11-27,11,35.001,SEA,@,TAM,L 5-14,,0,0,,0,0,0,,0,0,0,,0,0,,,7,330,47.14,0
171,2016,2016-12-04,12,35.008,SEA,,CAR,W 40-7,,0,0,,0,0,0,,0,0,0,,0,0,,,1,41,41.00,0
172,2016,2016-12-11,13,35.015,SEA,@,GNB,L 10-38,,0,0,,0,0,0,,0,0,0,,0,0,,,4,136,34.00,0
173,2016,2016-12-15,14,35.019,SEA,,LAR,W 24-3,,1,26,26.00,0,0,0,,0,0,0,,0,0,,,3,108,36.00,0
174,2016,2016-12-24,15,35.028,SEA,,ARI,L 31-34,,0,0,,0,0,0,,0,0,0,,0,0,,,4,144,36.00,0
175,2016,2017-01-01,16,35.036,SEA,@,SFO,W 25-23,,1,0,0.00,0,0,0,,0,0,0,,0,0,,,4,184,46.00,0
176,2017,2017-09-10,1,35.288,SEA,@,GNB,L 9-17,,0,0,,0,0,0,,0,0,0,,0,0,,,6,275,45.83,0
177,2017,2017-09-17,2,35.295,SEA,,SFO,W 12-9,,0,0,,0,0,0,,0,0,0,,0,0,,,7,309,44.14,0
178,2017,2017-09-24,3,35.302,SEA,@,TEN,L 27-33,,0,0,,0,0,0,,0,0,0,,0,0,,,8,388,48.50,0
179,2017,2017-10-01,4,35.309,SEA,,IND,W 46-18,,0,0,,0,0,0,,0,0,0,,0,0,,,1,35,35.00,0
180,2017,2017-10-08,5,35.316,SEA,@,LAR,W 16-10,,0,0,,0,0,0,,0,0,0,,0,0,,,6,237,39.50,0
181,2017,2017-10-22,6,35.330,SEA,@,NYG,W 24-7,,0,0,,0,0,0,,0,0,0,,0,0,,,5,190,38.00,0
182,2017,2017-10-29,7,35.337,SEA,,HOU,W 41-38,,0,0,,0,0,0,,0,0,0,,0,0,,,5,237,47.40,0
183,2017,2017-11-05,8,35.344,SEA,,WAS,L 14-17,,0,0,,0,0,0,,0,0,0,,0,0,,,6,263,43.83,0
184,2017,2017-11-09,9,35.348,SEA,@,ARI,W 22-16,,0,0,,0,0,0,,0,0,0,,0,0,,,8,398,49.75,0
185,2017,2017-11-20,10,35.359,SEA,,ATL,L 31-34,,0,0,,0,1,1,100.00,-4,0,0,79.2,0,0,-4.00,-4.00,1,43,43.00,0
186,2017,2017-11-26,11,36.000,SEA,@,SFO,W 24-13,,0,0,,0,0,0,,0,0,0,,0,0,,,6,288,48.00,0
