ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2001,2001-10-07,4,24.059,MIA,,NWE,W 30-10,,,,,,,,,,
2,2001,2001-10-28,6,24.080,MIA,@,SEA,W 24-20,,,,,,,,,,
3,2001,2001-11-04,7,24.087,MIA,,CAR,W 23-6,,,0,0,0.5,,,0,0,0
4,2001,2001-11-11,8,24.094,MIA,@,IND,W 27-24,,,,,,,,,,
5,2001,2001-11-18,9,24.101,MIA,,NYJ,L 0-24,,,,,,,,,,
6,2001,2001-12-30,15,24.143,MIA,,ATL,W 21-14,,,,,,,,,,
7,2001,2002-01-06,16,24.150,MIA,,BUF,W 34-7,,,,,,,,,,
8,2002,2002-09-08,1,25.030,MIA,,DET,W 49-21,*,,,,,,,,,
9,2002,2002-09-15,2,25.037,MIA,@,IND,W 21-13,*,,,,,,,,,
10,2002,2002-09-22,3,25.044,MIA,,NYJ,W 30-3,*,,0,0,1.0,,,0,0,0
11,2002,2002-09-29,4,25.051,MIA,@,KAN,L 30-48,*,,,,,,,,,
12,2002,2002-10-06,5,25.058,MIA,,NWE,W 26-13,*,,,,,,,,,
13,2002,2002-10-13,6,25.065,MIA,@,DEN,W 24-22,*,,0,0,1.0,,,0,0,0
14,2002,2002-10-20,7,25.072,MIA,,BUF,L 10-23,*,,,,,,,,,
15,2002,2002-11-04,8,25.087,MIA,@,GNB,L 10-24,*,,,,,,,,,
16,2002,2002-11-10,9,25.093,MIA,@,NYJ,L 10-13,*,,,,,,,,,
17,2002,2002-11-17,10,25.100,MIA,,BAL,W 26-7,*,,0,0,3.0,,,0,0,0
18,2002,2002-11-24,11,25.107,MIA,,SDG,W 30-3,*,,,,,,,,,
19,2002,2002-12-01,12,25.114,MIA,@,BUF,L 21-38,*,,0,0,1.0,,,0,0,0
20,2002,2002-12-09,13,25.122,MIA,,CHI,W 27-9,*,,0,0,1.0,,,0,0,0
21,2002,2002-12-15,14,25.128,MIA,,OAK,W 23-17,*,,0,0,1.0,,,0,0,0
22,2002,2002-12-21,15,25.134,MIA,@,MIN,L 17-20,*,,0,0,1.5,,,0,0,0
23,2002,2002-12-29,16,25.142,MIA,@,NWE,L 24-27,*,,,,,,,,,
24,2003,2003-09-07,1,26.029,MIA,,HOU,L 20-21,*,,,,,,,,,
25,2003,2003-09-14,2,26.036,MIA,@,NYJ,W 21-10,*,,,,,,,,,
