ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1992,1992-09-06,1,22.158,TAM,,PHO,W 23-7,,
2,1992,1992-09-13,2,22.165,TAM,,GNB,W 31-3,,
3,1992,1992-09-20,3,22.172,TAM,@,MIN,L 20-26,,1.0
4,1992,1992-09-27,4,22.179,TAM,@,DET,W 27-23,,1.0
5,1992,1992-10-04,5,22.186,TAM,,IND,L 14-24,,
6,1992,1992-10-18,6,22.200,TAM,@,CHI,L 14-31,,
7,1992,1992-10-25,7,22.207,TAM,,DET,L 7-38,,
8,1992,1992-11-01,8,22.214,TAM,@,NOR,L 21-23,,1.0
9,1992,1992-11-08,9,22.221,TAM,,MIN,L 7-35,,1.0
10,1992,1992-11-15,10,22.228,TAM,,CHI,W 20-17,,
11,1992,1992-11-22,11,22.235,TAM,@,SDG,L 14-29,,
12,1992,1992-11-29,12,22.242,TAM,@,GNB,L 14-19,,
13,1992,1992-12-06,13,22.249,TAM,,RAM,L 27-31,,
14,1992,1992-12-13,14,22.256,TAM,,ATL,L 7-35,,1.0
15,1992,1992-12-19,15,22.262,TAM,@,SFO,L 14-21,,
16,1992,1992-12-27,16,22.270,TAM,@,PHO,W 7-3,,
17,1993,1993-09-05,1,23.157,TAM,,KAN,L 3-27,,
18,1993,1993-09-12,2,23.164,TAM,@,NYG,L 7-23,,
19,1993,1993-09-26,3,23.178,TAM,@,CHI,L 17-47,,
20,1993,1993-10-03,4,23.185,TAM,,DET,W 27-10,,
21,1993,1993-10-10,5,23.192,TAM,@,MIN,L 0-15,,1.0
22,1993,1993-10-24,6,23.206,TAM,,GNB,L 14-37,,
23,1993,1993-10-31,7,23.213,TAM,@,ATL,W 31-24,,
24,1993,1993-12-19,14,23.262,TAM,@,RAI,L 20-27,,1.0
25,1993,1993-12-26,15,23.269,TAM,@,DEN,W 17-10,,
26,1993,1994-01-02,16,23.276,TAM,,SDG,L 17-32,,
27,1994,1994-09-04,1,24.156,TAM,@,CHI,L 9-21,,1.0
28,1994,1994-09-11,2,24.163,TAM,,IND,W 24-10,,
29,1994,1994-09-18,3,24.170,TAM,,NOR,L 7-9,,
30,1994,1994-09-25,4,24.177,TAM,@,GNB,L 3-30,,
31,1994,1994-10-02,5,24.184,TAM,,DET,W 24-14,,
32,1994,1994-10-09,6,24.191,TAM,@,ATL,L 13-34,,
33,1994,1994-10-23,7,24.205,TAM,@,SFO,L 16-41,,
34,1994,1994-11-06,9,24.219,TAM,,CHI,L 6-20,,
35,1994,1994-11-13,10,24.226,TAM,@,DET,L 9-14,,
36,1994,1994-11-20,11,24.233,TAM,@,SEA,L 21-22,,
37,1994,1994-11-27,12,24.240,TAM,@,MIN,W 20-17,,1.0
38,1994,1994-12-04,13,24.247,TAM,,WAS,W 26-21,,1.0
39,1994,1994-12-11,14,24.254,TAM,,RAM,W 24-14,,
40,1994,1994-12-18,15,24.261,TAM,@,WAS,W 17-14,,
41,1994,1994-12-24,16,24.267,TAM,,GNB,L 19-34,,
42,1995,1995-09-03,1,25.155,TAM,@,PHI,W 21-6,,1.0
43,1995,1995-09-10,2,25.162,TAM,@,CLE,L 6-22,,
44,1995,1995-09-17,3,25.169,TAM,,CHI,L 6-25,,
45,1995,1995-09-24,4,25.176,TAM,,WAS,W 14-6,,
46,1995,1995-10-01,5,25.183,TAM,@,CAR,W 20-13,,
47,1995,1995-10-08,6,25.190,TAM,,CIN,W 19-16,,
48,1995,1995-10-15,7,25.197,TAM,,MIN,W 20-17,,
49,1995,1995-10-22,8,25.204,TAM,,ATL,L 21-24,,
50,1995,1995-10-29,9,25.211,TAM,@,HOU,L 7-19,,
51,1995,1995-11-26,12,25.239,TAM,@,GNB,L 13-35,,
52,1995,1995-12-03,13,25.246,TAM,@,MIN,L 17-31,,
53,1995,1995-12-10,14,25.253,TAM,,GNB,W 13-10,,
54,1995,1995-12-17,15,25.260,TAM,@,CHI,L 10-31,,
55,1995,1995-12-23,16,25.266,TAM,,DET,L 10-37,,
56,1996,1996-09-01,1,26.153,NWE,@,MIA,L 10-24,,
57,1996,1996-09-08,2,26.160,NWE,@,BUF,L 10-17,,
58,1996,1996-09-15,3,26.167,NWE,,ARI,W 31-0,,
59,1996,1996-09-22,4,26.174,NWE,,JAX,W 28-25,,
60,1996,1996-10-06,5,26.188,BUF,,IND,W 16-13,,
61,1996,1996-10-13,6,26.195,NWE,,WAS,L 22-27,,
62,1996,1996-10-20,7,26.202,NWE,@,IND,W 27-9,,
63,1996,1996-10-27,8,26.209,NWE,,BUF,W 28-25,,
64,1996,1996-11-03,9,26.216,NWE,,MIA,W 42-23,,
65,1996,1996-11-10,10,26.223,NWE,@,NYJ,W 31-27,,
66,1996,1996-11-17,11,26.230,NWE,,DEN,L 8-34,,
67,1996,1996-11-24,12,26.237,NWE,,IND,W 27-13,,
68,1996,1996-12-01,13,26.244,NWE,@,SDG,W 45-7,,1.0
69,1996,1996-12-08,14,26.251,NWE,,NYJ,W 34-10,,
70,1996,1996-12-15,15,26.258,NWE,@,DAL,L 6-12,,
