ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1978,1978-09-03,1,22.035,MIN,@,NOR,L 24-31,1,24,24.00,0,0,0,,0
2,1978,1978-10-01,5,22.063,MIN,@,TAM,W 24-7,,,,,,,,
3,1978,1978-10-15,7,22.077,MIN,,RAM,L 17-34,,,,,,,,
4,1978,1978-10-22,8,22.084,MIN,,GNB,W 21-7,,,,,,,,
5,1978,1978-11-12,11,22.105,MIN,,CHI,W 17-14,0,0,,0,1,18,18.00,0
6,1978,1978-11-19,12,22.112,MIN,,SDG,L 7-13,,,,,,,,
7,1978,1978-11-26,13,22.119,MIN,@,GNB,T 10-10,0,0,,0,1,20,20.00,0
8,1978,1978-12-03,14,22.126,MIN,,PHI,W 28-27,0,0,,0,1,19,19.00,0
9,1978,1978-12-09,15,22.132,MIN,@,DET,L 14-45,0,0,,0,1,14,14.00,0
10,1978,1978-12-17,16,22.140,MIN,@,OAK,L 20-27,,,,,,,,
11,1979,1979-11-11,11,23.104,CHI,,RAM,W 27-23,,,,,,,,
12,1979,1979-11-18,12,23.111,CHI,,NYJ,W 23-13,,,,,,,,
13,1979,1979-11-22,13,23.115,CHI,@,DET,L 0-20,,,,,,,,
14,1979,1979-12-02,14,23.125,CHI,@,TAM,W 14-0,,,,,,,,
15,1979,1979-12-09,15,23.132,CHI,@,GNB,W 15-14,,,,,,,,
16,1979,1979-12-16,16,23.139,CHI,,STL,W 42-6,,,,,,,,
