ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
24,2015,2015-11-08,8,25.012,BUF,,MIA,W 33-17,,0,0,,0,0.0,0,0,3,150,50.00,0
25,2015,2015-11-12,9,25.016,BUF,@,NYJ,W 22-17,,1,0,0.00,0,0.0,0,0,8,347,43.38,0
26,2015,2015-11-23,10,25.027,BUF,@,NWE,L 13-20,,0,0,,0,0.0,0,0,7,319,45.57,0
27,2015,2015-11-29,11,25.033,BUF,@,KAN,L 22-30,,0,0,,0,0.0,0,0,3,119,39.67,0
28,2015,2015-12-06,12,25.040,BUF,,HOU,W 30-21,,0,0,,0,0.0,0,0,6,272,45.33,0
29,2015,2015-12-13,13,25.047,BUF,@,PHI,L 20-23,,0,0,,0,0.0,0,0,7,315,45.00,0
30,2015,2015-12-20,14,25.054,BUF,@,WAS,L 25-35,,0,0,,0,0.0,0,0,4,140,35.00,0
31,2015,2015-12-27,15,25.061,BUF,,DAL,W 16-6,,0,0,,0,0.0,0,0,3,143,47.67,0
32,2015,2016-01-03,16,25.068,BUF,,NYJ,W 22-17,,0,0,,0,0.0,0,0,5,243,48.60,0
33,2016,2016-09-11,1,25.320,BUF,@,BAL,L 7-13,,0,0,,0,0.0,0,0,7,313,44.71,0
34,2016,2016-09-15,2,25.324,BUF,,NYJ,L 31-37,,0,0,,0,0.0,0,0,3,118,39.33,0
35,2016,2016-09-25,3,25.334,BUF,,ARI,W 33-18,,0,0,,0,0.0,0,0,5,178,35.60,0
36,2016,2016-10-02,4,25.341,BUF,@,NWE,W 16-0,,0,0,,0,0.0,0,0,4,163,40.75,0
37,2016,2016-10-09,5,25.348,BUF,@,LAR,W 30-19,,0,0,,0,0.0,0,0,6,276,46.00,0
38,2016,2016-10-16,6,25.355,BUF,,SFO,W 45-16,,0,0,,0,0.0,0,0,3,152,50.67,0
39,2016,2016-10-23,7,25.362,BUF,@,MIA,L 25-28,,0,0,,0,0.0,0,0,7,316,45.14,0
40,2016,2016-10-30,8,26.003,BUF,,NWE,L 25-41,,1,16,16.00,0,0.0,0,0,3,131,43.67,0
41,2016,2016-11-07,9,26.011,BUF,@,SEA,L 25-31,,0,0,,0,0.0,0,0,3,98,32.67,0
42,2016,2016-11-20,10,26.024,BUF,@,CIN,W 16-12,,0,0,,0,0.0,0,0,5,192,38.40,0
43,2016,2016-11-27,11,26.031,BUF,,JAX,W 28-21,,0,0,,0,0.0,0,0,6,264,44.00,0
44,2016,2016-12-04,12,26.038,BUF,@,OAK,L 24-38,,0,0,,0,0.0,0,0,5,199,39.80,0
45,2016,2016-12-11,13,26.045,BUF,,PIT,L 20-27,,0,0,,0,0.0,0,0,6,270,45.00,0
46,2016,2016-12-18,14,26.052,BUF,,CLE,W 33-13,,0,0,,0,0.0,0,0,2,90,45.00,0
47,2016,2016-12-24,15,26.058,BUF,,MIA,L 31-34,,0,0,,0,0.0,0,0,4,169,42.25,0
48,2016,2017-01-01,16,26.066,BUF,@,NYJ,L 10-30,,0,0,,0,0.0,0,0,6,254,42.33,0
49,2017,2017-09-10,1,26.318,BUF,,NYJ,W 21-12,,0,0,,0,0.0,0,0,6,257,42.83,0
50,2017,2017-09-17,2,26.325,BUF,@,CAR,L 3-9,,0,0,,0,0.0,0,0,6,297,49.50,0
51,2017,2017-09-24,3,26.332,BUF,,DEN,W 26-16,,0,0,,0,0.0,0,0,5,226,45.20,0
52,2017,2017-10-01,4,26.339,BUF,@,ATL,W 23-17,,0,0,,0,0.0,0,0,4,189,47.25,0
53,2017,2017-10-08,5,26.346,BUF,@,CIN,L 16-20,,0,0,,0,0.0,0,0,7,315,45.00,0
54,2017,2017-10-22,6,26.360,BUF,,TAM,W 30-27,,0,0,,0,0.0,0,0,2,101,50.50,0
55,2017,2017-10-29,7,27.002,BUF,,OAK,W 34-14,,0,0,,0,0.0,0,0,5,226,45.20,0
56,2017,2017-11-02,8,27.006,BUF,@,NYJ,L 21-34,,0,0,,0,0.0,0,0,6,278,46.33,0
57,2017,2017-11-12,9,27.016,BUF,,NOR,L 10-47,,0,0,,0,0.0,0,0,6,272,45.33,0
58,2017,2017-11-19,10,27.023,BUF,@,LAC,L 24-54,,0,0,,0,0.0,0,0,3,120,40.00,0
59,2017,2017-11-26,11,27.030,BUF,@,KAN,W 16-10,,0,0,,0,0.0,0,0,7,288,41.14,0
60,2017,2017-12-03,12,27.037,BUF,,NWE,L 3-23,,0,0,,0,0.0,0,0,4,195,48.75,0
61,2017,2017-12-10,13,27.044,BUF,,IND,W 13-7,,0,0,,0,0.0,0,0,6,230,38.33,0
62,2017,2017-12-17,14,27.051,BUF,,MIA,W 24-16,,0,0,,0,0.0,0,0,5,205,41.00,0
63,2017,2017-12-24,15,27.058,BUF,@,NWE,L 16-37,,0,0,,0,0.0,0,0,3,144,48.00,0
64,2017,2017-12-31,16,27.065,BUF,@,MIA,W 22-16,,0,0,,0,0.0,0,0,4,186,46.50,0
