ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
30,2000,2000-10-08,6,24.080,DET,,GNB,W 31-24,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
31,2000,2000-10-19,7,24.091,DET,@,TAM,W 28-14,*,,,,,,,,,,,,,,
32,2000,2000-10-29,8,24.101,DET,@,IND,L 18-30,*,,,,,,,,,,,,,,
33,2000,2000-11-05,9,24.108,DET,,MIA,L 8-23,*,5,118,23.60,0,2,15,7.50,0,0,0,0.0,0,0,0
34,2000,2000-11-12,10,24.115,DET,,ATL,W 13-10,,,,,,,,,,,,,,,
35,2000,2000-11-19,11,24.122,DET,@,NYG,W 31-21,,,,,,,,,,,,,,,
36,2000,2000-11-23,12,24.126,DET,,NWE,W 34-9,*,,,,,,,,,,,,,,
37,2000,2000-11-30,13,24.133,DET,@,MIN,L 17-24,*,,,,,,,,,,,,,,
38,2000,2000-12-10,14,24.143,DET,@,GNB,L 13-26,*,1,31,31.00,0,0,0,,0,0,0,0.0,0,0,0
39,2000,2000-12-17,15,24.150,DET,@,NYJ,W 10-7,,,,,,,,,,,,,,,
40,2000,2000-12-24,16,24.157,DET,,CHI,L 20-23,*,,,,,,,,,,,,,,
41,2001,2001-09-09,1,25.051,DET,@,GNB,L 6-28,,0,0,,0,0,0,,0,,,,,,
42,2001,2001-09-23,2,25.065,DET,@,CLE,L 14-24,*,0,0,,0,0,0,,0,1,6,0.0,1,26,1
43,2001,2001-10-08,3,25.080,DET,,STL,L 0-35,*,,,,,,,,,,,,,,
44,2001,2001-10-14,4,25.086,DET,@,MIN,L 26-31,*,,,,,,,,,,,,,,
45,2001,2001-10-21,5,25.093,DET,,TEN,L 24-27,*,1,6,6.00,0,0,0,,0,0,0,0.0,0,0,0
46,2001,2001-10-28,6,25.100,DET,,CIN,L 27-31,*,,,,,,,,,,,,,,
47,2001,2001-11-04,7,25.107,DET,@,SFO,L 13-21,*,,,,,,,,,,,,,,
48,2001,2001-11-11,8,25.114,DET,,TAM,L 17-20,*,,,,,,,,,,,,,,
49,2001,2001-11-18,9,25.121,DET,@,ARI,L 38-45,*,0,0,,0,1,21,21.00,0,0,0,0.0,0,0,0
50,2001,2001-11-22,10,25.125,DET,,GNB,L 27-29,*,5,94,18.80,0,1,13,13.00,0,0,0,0.0,0,0,0
51,2001,2001-12-02,11,25.135,DET,@,CHI,L 10-13,*,4,87,21.75,0,2,3,1.50,0,0,0,0.0,0,0,0
52,2001,2001-12-09,12,25.142,DET,@,TAM,L 12-15,*,0,0,,0,0,0,,0,0,0,0.0,1,3,0
53,2002,2002-09-08,1,26.050,CAR,,BAL,W 10-7,,,,,,,,,,,,,,,
54,2002,2002-09-15,2,26.057,CAR,,DET,W 31-7,,,,,,,,,,,,,,,
55,2002,2002-09-22,3,26.064,CAR,@,MIN,W 21-14,,,,,,,,,,,,,,,
56,2005,2005-10-09,5,29.081,STL,,SEA,L 31-37,,0,0,,0,3,7,2.33,0,0,0,0.0,0,0,0
57,2005,2005-10-17,6,29.089,STL,@,IND,L 28-45,,,,,,,,,,,,,,,
58,2005,2005-10-23,7,29.095,STL,,NOR,W 28-17,,2,48,24.00,0,0,0,,0,0,0,0.0,0,0,0
59,2005,2005-10-30,8,29.102,STL,,JAX,W 24-21,,4,66,16.50,0,0,0,,0,0,0,0.0,0,0,0
60,2005,2005-11-27,11,29.130,STL,@,HOU,W 33-27,,4,68,17.00,0,0,0,,0,0,0,0.0,0,0,0
