ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1954,1954-09-26,1,23.153,CLE,@,PHI,L 10-28,3,22,7.33,0,1,0,0.00,0
2,1954,1954-10-10,2,23.167,CLE,,CRD,W 31-7,8,34,4.25,1,2,41,20.50,0
3,1954,1954-10-17,3,23.174,CLE,@,PIT,L 27-55,10,78,7.80,0,3,11,3.67,0
4,1954,1954-10-24,4,23.181,CLE,@,CRD,W 35-3,12,49,4.08,2,4,45,11.25,0
5,1954,1954-10-31,5,23.188,CLE,,NYG,W 24-14,19,89,4.68,0,1,-1,-1.00,0
6,1954,1954-11-07,6,23.195,CLE,,WAS,W 62-3,9,13,1.44,1,2,24,12.00,0
7,1954,1954-11-14,7,23.202,CLE,@,CHI,W 39-10,15,58,3.87,0,1,6,6.00,0
8,1954,1954-11-21,8,23.209,CLE,,PHI,W 6-0,18,95,5.28,0,3,60,20.00,0
9,1954,1954-11-28,9,23.216,CLE,@,NYG,W 16-7,5,22,4.40,0,0,0,,0
10,1954,1954-12-05,10,23.223,CLE,@,WAS,W 34-14,11,20,1.82,2,1,8,8.00,0
11,1954,1954-12-12,11,23.230,CLE,,PIT,W 42-7,13,53,4.08,0,2,11,5.50,0
12,1954,1954-12-19,12,23.237,CLE,,DET,L 10-14,21,55,2.62,0,0,0,,0
13,1955,1955-09-25,1,24.152,CLE,,WAS,L 17-27,7,30,4.29,0,5,52,10.40,0
14,1955,1955-10-02,2,24.159,CLE,@,SFO,W 38-3,2,10,5.00,1,0,0,,0
15,1955,1955-10-09,3,24.166,CLE,,PHI,W 21-17,3,9,3.00,0,1,2,2.00,0
16,1955,1955-10-16,4,24.173,CLE,@,WAS,W 24-14,2,12,6.00,0,0,0,,0
17,1955,1955-10-23,5,24.180,CLE,,GNB,W 41-10,9,58,6.44,1,0,0,,0
18,1955,1955-10-30,6,24.187,CLE,@,CRD,W 26-20,2,11,5.50,0,0,0,,0
19,1955,1955-11-13,8,24.201,CLE,@,PHI,L 17-33,2,0,0.00,0,1,5,5.00,0
20,1955,1955-11-20,9,24.208,CLE,,PIT,W 41-14,2,9,4.50,1,1,25,25.00,0
21,1955,1955-12-04,11,24.222,CLE,@,PIT,W 30-7,9,35,3.89,0,1,-1,-1.00,0
22,1956,1956-09-30,1,25.157,CLE,@,CRD,L 7-9,4,26,6.50,0,2,1,0.50,0
23,1956,1956-11-04,6,25.192,CLE,@,GNB,W 24-7,1,0,0.00,0,0,0,,0
24,1956,1956-11-18,8,25.206,CLE,@,PHI,W 16-0,7,24,3.43,0,1,31,31.00,1
25,1956,1956-11-25,9,25.213,CLE,,WAS,L 17-20,15,43,2.87,1,0,0,,0
26,1956,1956-12-02,10,25.220,CLE,,PHI,W 17-14,14,36,2.57,0,1,-3,-3.00,0
