ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,22.274,ARI,,CAR,W 28-21,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2011,2011-09-18,2,22.281,ARI,@,WAS,L 21-22,,,,,,,0.0%,,,,,,,,,,,,,,
3,2011,2011-09-25,3,22.288,ARI,@,SEA,L 10-13,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,1
4,2011,2011-10-02,4,22.295,ARI,,NYG,L 27-31,*,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2011,2011-10-09,5,22.302,ARI,@,MIN,L 10-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2011,2011-10-23,6,22.316,ARI,,PIT,L 20-32,*,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2011,2011-10-30,7,22.323,ARI,@,BAL,L 27-30,,,,,,,0.0%,,,,,,,,,,,,,,
8,2011,2011-11-13,9,22.337,ARI,@,PHI,W 21-17,,,,,,,0.0%,,,,,,,,,,,,,,
9,2011,2011-11-20,10,22.344,ARI,@,SFO,L 7-23,,,,,,,0.0%,,,,,,,,,,,,,,
10,2011,2011-11-27,11,22.351,ARI,@,STL,W 23-20,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,1,0
11,2011,2011-12-04,12,22.358,ARI,,DAL,W 19-13,*,,,,,,0.0%,,,,,,,,,,,,,,
12,2011,2011-12-11,13,23.000,ARI,,SFO,W 21-19,,,,,,,0.0%,,,,,,,,,,,,,,
13,2011,2011-12-18,14,23.007,ARI,,CLE,W 20-17,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2011,2011-12-24,15,23.013,ARI,@,CIN,L 16-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,1
15,2011,2012-01-01,16,23.021,ARI,,SEA,W 23-20,*,1,1,11,11.00,0,100.0%,11.00,1,3,3.00,0,0,0,,0,0,0,0.0,0,0
16,2012,2012-09-09,1,23.273,ARI,,SEA,W 20-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2012,2012-09-16,2,23.280,ARI,@,NWE,W 20-18,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2012,2012-09-23,3,23.287,ARI,,PHI,W 27-6,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2012,2012-09-30,4,23.294,ARI,,MIA,W 24-21,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2012,2012-10-04,5,23.298,ARI,@,STL,L 3-17,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2012,2012-10-14,6,23.308,ARI,,BUF,L 16-19,,,,,,,0.0%,,,,,,,,,,,,,,
22,2012,2012-10-29,8,23.323,ARI,,SFO,L 3-24,,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2012,2012-11-04,9,23.329,ARI,@,GNB,L 17-31,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2012,2012-11-18,10,23.343,ARI,@,ATL,L 19-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2012,2012-11-25,11,23.350,ARI,,STL,L 17-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2012,2012-12-02,12,23.357,ARI,@,NYJ,L 6-7,,,,,,,0.0%,,,,,,,,,,,,,,
27,2012,2012-12-09,13,23.364,ARI,@,SEA,L 0-58,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2012,2012-12-16,14,24.005,ARI,,DET,W 38-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2012,2012-12-23,15,24.012,ARI,,CHI,L 13-28,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2013,2013-09-08,1,24.271,KAN,@,JAX,W 28-2,,4,4,44,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2013,2013-09-15,2,24.278,KAN,,DAL,W 17-16,,,,,,,0.0%,,,,,,,,,,,,,,
32,2013,2013-09-19,3,24.282,KAN,@,PHI,W 26-16,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,1,0
33,2013,2013-09-29,4,24.292,KAN,,NYG,W 31-7,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,2,0
34,2013,2013-10-06,5,24.299,KAN,@,TEN,W 26-17,*,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0,0.0,1,0
35,2013,2013-10-13,6,24.306,KAN,,OAK,W 24-7,*,,,,,,0.0%,,,,,,,,,,,,,,
36,2013,2013-10-20,7,24.313,KAN,,HOU,W 17-16,*,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,0.0,1,0
37,2013,2013-10-27,8,24.320,KAN,,CLE,W 23-17,*,3,3,23,7.67,1,100.0%,7.67,0,0,,0,0,0,,0,1,6,0.0,0,0
38,2013,2013-11-03,9,24.327,KAN,@,BUF,W 23-13,,0,0,0,,0,0.0%,,1,2,2.00,0,0,0,,0,0,0,0.0,0,0
