ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.185,CIN,,DEN,W 17-7,,,,,
2,1976,1976-09-19,2,22.192,CIN,@,BAL,L 27-28,,,,,
3,1976,1976-09-26,3,22.199,CIN,,GNB,W 28-7,,,,,
4,1976,1976-10-03,4,22.206,CIN,@,CLE,W 45-24,,,,,
5,1976,1976-10-10,5,22.213,CIN,,TAM,W 21-0,,,,,
6,1976,1976-10-17,6,22.220,CIN,@,PIT,L 6-23,,,,,
7,1976,1976-10-24,7,22.227,CIN,@,HOU,W 27-7,,,,,
8,1976,1976-10-31,8,22.234,CIN,,CLE,W 21-6,,,,,
9,1976,1976-11-14,10,22.248,CIN,,HOU,W 31-27,,,,,
10,1976,1976-11-28,12,22.262,CIN,,PIT,L 3-7,,,,,
11,1976,1976-12-06,13,22.270,CIN,@,OAK,L 20-35,,,,,
12,1976,1976-12-12,14,22.276,CIN,@,NYJ,W 42-3,,,,,
13,1977,1977-09-18,1,23.191,CIN,,CLE,L 3-13,,,,,
14,1977,1977-09-25,2,23.198,CIN,,SEA,W 42-20,,,,,
15,1977,1977-10-02,3,23.205,CIN,@,SDG,L 3-24,,,,,
16,1977,1977-10-09,4,23.212,CIN,@,GNB,W 17-7,,,,,
17,1977,1977-10-30,7,23.233,CIN,,HOU,W 13-10,,,,,
18,1977,1977-11-06,8,23.240,CIN,@,CLE,W 10-7,,,,,
19,1977,1977-11-13,9,23.247,CIN,@,MIN,L 10-42,,,,,
20,1977,1977-11-20,10,23.254,CIN,,MIA,W 23-17,,,,,
21,1977,1977-12-10,13,23.274,CIN,,PIT,W 17-10,,,,,
22,1978,1978-09-03,1,24.176,CIN,,KAN,L 23-24,,,,,
23,1978,1978-09-10,2,24.183,CIN,@,CLE,L 10-13,,,,,
24,1978,1978-09-17,3,24.190,CIN,,PIT,L 3-28,,,,,
25,1978,1978-10-15,7,24.218,CIN,,NWE,L 3-10,0,0,1,4,0
26,1978,1978-10-22,8,24.225,CIN,@,BUF,L 0-5,,,,,
27,1978,1978-10-29,9,24.232,CIN,,HOU,W 28-13,,,,,
28,1978,1978-11-05,10,24.239,CIN,@,SDG,L 13-22,,,,,
29,1978,1978-11-13,11,24.247,CIN,,OAK,L 21-34,,,,,
30,1978,1978-11-19,12,24.253,CIN,@,PIT,L 6-7,,,,,
31,1978,1978-11-26,13,24.260,CIN,@,HOU,L 10-17,,,,,
32,1978,1978-12-03,14,24.267,CIN,,ATL,W 37-7,1,6,1,39,1
33,1978,1978-12-11,15,24.275,CIN,@,RAM,W 20-19,,,,,
34,1978,1978-12-17,16,24.281,CIN,,CLE,W 48-16,1,6,1,16,1
35,1979,1979-09-02,1,25.175,CIN,@,DEN,L 0-10,,,,,
36,1979,1979-09-09,2,25.182,CIN,@,BUF,L 24-51,,,,,
37,1979,1979-09-16,3,25.189,CIN,,NWE,L 14-20,,,,,
38,1979,1979-09-23,4,25.196,CIN,,HOU,L 27-30,,,,,
39,1979,1979-09-30,5,25.203,CIN,@,DAL,L 13-38,,,,,
40,1979,1979-10-07,6,25.210,CIN,,KAN,L 7-10,,,,,
41,1979,1979-10-14,7,25.217,CIN,,PIT,W 34-10,,,,,
42,1979,1979-10-21,8,25.224,CIN,@,CLE,L 27-28,,,,,
43,1979,1979-11-04,10,25.238,CIN,@,BAL,L 28-38,,,,,
44,1979,1979-11-11,11,25.245,CIN,,SDG,L 24-26,,,,,
45,1979,1979-11-25,13,25.259,CIN,,STL,W 34-28,,,,,
46,1979,1979-12-02,14,25.266,CIN,@,PIT,L 17-37,,,,,
47,1979,1979-12-09,15,25.273,CIN,@,WAS,L 14-28,0,0,1,11,0
48,1979,1979-12-16,16,25.280,CIN,,CLE,W 16-12,,,,,
49,1980,1980-09-07,1,26.180,SFO,@,NOR,W 26-23,,,,,
50,1980,1980-09-14,2,26.187,SFO,,STL,W 24-21,,,,,
51,1980,1980-09-21,3,26.194,SFO,@,NYJ,W 37-27,,,,,
52,1980,1980-09-28,4,26.201,SFO,,ATL,L 17-20,,,,,
53,1980,1980-10-05,5,26.208,SFO,@,RAM,L 26-48,,,,,
54,1980,1980-10-12,6,26.215,SFO,@,DAL,L 14-59,,,,,
55,1980,1980-10-19,7,26.222,SFO,,RAM,L 17-31,,,,,
56,1980,1980-10-26,8,26.229,SFO,,TAM,L 23-24,,,,,
57,1980,1980-11-02,9,26.236,SFO,@,DET,L 13-17,,,,,
58,1980,1980-11-09,10,26.243,SFO,@,GNB,L 16-23,,,,,
59,1980,1980-11-16,11,26.250,SFO,@,MIA,L 13-17,,,,,
60,1980,1980-11-30,13,26.264,SDG,,PHI,W 22-21,,,,,
61,1980,1980-12-07,14,26.271,SDG,@,WAS,L 17-40,,,,,
62,1980,1980-12-13,15,26.277,SDG,,SEA,W 21-14,,,,,
63,1980,1980-12-22,16,26.286,SDG,,PIT,W 26-17,,,,,
