ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1987,1987-10-04,3,23.136,PIT,@,ATL,W 28-12,6,150,25.00,1,1,6
2,1987,1987-10-11,4,23.143,PIT,@,RAM,L 21-31,1,19,19.00,0,0,0
3,1987,1987-10-18,5,23.150,PIT,,IND,W 21-7,0,0,,0,,
4,1987,1987-11-22,10,23.185,PIT,@,CIN,W 30-16,4,51,12.75,0,0,0
5,1987,1987-11-29,11,23.192,PIT,,NOR,L 16-20,0,0,,0,,
6,1987,1987-12-06,12,23.199,PIT,,SEA,W 13-9,2,20,10.00,0,0,0
7,1987,1987-12-13,13,23.206,PIT,@,SDG,W 20-16,0,0,,0,,
8,1988,1988-09-04,1,24.106,PIT,,DAL,W 24-21,,,,,,
9,1988,1988-09-11,2,24.113,PIT,@,WAS,L 29-30,,,,,,
10,1988,1988-09-18,3,24.120,PIT,,CIN,L 12-17,,,,,,
11,1988,1988-09-25,4,24.127,PIT,@,BUF,L 28-36,,,,,,
12,1988,1988-11-13,11,24.176,TAM,@,DET,W 23-20,,,,,,
13,1988,1988-11-20,12,24.183,TAM,,CHI,L 15-27,,,,,,
14,1988,1988-11-27,13,24.190,TAM,@,ATL,L 10-17,,,,,,
