ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,2004,2005-01-02,16,24.028,SFO,@,NWE,L 7-21,,,,,,
2,2006,2006-12-03,12,25.363,NOR,,SFO,W 34-10,,0,0,,0,1.0
3,2006,2006-12-10,13,26.005,NOR,@,DAL,W 42-17,,,,,,
4,2006,2006-12-17,14,26.012,NOR,,WAS,L 10-16,,,,,,
5,2006,2006-12-24,15,26.019,NOR,@,NYG,W 30-7,,,,,,
6,2006,2006-12-31,16,26.026,NOR,,CAR,L 21-31,*,,,,,
7,2007,2007-09-06,1,26.275,NOR,@,IND,L 10-41,,1,8,8.00,0,0.0
8,2007,2007-09-16,2,26.285,NOR,@,TAM,L 14-31,,,,,,
9,2007,2007-09-24,3,26.293,NOR,,TEN,L 14-31,,,,,,
10,2007,2007-10-07,4,26.306,NOR,,CAR,L 13-16,,,,,,
11,2007,2007-10-21,6,26.320,NOR,,ATL,W 22-16,,,,,,
12,2007,2007-10-28,7,26.327,NOR,@,SFO,W 31-10,,,,,,
13,2007,2007-11-04,8,26.334,NOR,,JAX,W 41-24,,0,0,,0,0.5
14,2007,2007-11-11,9,26.341,NOR,,STL,L 29-37,*,,,,,
15,2007,2007-11-18,10,26.348,NOR,@,HOU,L 10-23,*,,,,,
16,2007,2007-12-10,13,27.005,NOR,@,ATL,W 34-14,,,,,,
17,2007,2007-12-16,14,27.011,NOR,,ARI,W 31-24,,,,,,
18,2007,2007-12-23,15,27.018,NOR,,PHI,L 23-38,,,,,,
19,2007,2007-12-30,16,27.025,NOR,@,CHI,L 25-33,,,,,,
