ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,22.149,RAM,@,BUF,L 7-40,,,,,
2,1992,1992-09-13,2,22.156,RAM,,NWE,W 14-0,,,,,
3,1992,1992-09-20,3,22.163,RAM,@,MIA,L 10-26,,,,,
4,1992,1992-09-27,4,22.170,RAM,,NYJ,W 18-10,,,,,
5,1992,1992-10-04,5,22.177,RAM,@,SFO,L 24-27,,,,,
6,1992,1992-10-11,6,22.184,RAM,@,NOR,L 10-13,,,,,
7,1992,1992-10-18,7,22.191,RAM,,NYG,W 38-17,,1.0,0,0,0
8,1992,1992-11-01,8,22.205,RAM,@,ATL,L 28-30,,,,,
9,1992,1992-11-08,9,22.212,RAM,,PHO,L 14-20,,,,,
10,1992,1992-11-15,10,22.219,RAM,@,DAL,W 27-23,,,,,
11,1992,1992-11-22,11,22.226,RAM,,SFO,L 10-27,,2.0,0,0,0
12,1992,1992-11-29,12,22.233,RAM,,MIN,L 17-31,,,,,
13,1992,1992-12-06,13,22.240,RAM,@,TAM,W 31-27,,2.0,0,0,0
14,1992,1992-12-13,14,22.247,RAM,,NOR,L 14-37,,,,,
15,1992,1992-12-20,15,22.254,RAM,@,GNB,L 13-28,,,,,
16,1992,1992-12-27,16,22.261,RAM,,ATL,W 38-27,,,,,
17,1993,1993-09-05,1,23.148,RAM,@,GNB,L 6-36,,,,,
18,1993,1993-09-12,2,23.155,RAM,,PIT,W 27-0,,4.0,0,0,0
19,1993,1993-09-19,3,23.162,RAM,@,NYG,L 10-20,,,,,
20,1993,1993-09-26,4,23.169,RAM,@,HOU,W 28-13,,2.0,0,0,0
21,1993,1993-10-03,5,23.176,RAM,,NOR,L 6-37,,,,,
22,1993,1993-10-14,6,23.187,RAM,@,ATL,L 24-30,,0.5,0,0,0
23,1993,1993-10-24,7,23.197,RAM,,DET,L 13-16,,1.0,0,0,0
24,1993,1993-10-31,8,23.204,RAM,@,SFO,L 17-40,,,,,
25,1993,1993-11-14,9,23.218,RAM,,ATL,L 0-13,,,,,
26,1993,1993-11-21,10,23.225,RAM,,WAS,W 10-6,,1.0,0,0,0
27,1993,1993-11-28,11,23.232,RAM,,SFO,L 10-35,,,,,
28,1993,1993-12-05,12,23.239,RAM,@,PHO,L 10-38,,,,,
29,1993,1993-12-12,13,23.246,RAM,@,NOR,W 23-20,,,,,
30,1993,1993-12-19,14,23.253,RAM,@,CIN,L 3-15,,1.0,0,0,0
31,1993,1993-12-26,15,23.260,RAM,,CLE,L 14-42,,,,,
32,1993,1994-01-02,16,23.267,RAM,,CHI,W 20-6,,1.0,0,0,0
33,1994,1994-09-04,1,24.147,RAM,,ARI,W 14-12,,,,,
34,1994,1994-09-11,2,24.154,RAM,@,ATL,L 13-31,,,,,
35,1994,1994-09-18,3,24.161,RAM,,SFO,L 19-34,,,,,
36,1994,1994-09-25,4,24.168,RAM,@,KAN,W 16-0,,1.0,0,0,0
37,1994,1994-10-02,5,24.175,RAM,,ATL,L 5-8,,1.0,0,0,0
38,1994,1994-10-09,6,24.182,RAM,@,GNB,L 17-24,,,,,
39,1994,1994-11-06,9,24.210,RAM,,DEN,W 27-21,,,,,
40,1994,1994-11-13,10,24.217,RAM,,RAI,L 17-20,,,,,
41,1994,1994-11-20,11,24.224,RAM,@,SFO,L 27-31,,,,,
42,1994,1994-11-27,12,24.231,RAM,@,SDG,L 17-31,,1.0,0,0,0
43,1994,1994-12-04,13,24.238,RAM,,NOR,L 15-31,,,,,
44,1994,1994-12-11,14,24.245,RAM,@,TAM,L 14-24,,,,,
45,1994,1994-12-18,15,24.252,RAM,@,CHI,L 13-27,,,,,
46,1994,1994-12-24,16,24.258,RAM,,WAS,L 21-24,,,,,
47,1995,1995-09-03,1,25.146,STL,@,GNB,W 17-14,,1.5,0,0,0
48,1995,1995-09-10,2,25.153,STL,,NOR,W 17-13,,0.5,0,0,0
49,1995,1995-09-17,3,25.160,STL,@,CAR,W 31-10,,,,,
50,1995,1995-10-12,6,25.185,STL,,ATL,W 21-19,,,,,
51,1995,1995-10-22,7,25.195,STL,,SFO,L 10-44,,,,,
52,1995,1995-10-29,8,25.202,STL,@,PHI,L 9-20,,,,,
53,1995,1995-11-05,9,25.209,STL,@,NOR,L 10-19,,,,,
54,1995,1995-11-12,10,25.216,STL,,CAR,W 28-17,,1.0,0,0,0
55,1995,1995-11-19,11,25.223,STL,@,ATL,L 6-31,,2.0,0,0,0
56,1995,1995-11-26,12,25.230,STL,@,SFO,L 13-41,,,,,
57,1995,1995-12-03,13,25.237,STL,@,NYJ,W 23-20,,0.5,0,0,0
58,1995,1995-12-10,14,25.244,STL,,BUF,L 27-45,,,,,
59,1995,1995-12-17,15,25.251,STL,,WAS,L 23-35,,,,,
60,1995,1995-12-24,16,25.258,STL,,MIA,L 22-41,,,,,
61,1996,1996-09-01,1,26.144,WAS,,PHI,L 14-17,,1.0,0,0,0
62,1996,1996-09-08,2,26.151,WAS,,CHI,W 10-3,,1.0,0,0,0
63,1996,1996-09-15,3,26.158,WAS,@,NYG,W 31-10,,1.0,0,0,0
64,1996,1996-09-22,4,26.165,WAS,@,STL,W 17-10,,,,,
65,1996,1996-09-29,5,26.172,WAS,,NYJ,W 31-16,,,,,
66,1996,1996-10-13,6,26.186,WAS,@,NWE,W 27-22,,,,,
67,1996,1996-10-20,7,26.193,WAS,,NYG,W 31-21,,,,,
68,1996,1996-10-27,8,26.200,WAS,,IND,W 31-16,,,,,
69,1996,1996-11-03,9,26.207,WAS,@,BUF,L 13-38,,,,,
70,1996,1996-11-10,10,26.214,WAS,,ARI,L 34-37,,,,,
71,1996,1996-11-17,11,26.221,WAS,@,PHI,W 26-21,,,,,
72,1996,1996-11-24,12,26.228,WAS,,SFO,L 16-19,,,,,
73,1996,1996-11-28,13,26.232,WAS,@,DAL,L 10-21,,,,,
74,1996,1996-12-08,14,26.242,WAS,@,TAM,L 10-24,,,,,
75,1996,1996-12-15,15,26.249,WAS,@,ARI,L 26-27,,,,,
76,1996,1996-12-22,16,26.256,WAS,,DAL,W 37-10,,,,,
77,1998,1998-09-06,1,28.149,CAR,,ATL,L 14-19,,,,,
78,1998,1998-09-13,2,28.156,CAR,@,NOR,L 14-19,,2.0,0,0,0
79,1998,1998-09-27,3,28.170,CAR,,GNB,L 30-37,,,,,
80,1998,1998-10-04,4,28.177,CAR,@,ATL,L 23-51,,,,,
81,1998,1998-10-11,5,28.184,CAR,@,DAL,L 20-27,,,,,
82,1998,1998-10-18,6,28.191,CAR,@,TAM,L 13-16,,,,,
83,1998,1998-10-25,7,28.198,CAR,,BUF,L 14-30,,,,,
84,1998,1998-11-01,8,28.205,CAR,,NOR,W 31-17,,,,,
85,1998,1998-11-08,9,28.212,CAR,@,SFO,L 23-25,,,,,
86,1998,1998-11-15,10,28.219,CAR,,MIA,L 9-13,,,,,
87,1998,1998-11-22,11,28.226,CAR,@,STL,W 24-20,,1.0,0,0,0
88,1998,1998-11-29,12,28.233,CAR,@,NYJ,L 21-48,,,,,
89,1998,1998-12-06,13,28.240,CAR,,SFO,L 28-31,,1.0,0,0,0
90,1998,1998-12-13,14,28.247,CAR,,WAS,L 25-28,,,,,
91,1998,1998-12-20,15,28.254,CAR,,STL,W 20-13,,2.0,0,0,0
92,1998,1998-12-27,16,28.261,CAR,@,IND,W 27-19,,,,,
93,1999,1999-09-12,1,29.155,CAR,@,NOR,L 10-19,*,,,,
94,1999,1999-09-19,2,29.162,CAR,,JAX,L 20-22,*,,,,
95,1999,1999-09-26,3,29.169,CAR,,CIN,W 27-3,*,,,,
96,1999,1999-10-03,4,29.176,CAR,@,WAS,L 36-38,*,,,,
97,1999,1999-10-17,5,29.190,CAR,@,SFO,W 31-29,*,0.5,0,0,0
98,1999,1999-10-24,6,29.197,CAR,,DET,L 9-24,*,0.0,1,4,0
99,1999,1999-10-31,7,29.204,CAR,@,ATL,L 20-27,*,1.0,0,0,0
100,1999,1999-11-07,8,29.211,CAR,,PHI,W 33-7,*,1.0,0,0,0
101,1999,1999-11-14,9,29.218,CAR,@,STL,L 10-35,*,,,,
102,1999,1999-11-21,10,29.225,CAR,@,CLE,W 31-17,*,,,,
103,1999,1999-11-28,11,29.232,CAR,,ATL,W 34-28,*,,,,
104,1999,1999-12-05,12,29.239,CAR,,STL,L 21-34,*,,,,
105,1999,1999-12-12,13,29.246,CAR,@,GNB,W 33-31,*,,,,
106,1999,1999-12-18,14,29.252,CAR,,SFO,W 41-24,*,,,,
107,1999,1999-12-26,15,29.260,CAR,@,PIT,L 20-30,*,,,,
108,1999,2000-01-02,16,29.267,CAR,,NOR,W 45-13,*,,,,
109,2000,2000-09-03,1,30.146,CAR,@,WAS,L 17-20,*,,,,
110,2000,2000-09-10,2,30.153,CAR,@,SFO,W 38-22,*,,,,
111,2000,2000-10-01,4,30.174,CAR,,DAL,L 13-16,,,,,
112,2000,2000-10-08,5,30.181,CAR,,SEA,W 26-3,,,,,
113,2000,2000-10-15,6,30.188,CAR,@,NOR,L 6-24,,,,,
114,2000,2000-10-22,7,30.195,CAR,,SFO,W 34-16,*,,,,
115,2000,2000-10-29,8,30.202,CAR,@,ATL,L 12-13,*,0.0,1,0,0
116,2000,2000-11-05,9,30.209,CAR,@,STL,W 27-24,*,1.0,0,0,0
117,2000,2000-11-12,10,30.216,CAR,,NOR,L 10-20,*,1.0,0,0,0
118,2000,2000-11-19,11,30.223,CAR,@,MIN,L 17-31,,,,,
119,2000,2000-11-27,12,30.231,CAR,,GNB,W 31-14,*,1.0,0,0,0
120,2000,2000-12-03,13,30.237,CAR,,STL,W 16-3,,1.0,0,0,0
121,2000,2000-12-10,14,30.244,CAR,@,KAN,L 14-15,*,,,,
122,2000,2000-12-17,15,30.251,CAR,,SDG,W 30-22,*,,,,
123,2000,2000-12-24,16,30.258,CAR,@,OAK,L 9-52,*,,,,
124,2001,2001-09-09,1,31.152,CAR,@,MIN,W 24-13,*,1.0,0,0,0
125,2001,2001-09-23,2,31.166,CAR,@,ATL,L 16-24,*,,,,
126,2001,2001-09-30,3,31.173,CAR,,GNB,L 7-28,*,,,,
127,2001,2001-10-07,4,31.180,CAR,@,SFO,L 14-24,*,,,,
128,2001,2001-10-14,5,31.187,CAR,,NOR,L 25-27,*,,,,
129,2001,2001-10-21,6,31.194,CAR,@,WAS,L 14-17,*,1.0,0,0,0
130,2001,2001-10-28,7,31.201,CAR,,NYJ,L 12-13,*,,,,
131,2001,2001-11-04,8,31.208,CAR,@,MIA,L 6-23,*,,,,
132,2001,2001-11-11,9,31.215,CAR,@,STL,L 14-48,*,,,,
133,2002,2002-09-08,1,32.151,CAR,,BAL,W 10-7,,,,,
134,2002,2002-09-15,2,32.158,CAR,,DET,W 31-7,,,,,
135,2002,2002-09-22,3,32.165,CAR,@,MIN,W 21-14,,1.0,0,0,0
136,2002,2002-09-29,4,32.172,CAR,@,GNB,L 14-17,,,,,
137,2002,2002-10-06,5,32.179,CAR,,ARI,L 13-16,,,,,
138,2002,2002-10-13,6,32.186,CAR,@,DAL,L 13-14,,,,,
139,2002,2002-10-20,7,32.193,CAR,@,ATL,L 0-30,,,,,
140,2002,2002-10-27,8,32.200,CAR,,TAM,L 9-12,,,,,
141,2003,2003-11-02,8,33.206,OAK,@,DET,L 13-23,,,,,
142,2003,2003-11-09,9,33.213,OAK,,NYJ,L 24-27,,,,,
143,2003,2003-11-16,10,33.220,OAK,,MIN,W 28-18,,,,,
144,2003,2003-11-23,11,33.227,OAK,@,KAN,L 24-27,,,,,
145,2003,2003-11-30,12,33.234,OAK,,DEN,L 8-22,,,,,
146,2003,2003-12-22,15,33.256,OAK,,GNB,L 7-41,,,,,
