ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
12,1952,1952-12-14,12,22.221,GNB,@,SFO,L 14-24,*,10,22,45.45,180,1,1,70.3,0,0,8.18,7.05,4,4,1.00,0,0,0,,0,0,,,,,
13,1953,1953-09-27,1,23.143,GNB,,CLE,L 0-27,,4,12,33.33,11,0,1,7.6,0,0,0.92,-2.83,6,11,1.83,0,0,0,,0,0,,,,,
14,1953,1953-10-04,2,23.150,GNB,,CHI,L 13-17,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,8,8.00,0,0,0,,0,0,,,,,
15,1953,1953-10-11,3,23.157,GNB,,RAM,L 20-38,*,4,13,30.77,59,0,2,7.1,0,0,4.54,-2.38,3,14,4.67,0,0,0,,0,0,,,,,
16,1953,1953-10-18,4,23.164,GNB,,BAL,W 37-14,,3,10,30.00,32,0,1,0.8,0,0,3.20,-1.30,3,25,8.33,1,0,0,,0,1,,,,,
17,1953,1953-10-24,5,23.170,GNB,@,PIT,L 14-31,*,11,20,55.00,74,0,1,42.5,0,0,3.70,1.45,3,16,5.33,1,0,0,,0,1,,,,,
18,1953,1953-10-31,6,23.177,GNB,@,BAL,W 35-24,,7,11,63.64,99,1,0,122.9,0,0,9.00,10.82,5,27,5.40,0,0,0,,0,0,,,,,
19,1953,1953-11-08,7,23.185,GNB,@,CHI,T 21-21,,7,11,63.64,113,1,1,90.3,0,0,10.27,8.00,3,7,2.33,0,0,0,,0,0,,,,,
20,1953,1953-11-15,8,23.192,GNB,,DET,L 7-14,*,9,25,36.00,127,0,3,13.7,0,0,5.08,-0.32,5,37,7.40,0,0,0,,0,0,,,,,
21,1953,1953-11-22,9,23.199,GNB,,SFO,L 7-37,,7,12,58.33,54,0,2,29.9,0,0,4.50,-3.00,4,17,4.25,1,0,0,,0,1,,,,,
22,1953,1953-11-26,10,23.203,GNB,@,DET,L 15-34,*,7,13,53.85,103,1,3,66.0,0,0,7.92,-0.92,6,11,1.83,1,0,0,,0,1,,,,,
23,1953,1953-12-06,11,23.213,GNB,@,SFO,L 14-48,*,13,25,52.00,149,1,3,44.0,0,0,5.96,1.36,0,0,,0,0,0,,0,0,,,,,
24,1953,1953-12-12,12,23.219,GNB,@,RAM,L 17-33,,2,13,15.38,9,0,2,0.0,0,0,0.69,-6.23,3,-2,-0.67,0,0,0,,0,0,,,,,
25,1956,1956-09-30,1,26.146,CLE,@,CRD,L 7-9,,1,1,100.00,34,0,0,118.7,0,0,34.00,34.00,0,0,,0,0,0,,0,0,,,,,
26,1956,1956-10-21,4,26.167,CLE,@,WAS,L 9-20,,8,17,47.06,93,0,2,24.5,0,0,5.47,0.18,6,19,3.17,0,0,0,,0,0,,,,,
27,1956,1956-10-28,5,26.174,CLE,,PIT,L 16-24,*,7,16,43.75,126,1,3,52.6,0,0,7.88,0.69,3,29,9.67,0,0,0,,0,0,,,,,
28,1956,1956-11-04,6,26.181,CLE,@,GNB,W 24-7,*,2,3,66.67,57,1,1,109.7,0,0,19.00,10.67,6,14,2.33,0,0,0,,0,0,,,,,
29,1956,1956-11-11,7,26.188,CLE,,BAL,L 7-21,*,6,12,50.00,99,1,1,71.2,0,0,8.25,6.17,3,3,1.00,0,0,0,,0,0,,,,,
30,1957,1957-09-29,1,27.145,GNB,,CHI,W 21-17,,9,17,52.94,197,2,1,109.2,0,0,11.59,11.29,0,0,,0,0,0,,0,0,,,,,
31,1957,1957-10-06,2,27.152,GNB,,DET,L 14-24,*,2,10,20.00,19,0,3,0.0,0,0,1.90,-11.60,0,0,,0,0,0,,0,0,,,,,
32,1957,1957-10-13,3,27.159,GNB,,BAL,L 17-45,,2,6,33.33,23,0,2,6.2,0,0,3.83,-11.17,0,0,,0,0,0,,0,0,,,,,
33,1957,1957-10-20,4,27.166,GNB,,SFO,L 14-24,,5,11,45.45,69,0,1,28.2,0,0,6.27,2.18,6,17,2.83,1,0,0,,0,1,,,,,
34,1957,1957-10-27,5,27.173,GNB,@,BAL,W 24-21,,2,4,50.00,81,1,1,95.8,0,0,20.25,14.00,1,1,1.00,0,0,0,,0,0,,,,,
35,1957,1957-11-03,6,27.180,GNB,,NYG,L 17-31,,0,5,0.00,0,0,1,0.0,0,0,0.00,-9.00,2,8,4.00,0,0,0,,0,0,,,,,
36,1957,1957-11-10,7,27.187,GNB,@,CHI,L 14-21,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,,,,,
37,1957,1957-11-17,8,27.194,GNB,,RAM,L 27-31,,7,15,46.67,125,0,0,75.7,0,0,8.33,8.33,5,7,1.40,0,0,0,,0,0,,,,,
38,1957,1957-11-24,9,27.201,GNB,@,PIT,W 27-10,,6,18,33.33,63,0,1,21.3,0,0,3.50,1.00,4,19,4.75,1,0,0,,0,1,,,,,
39,1957,1957-12-08,11,27.215,GNB,@,RAM,L 17-42,,6,13,46.15,92,1,0,95.7,0,0,7.08,8.62,6,31,5.17,0,0,0,,0,0,,,,,
40,1957,1957-12-15,12,27.222,GNB,@,SFO,L 20-27,,0,2,0.00,0,0,2,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,0,,,,,
41,1958,1958-09-28,1,28.144,GNB,,CHI,L 20-34,,5,11,45.45,61,0,1,25.2,0,0,5.55,1.45,0,0,,0,0,0,,0,0,,,,,
42,1958,1958-10-19,4,28.165,GNB,@,WAS,L 21-37,,9,20,45.00,297,2,1,104.2,0,0,14.85,14.60,2,2,1.00,0,0,0,,0,0,,,,,
43,1958,1958-10-26,5,28.172,GNB,,PHI,W 38-35,*,14,25,56.00,199,4,0,121.5,0,0,7.96,11.16,2,1,0.50,0,0,0,,0,0,,,,,
44,1958,1958-11-02,6,28.179,GNB,@,BAL,L 0-56,*,1,11,9.09,6,0,3,0.0,0,0,0.55,-11.73,1,3,3.00,0,0,0,,0,0,,,,,
45,1958,1958-11-09,7,28.186,GNB,@,CHI,L 10-24,,5,12,41.67,99,0,1,36.5,0,0,8.25,4.50,1,5,5.00,0,0,0,,0,0,,,,,
46,1958,1958-11-16,8,28.193,GNB,,RAM,L 7-20,*,17,31,54.84,211,1,4,47.3,0,0,6.81,1.65,1,4,4.00,0,0,0,,0,0,,,,,
47,1958,1958-11-23,9,28.200,GNB,,SFO,L 12-33,*,6,19,31.58,58,1,1,36.7,0,0,3.05,1.74,0,0,,0,0,0,,0,0,,,,,
48,1958,1958-12-07,11,28.214,GNB,@,SFO,L 21-48,,11,23,47.83,137,2,2,59.5,0,0,5.96,3.78,0,0,,0,0,0,,0,0,,,,,
49,1958,1958-12-14,12,28.221,GNB,@,RAM,L 20-34,,0,5,0.00,0,0,0,39.6,0,0,0.00,0.00,1,0,0.00,0,0,0,,0,0,,,,,
50,1960,1960-09-11,1,30.127,OAK,,HOU,L 22-37,,1,2,50.00,-2,0,0,56.2,0,0,-1.00,-1.00,1,9,9.00,0,0,0,,0,0,0,0,0,,0
51,1960,1960-09-16,2,30.132,OAK,,DTX,L 16-34,,16,28,57.14,174,2,2,69.6,0,0,6.21,4.43,4,21,5.25,0,0,0,,0,0,0,0,0,,0
52,1960,1960-09-25,3,30.141,OAK,@,HOU,W 14-13,*,7,13,53.85,118,0,0,84.8,0,0,9.08,9.08,3,19,6.33,0,0,0,,0,0,0,0,0,,0
53,1960,1960-10-02,4,30.148,OAK,@,DEN,L 14-31,,9,22,40.91,84,0,1,33.1,0,0,3.82,1.77,0,0,,0,0,0,,0,0,0,0,0,,0
54,1960,1960-10-09,5,30.155,OAK,@,DTX,W 20-19,,6,10,60.00,62,0,0,77.9,0,0,6.20,6.20,1,2,2.00,0,0,0,,0,0,0,0,0,,0
55,1960,1960-10-16,6,30.162,OAK,,BOS,W 27-14,,1,3,33.33,6,0,2,2.8,0,0,2.00,-28.00,0,0,,0,0,0,,0,0,0,0,0,,0
56,1960,1960-10-23,7,30.169,OAK,@,BUF,L 9-38,,8,24,33.33,92,0,1,28.5,0,0,3.83,1.96,2,16,8.00,0,1,0,0.00,0,0,0,0,0,,0
57,1960,1960-10-28,8,30.174,OAK,@,NYT,W 28-27,,3,6,50.00,36,0,1,29.2,0,0,6.00,-1.50,2,18,9.00,0,0,0,,0,0,0,0,0,,0
58,1960,1960-11-04,9,30.181,OAK,@,BOS,L 28-34,,11,20,55.00,121,0,1,52.3,0,0,6.05,3.80,4,35,8.75,0,0,0,,0,0,0,0,0,,0
59,1960,1960-11-13,10,30.190,OAK,,BUF,W 20-7,,7,14,50.00,77,0,0,66.7,0,0,5.50,5.50,1,1,1.00,0,0,0,,0,0,0,0,0,,0
60,1960,1960-11-27,11,30.204,OAK,@,LAC,L 28-52,,6,17,35.29,45,1,1,39.1,0,0,2.65,1.18,0,0,,0,0,0,,0,0,0,0,0,,0
61,1960,1960-12-04,12,30.211,OAK,,LAC,L 17-41,,2,7,28.57,23,0,0,40.8,0,0,3.29,3.29,0,0,,0,0,0,,0,0,0,0,0,,0
62,1960,1960-12-11,13,30.218,OAK,,NYT,L 28-31,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,7,7.00,0,0,0,,0,0,0,0,0,,0
63,1960,1960-12-17,14,30.224,OAK,,DEN,W 48-10,,10,20,50.00,167,2,2,72.3,0,0,8.35,5.85,2,3,1.50,1,0,0,,0,1,6,0,0,,0
64,1961,1961-09-09,1,31.125,BOS,,NYT,L 20-21,*,11,26,42.31,92,1,1,48.9,0,0,3.54,2.58,3,14,4.67,1,0,0,,0,1,6,0,0,,0
65,1961,1961-09-16,2,31.132,BOS,,DEN,W 45-17,*,4,8,50.00,85,0,0,88.0,0,0,10.63,10.63,2,7,3.50,0,0,0,,0,0,0,0,0,,0
66,1961,1961-09-23,3,31.139,BOS,@,BUF,W 23-21,,1,8,12.50,7,0,0,39.6,0,0,0.88,0.88,1,0,0.00,0,0,0,,0,0,0,0,0,,0
67,1961,1961-10-01,4,31.147,BOS,@,NYT,L 30-37,,4,8,50.00,25,0,0,56.8,0,0,3.13,3.13,2,8,4.00,0,0,0,,0,0,0,0,0,,0
68,1961,1961-10-07,5,31.153,BOS,,SDG,L 27-38,,10,15,66.67,128,2,1,105.0,0,0,8.53,8.20,0,0,,0,0,0,,0,0,0,0,0,,0
69,1961,1961-10-13,6,31.159,BOS,,HOU,T 31-31,,5,9,55.56,122,0,1,60.9,0,0,13.56,8.56,2,12,6.00,1,0,0,,0,1,6,0,0,,0
70,1961,1961-10-22,7,31.168,BOS,,BUF,W 52-21,*,8,11,72.73,117,3,0,146.6,0,0,10.64,16.09,2,22,11.00,0,0,0,,0,0,0,0,0,,0
71,1961,1961-10-29,8,31.175,BOS,@,DTX,W 18-17,*,9,15,60.00,81,0,0,74.6,0,0,5.40,5.40,4,13,3.25,0,0,0,,0,0,0,0,0,,0
72,1961,1961-11-03,9,31.180,BOS,,DTX,W 28-21,,7,12,58.33,30,1,1,56.3,0,0,2.50,0.42,4,2,0.50,0,0,0,,0,0,0,0,0,,0
73,1961,1961-11-12,10,31.189,BOS,@,HOU,L 15-27,*,9,18,50.00,107,0,1,45.4,0,0,5.94,3.44,6,25,4.17,1,0,0,,0,1,6,0,0,,0
74,1961,1961-11-17,11,31.194,BOS,,OAK,W 20-17,*,4,7,57.14,55,0,0,82.4,0,0,7.86,7.86,5,9,1.80,0,0,0,,0,0,0,0,0,,0
75,1961,1961-12-03,12,31.210,BOS,@,DEN,W 28-24,,4,9,44.44,81,1,0,113.7,0,0,9.00,11.22,2,16,8.00,1,0,0,,0,1,6,0,0,,0
76,1961,1961-12-09,13,31.216,BOS,@,OAK,W 35-21,*,19,32,59.38,206,3,2,83.6,0,0,6.44,5.50,4,46,11.50,0,0,0,,0,0,0,0,0,,0
77,1961,1961-12-17,14,31.224,BOS,@,SDG,W 41-0,*,9,20,45.00,178,2,2,70.4,0,0,8.90,6.40,1,9,9.00,0,0,0,,0,0,0,0,0,,0
78,1962,1962-09-08,1,32.124,BOS,@,DTX,L 28-42,*,16,31,51.61,214,1,1,71.2,0,0,6.90,6.10,3,6,2.00,1,0,0,,0,1,6,0,0,,0
79,1962,1962-09-16,2,32.132,BOS,,HOU,W 34-21,*,15,34,44.12,207,2,0,83.8,0,0,6.09,7.26,4,44,11.00,1,0,0,,0,1,6,0,0,,0
80,1962,1962-09-21,3,32.137,BOS,,DEN,W 41-16,*,9,19,47.37,143,2,2,68.4,0,0,7.53,4.89,3,14,4.67,0,0,0,,0,0,0,0,0,,0
81,1962,1962-10-06,4,32.152,BOS,@,NYT,W 43-14,*,14,23,60.87,234,3,0,134.8,0,0,10.17,12.78,2,29,14.50,0,0,0,,0,0,0,0,0,,0
82,1962,1962-10-12,5,32.158,BOS,,DTX,L 7-27,*,17,31,54.84,253,1,2,65.7,0,0,8.16,5.90,1,13,13.00,0,0,0,,0,0,0,0,0,,0
83,1962,1962-10-19,6,32.165,BOS,,SDG,W 24-20,*,14,26,53.85,166,2,2,67.1,0,0,6.38,4.46,5,42,8.40,0,0,0,,0,0,0,0,0,,0
84,1962,1962-10-26,7,32.172,BOS,,OAK,W 26-16,*,15,22,68.18,158,1,0,104.0,0,0,7.18,8.09,4,24,6.00,0,0,0,,0,0,0,0,0,,0
85,1962,1962-11-03,8,32.180,BOS,@,BUF,T 28-28,*,20,33,60.61,296,3,1,107.6,0,0,8.97,9.42,3,10,3.33,0,0,0,,0,0,0,0,0,,0
86,1962,1962-11-11,9,32.188,BOS,@,DEN,W 33-29,*,15,23,65.22,236,2,0,128.2,0,0,10.26,12.00,3,-13,-4.33,0,0,0,,0,0,0,0,0,,0
87,1962,1962-11-18,10,32.195,BOS,@,HOU,L 17-21,*,5,11,45.45,81,1,0,100.9,0,0,7.36,9.18,0,0,,0,0,0,,0,0,0,0,0,,0
88,1963,1963-09-08,1,33.124,BOS,,NYJ,W 38-14,*,19,35,54.29,288,1,1,79.2,0,0,8.23,7.51,2,8,4.00,1,0,0,,0,1,6,0,0,,0
89,1963,1963-09-14,2,33.130,BOS,@,SDG,L 13-17,*,8,20,40.00,74,0,2,11.2,0,0,3.70,-0.80,3,10,3.33,0,0,0,,0,0,0,0,0,,0
90,1963,1963-09-22,3,33.138,BOS,@,OAK,W 20-14,*,7,12,58.33,98,1,2,72.9,0,0,8.17,2.33,1,3,3.00,0,0,0,,0,0,0,0,0,,0
91,1963,1963-09-29,4,33.145,BOS,@,DEN,L 10-14,*,8,17,47.06,99,1,2,45.6,0,0,5.82,1.71,2,16,8.00,0,0,0,,0,0,0,0,0,,0
92,1963,1963-10-05,5,33.151,BOS,@,NYJ,L 24-31,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,0,0,0,0,,0
93,1963,1963-10-11,6,33.157,BOS,,OAK,W 20-14,*,5,20,25.00,130,2,3,47.9,0,0,6.50,1.75,3,9,3.00,0,0,0,,0,0,0,0,0,,0
94,1963,1963-10-18,7,33.164,BOS,,DEN,W 40-21,*,21,31,67.74,358,2,1,114.7,0,0,11.55,11.39,1,0,0.00,0,0,0,,0,0,0,0,0,,0
95,1963,1963-10-26,8,33.172,BOS,@,BUF,L 21-28,*,12,31,38.71,217,2,2,58.1,0,0,7.00,5.39,3,7,2.33,0,0,0,,0,0,0,0,0,,0
96,1963,1963-11-01,9,33.178,BOS,,HOU,W 45-3,*,8,21,38.10,168,1,1,63.2,0,0,8.00,6.81,6,7,1.17,2,0,0,,0,2,12,0,0,,0
97,1963,1963-11-10,10,33.187,BOS,,SDG,L 6-7,*,14,30,46.67,194,0,2,40.1,0,0,6.47,3.47,2,7,3.50,0,0,0,,0,0,0,0,0,,0
98,1963,1963-11-17,11,33.194,BOS,,KAN,T 24-24,*,25,47,53.19,354,1,1,76.0,0,0,7.53,7.00,4,15,3.75,1,0,0,,0,1,6,0,0,,0
99,1963,1963-12-01,12,33.208,BOS,,BUF,W 17-7,*,12,31,38.71,193,1,0,71.0,0,0,6.23,6.87,3,12,4.00,1,0,0,,0,1,6,0,0,,0
100,1963,1963-12-08,13,33.215,BOS,@,HOU,W 46-28,*,7,19,36.84,108,1,1,52.1,0,0,5.68,4.37,3,17,5.67,0,0,0,,0,0,0,0,0,,0
101,1963,1963-12-14,14,33.221,BOS,@,KAN,L 3-35,*,7,22,31.82,64,0,5,1.5,0,0,2.91,-7.32,3,15,5.00,0,0,0,,0,0,0,0,0,,0
102,1964,1964-09-13,1,34.129,BOS,@,OAK,W 17-14,*,9,21,42.86,166,2,0,102.5,0,0,7.90,9.81,1,7,7.00,0,0,0,,0,0,0,0,0,,0
103,1964,1964-09-20,2,34.136,BOS,@,SDG,W 33-28,*,15,32,46.88,174,3,0,95.1,0,0,5.44,7.31,2,2,1.00,0,0,0,,0,0,0,0,0,,0
104,1964,1964-09-27,3,34.143,BOS,,NYJ,W 26-10,*,13,34,38.24,223,2,2,56.4,0,0,6.56,5.09,0,0,,0,0,0,,0,0,0,0,0,,0
105,1964,1964-10-04,4,34.150,BOS,@,DEN,W 39-10,*,14,32,43.75,150,1,0,68.5,0,0,4.69,5.31,4,25,6.25,0,0,0,,0,0,0,0,0,,0
106,1964,1964-10-09,5,34.155,BOS,,SDG,L 17-26,*,17,35,48.57,205,1,4,36.9,0,0,5.86,1.29,1,12,12.00,0,0,0,,0,0,0,0,0,,0
107,1964,1964-10-16,6,34.162,BOS,,OAK,T 43-43,*,25,47,53.19,422,4,4,76.7,0,0,8.98,6.85,1,0,0.00,0,0,0,,0,0,0,0,0,,0
108,1964,1964-10-23,7,34.169,BOS,,KAN,W 24-7,*,13,18,72.22,171,2,1,115.7,0,0,9.50,9.22,1,15,15.00,0,0,0,,0,0,0,0,0,,0
109,1964,1964-10-31,8,34.177,BOS,@,NYJ,L 14-35,*,18,40,45.00,304,2,5,48.3,0,0,7.60,2.98,0,0,,0,0,0,,0,0,0,0,0,,0
110,1964,1964-11-06,9,34.183,BOS,,HOU,W 25-24,*,14,29,48.28,256,0,1,64.7,0,0,8.83,7.28,8,96,12.00,2,0,0,,0,2,12,0,0,,0
111,1964,1964-11-15,10,34.192,BOS,@,BUF,W 36-28,*,18,35,51.43,242,5,1,101.4,0,0,6.91,8.49,4,0,0.00,0,0,0,,0,0,0,0,0,,0
112,1964,1964-11-20,11,34.197,BOS,,DEN,W 12-7,*,13,33,39.39,222,1,5,33.5,0,0,6.73,0.52,1,-1,-1.00,0,0,0,,0,0,0,0,0,,0
113,1964,1964-11-29,12,34.206,BOS,@,HOU,W 34-17,*,20,36,55.56,336,3,1,103.5,0,0,9.33,9.75,1,-5,-5.00,0,0,0,,0,0,0,0,0,,0
114,1964,1964-12-06,13,34.213,BOS,@,KAN,W 31-24,*,20,41,48.78,300,3,1,87.4,0,0,7.32,7.68,7,12,1.71,0,0,0,,0,0,0,0,0,,0
115,1964,1964-12-20,14,34.227,BOS,,BUF,L 14-24,*,19,39,48.72,294,2,2,69.8,0,0,7.54,6.26,1,4,4.00,0,0,0,,0,0,0,5,180,36.00,0
116,1965,1965-09-11,1,35.127,BOS,@,BUF,L 7-24,*,10,35,28.57,151,1,5,15.0,0,0,4.31,-1.54,7,71,10.14,0,0,0,,0,0,0,0,0,,0
117,1965,1965-09-19,2,35.135,BOS,@,HOU,L 10-31,*,15,38,39.47,134,0,4,10.1,0,0,3.53,-1.21,7,21,3.00,0,0,0,,0,0,0,0,0,,0
118,1965,1965-09-24,3,35.140,BOS,,DEN,L 10-27,*,7,20,35.00,98,1,2,28.7,0,0,4.90,1.40,1,1,1.00,0,0,0,,0,0,0,0,0,,0
119,1965,1965-10-03,4,35.149,BOS,@,KAN,L 17-27,*,16,36,44.44,219,0,2,41.3,0,0,6.08,3.58,5,13,2.60,0,0,0,,0,0,0,0,0,,0
120,1965,1965-10-08,5,35.154,BOS,,OAK,L 10-24,*,13,30,43.33,165,0,0,61.1,0,0,5.50,5.50,5,14,2.80,0,0,0,,0,0,0,0,0,,0
121,1965,1965-10-17,6,35.163,BOS,,SDG,T 13-13,,5,24,20.83,132,1,1,46.5,0,0,5.50,4.46,1,5,5.00,0,0,0,,0,0,0,0,0,,0
122,1965,1965-10-24,7,35.170,BOS,@,OAK,L 21-30,*,15,31,48.39,222,2,2,66.9,0,0,7.16,5.55,1,11,11.00,0,0,0,,0,0,0,0,0,,0
123,1965,1965-10-31,8,35.177,BOS,@,SDG,W 22-6,*,7,21,33.33,148,2,2,51.4,0,0,7.05,4.67,1,7,7.00,0,0,0,,0,0,0,0,0,,0
124,1965,1965-11-07,9,35.184,BOS,,BUF,L 7-23,*,15,34,44.12,206,0,2,39.6,0,0,6.06,3.41,7,16,2.29,0,0,0,,0,0,0,0,0,,0
125,1965,1965-11-14,10,35.191,BOS,,NYJ,L 20-30,*,22,50,44.00,275,2,3,50.0,0,0,5.50,3.60,4,-2,-0.50,0,0,0,,0,0,0,0,0,,0
126,1965,1965-11-21,11,35.198,BOS,,KAN,T 10-10,*,12,22,54.55,172,1,1,76.3,0,0,7.82,6.68,3,10,3.33,0,0,0,,0,0,0,0,0,,0
127,1965,1965-11-28,12,35.205,BOS,@,NYJ,W 27-23,*,10,33,30.30,183,2,1,58.0,0,0,5.55,5.39,2,8,4.00,0,0,0,,0,0,0,0,0,,0
128,1965,1965-12-12,13,35.219,BOS,@,DEN,W 28-20,*,11,22,50.00,201,3,1,102.5,0,0,9.14,9.82,1,9,9.00,0,0,0,,0,0,0,0,0,,0
129,1965,1965-12-18,14,35.225,BOS,,HOU,W 42-14,*,15,30,50.00,291,3,0,117.5,0,0,9.70,11.70,2,8,4.00,0,0,0,,0,0,0,0,0,,0
130,1966,1966-09-10,1,36.126,BOS,@,SDG,L 0-24,*,13,39,33.33,137,0,4,4.9,0,0,3.51,-1.10,0,0,,0,0,0,,0,0,0,0,0,,0
131,1966,1966-09-18,2,36.134,BOS,@,DEN,W 24-10,*,9,23,39.13,133,0,2,22.6,0,0,5.78,1.87,0,0,,0,0,0,,0,0,0,0,0,,0
132,1966,1966-09-25,3,36.141,BOS,,KAN,L 24-43,*,12,29,41.38,173,1,3,33.3,0,0,5.97,2.00,3,12,4.00,0,0,0,,0,0,0,0,0,,0
133,1966,1966-10-02,4,36.148,BOS,,NYJ,T 24-24,*,14,29,48.28,152,1,1,61.3,0,0,5.24,4.38,3,3,1.00,0,0,0,,0,0,0,0,0,,0
134,1966,1966-10-08,5,36.154,BOS,@,BUF,W 20-10,*,12,26,46.15,177,1,0,81.7,0,0,6.81,7.58,1,17,17.00,0,0,0,,0,0,0,0,0,,0
135,1966,1966-10-23,6,36.169,BOS,,SDG,W 35-17,*,13,22,59.09,250,3,1,119.3,0,0,11.36,12.05,2,-1,-0.50,0,0,0,,0,0,0,0,0,,0
136,1966,1966-10-30,7,36.176,BOS,,OAK,W 24-21,*,4,11,36.36,67,1,2,48.5,0,0,6.09,-0.27,5,0,0.00,0,0,0,,0,0,0,0,0,,0
137,1966,1966-11-06,8,36.183,BOS,,DEN,L 10-17,*,14,26,53.85,111,0,0,64.7,0,0,4.27,4.27,5,-14,-2.80,0,0,0,,0,0,0,0,0,,0
138,1966,1966-11-13,9,36.190,BOS,,HOU,W 27-21,*,12,30,40.00,242,3,0,102.4,0,0,8.07,10.07,1,3,3.00,0,0,0,,0,0,0,0,0,,0
139,1966,1966-11-20,10,36.197,BOS,@,KAN,T 27-27,*,19,34,55.88,252,3,2,84.4,0,0,7.41,6.53,0,0,,0,0,0,,0,0,0,0,0,,0
140,1966,1966-11-27,11,36.204,BOS,@,MIA,W 20-14,*,14,32,43.75,273,1,2,58.5,0,0,8.53,6.34,1,10,10.00,0,0,0,,0,0,0,0,0,,0
141,1966,1966-12-04,12,36.211,BOS,,BUF,W 14-3,*,9,22,40.91,119,0,1,39.8,0,0,5.41,3.36,5,-7,-1.40,1,0,0,,0,1,6,0,0,,0
142,1966,1966-12-11,13,36.218,BOS,@,HOU,W 38-14,*,15,21,71.43,256,3,0,152.0,0,0,12.19,15.05,1,16,16.00,0,0,0,,0,0,0,0,0,,0
143,1966,1966-12-17,14,36.224,BOS,@,NYJ,L 28-38,*,21,38,55.26,379,3,2,94.1,0,0,9.97,9.18,1,3,3.00,0,0,0,,0,0,0,0,0,,0
144,1967,1967-09-03,1,37.119,BOS,@,DEN,L 21-26,*,16,30,53.33,234,3,6,72.8,0,0,7.80,0.80,0,0,,0,0,0,,0,0,0,0,0,,0
145,1967,1967-09-09,2,37.125,BOS,@,SDG,L 14-28,*,17,32,53.13,187,2,2,65.5,0,0,5.84,4.28,1,2,2.00,0,0,0,,0,0,0,0,0,,0
146,1967,1967-09-17,3,37.133,BOS,@,OAK,L 7-35,*,19,33,57.58,254,1,3,54.4,0,0,7.70,4.21,0,0,,0,0,0,,0,0,0,0,0,,0
147,1967,1967-09-24,4,37.140,BOS,@,BUF,W 23-0,*,9,24,37.50,94,1,0,63.5,0,0,3.92,4.75,1,-5,-5.00,0,0,0,,0,0,0,0,0,,0
148,1967,1967-10-08,5,37.154,BOS,@,SDG,T 31-31,*,17,34,50.00,264,2,1,83.5,0,0,7.76,7.62,2,-4,-2.00,0,0,0,,0,0,0,0,0,,0
