ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1994,1994-09-11,2,23.202,GNB,,MIA,L 14-24,,0,0,0,,0,0.0%,,,,,,,
2,1994,1994-10-09,6,23.230,GNB,,RAM,W 24-17,,,0,0,,0,0.0%,,,,,,,
3,1994,1994-10-20,7,23.241,GNB,@,MIN,L 10-13,,,0,0,,0,0.0%,,,,,,,
4,1994,1994-10-31,8,23.252,GNB,@,CHI,W 33-6,,,0,0,,0,0.0%,,,,,,,
5,1994,1994-11-06,9,23.258,GNB,,DET,W 38-30,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
6,1994,1994-11-13,10,23.265,GNB,,NYJ,W 17-10,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
7,1994,1994-11-20,11,23.272,GNB,@,BUF,L 20-29,,,0,0,,0,0.0%,,,,,,,
8,1994,1994-11-24,12,23.276,GNB,@,DAL,L 31-42,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
9,1994,1994-12-04,13,23.286,GNB,@,DET,L 31-34,,1,0,0,,0,0.0%,0.00,,,,,,
10,1994,1994-12-11,14,23.293,GNB,,CHI,W 40-3,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0
11,1994,1994-12-18,15,23.300,GNB,,ATL,W 21-17,,2,0,0,,0,0.0%,0.00,,,,,,
12,1994,1994-12-24,16,23.306,GNB,@,TAM,W 34-19,,,0,0,,0,0.0%,,,,,,,
13,1995,1995-09-03,1,24.194,GNB,,STL,L 14-17,,,0,0,,0,0.0%,,0,0,,0,,
14,1995,1995-09-11,2,24.202,GNB,@,CHI,W 27-24,,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0
15,1995,1995-09-17,3,24.208,GNB,,NYG,W 14-6,,,0,0,,0,0.0%,,0,0,,0,,
16,1995,1995-09-24,4,24.215,GNB,@,JAX,W 24-14,,,0,0,,0,0.0%,,0,0,,0,,
17,1995,1995-10-08,5,24.229,GNB,@,DAL,L 24-34,,1,0,0,,0,0.0%,0.00,0,0,,0,,
18,1995,1995-10-15,6,24.236,GNB,,DET,W 30-21,,,0,0,,0,0.0%,,0,0,,0,,
19,1995,1995-10-22,7,24.243,GNB,,MIN,W 38-21,,1,0,0,,0,0.0%,0.00,0,0,,0,,
20,1995,1995-10-29,8,24.250,GNB,@,DET,L 16-24,,,0,0,,0,0.0%,,0,0,,0,,
21,1995,1995-11-05,9,24.257,GNB,@,MIN,L 24-27,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
22,1995,1995-11-12,10,24.264,GNB,,CHI,W 35-28,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
23,1995,1995-11-19,11,24.271,GNB,@,CLE,W 31-20,,0,0,0,,0,0.0%,,0,0,,0,,
24,1995,1995-11-26,12,24.278,GNB,,TAM,W 35-13,,2,0,0,,0,0.0%,0.00,0,0,,0,,
25,1995,1995-12-03,13,24.285,GNB,,CIN,W 24-10,,,0,0,,0,0.0%,,0,0,,0,,
26,1995,1995-12-10,14,24.292,GNB,@,TAM,L 10-13,,,0,0,,0,0.0%,,0,0,,0,,
27,1995,1995-12-16,15,24.298,GNB,@,NOR,W 34-23,,,0,0,,0,0.0%,,1,0,0.00,0,0,0
28,1995,1995-12-24,16,24.306,GNB,,PIT,W 24-19,,0,0,0,,0,0.0%,,0,0,,0,,
29,1996,1996-11-03,9,25.256,GNB,,DET,W 28-18,,12,7,52,7.43,2,58.3%,4.33,0,0,,0,2,12
30,1996,1996-11-10,10,25.263,GNB,@,KAN,L 20-27,,6,3,35,11.67,0,50.0%,5.83,0,0,,0,0,0
31,1996,1996-11-18,11,25.271,GNB,@,DAL,L 6-21,,10,5,38,7.60,0,50.0%,3.80,0,0,,0,0,0
32,1996,1996-11-24,12,25.277,GNB,@,STL,W 24-9,,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0
33,1996,1996-12-01,13,25.284,GNB,,CHI,W 28-17,,,0,0,,0,0.0%,,,,,,,
34,1996,1996-12-08,14,25.291,GNB,,DEN,W 41-6,,,0,0,,0,0.0%,,,,,,,
35,1996,1996-12-15,15,25.298,GNB,@,DET,W 31-3,,,0,0,,0,0.0%,,,,,,,
36,1996,1996-12-22,16,25.305,GNB,,MIN,W 38-10,,,0,0,,0,0.0%,,,,,,,
37,1997,1997-09-01,1,26.192,GNB,,CHI,W 38-24,,,0,0,,0,0.0%,,0,0,,0,,
38,1997,1997-09-07,2,26.198,GNB,@,PHI,L 9-10,,,0,0,,0,0.0%,,0,0,,0,,
39,1997,1997-09-14,3,26.205,GNB,,MIA,W 23-18,,,0,0,,0,0.0%,,1,0,0.00,0,0,0
40,1997,1997-09-21,4,26.212,GNB,,MIN,W 38-32,,1,1,2,2.00,1,100.0%,2.00,0,0,,0,1,6
41,1997,1997-09-28,5,26.219,GNB,@,DET,L 15-26,,1,0,0,,0,0.0%,0.00,0,0,,0,,
42,1997,1997-10-05,6,26.226,GNB,,TAM,W 21-16,,1,0,0,,0,0.0%,0.00,0,0,,0,,
43,1997,1997-10-12,7,26.233,GNB,@,CHI,W 24-23,,,0,0,,0,0.0%,,0,0,,0,,
44,1997,1997-10-27,8,26.248,GNB,@,NWE,W 28-10,,,0,0,,0,0.0%,,0,0,,0,,
45,1997,1997-11-02,9,26.254,GNB,,DET,W 20-10,,0,0,0,,0,0.0%,,0,0,,0,,
46,1997,1997-12-14,15,26.296,GNB,@,CAR,W 31-10,,,0,0,,0,0.0%,,0,0,,0,,
47,1997,1997-12-20,16,26.302,GNB,,BUF,W 31-21,,2,0,0,,0,0.0%,0.00,0,0,,0,,
48,1998,1998-09-06,1,27.197,OAK,@,KAN,L 8-28,,3,,,,,0.0%,,,,,,,
49,1998,1998-09-13,2,27.204,OAK,,NYG,W 20-17,,5,3,44,14.67,0,60.0%,8.80,0,0,,0,0,0
50,1998,1998-09-20,3,27.211,OAK,,DEN,L 17-34,,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0
51,1998,1998-09-27,4,27.218,OAK,@,DAL,W 13-12,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
52,1998,1998-10-04,5,27.225,OAK,@,ARI,W 23-20,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
53,1998,1998-10-11,6,27.232,OAK,,SDG,W 7-6,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0
54,1998,1998-10-25,7,27.246,OAK,,CIN,W 27-10,,1,1,30,30.00,0,100.0%,30.00,0,0,,0,0,0
55,1998,1998-11-01,8,27.253,OAK,@,SEA,W 31-18,,1,1,30,30.00,0,100.0%,30.00,0,0,,0,0,0
56,1998,1998-11-08,9,27.260,OAK,@,BAL,L 10-13,,1,,,,,0.0%,,,,,,,
57,1998,1998-11-15,10,27.267,OAK,,SEA,W 20-17,,,,,,,0.0%,,,,,,,
58,1998,1998-11-22,11,27.274,OAK,@,DEN,L 14-40,,4,4,86,21.50,0,100.0%,21.50,0,0,,0,0,0
59,1998,1998-11-29,12,27.281,OAK,,WAS,L 19-29,,9,3,40,13.33,1,33.3%,4.44,0,0,,0,1,6
60,1998,1998-12-06,13,27.288,OAK,,MIA,L 17-27,,4,1,29,29.00,0,25.0%,7.25,0,0,,0,0,0
61,1998,1998-12-13,14,27.295,OAK,@,BUF,L 21-44,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0
62,1998,1998-12-20,15,27.302,OAK,@,SDG,W 17-10,,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0
63,1998,1998-12-26,16,27.308,OAK,,KAN,L 24-31,,5,2,35,17.50,0,40.0%,7.00,0,0,,0,0,0
64,1999,1999-09-12,1,28.203,OAK,@,GNB,L 24-28,,1,,,,,0.0%,,,,,,,
65,1999,1999-09-19,2,28.210,OAK,@,MIN,W 22-17,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0
66,1999,1999-09-26,3,28.217,OAK,,CHI,W 24-17,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0
67,1999,1999-10-03,4,28.224,OAK,@,SEA,L 21-22,*,3,1,30,30.00,0,33.3%,10.00,0,0,,0,0,0
68,1999,1999-10-10,5,28.231,OAK,,DEN,L 13-16,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0
69,1999,1999-10-17,6,28.238,OAK,@,BUF,W 20-14,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
70,1999,1999-10-24,7,28.245,OAK,,NYJ,W 24-23,,6,4,42,10.50,0,66.7%,7.00,0,0,,0,0,0
71,1999,1999-10-31,8,28.252,OAK,,MIA,L 9-16,*,4,,,,,0.0%,,,,,,,
72,1999,1999-11-14,9,28.266,OAK,,SDG,W 28-9,,,,,,,0.0%,,,,,,,
73,1999,1999-11-22,10,28.274,OAK,@,DEN,L 21-27,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0
74,1999,1999-11-28,11,28.280,OAK,,KAN,L 34-37,,0,,,,,0.0%,,,,,,,
75,1999,1999-12-05,12,28.287,OAK,,SEA,W 30-21,,3,2,33,16.50,0,66.7%,11.00,0,0,,0,0,0
76,1999,1999-12-09,13,28.291,OAK,@,TEN,L 14-21,*,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0
77,1999,1999-12-19,14,28.301,OAK,,TAM,W 45-0,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0
78,1999,1999-12-26,15,28.308,OAK,@,SDG,L 20-23,,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0
79,1999,2000-01-02,16,28.315,OAK,@,KAN,W 41-38,,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0
