ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2000,2000-11-19,11,24.161,NWE,,CIN,W 16-13,,,,,
2,2000,2000-11-23,12,24.165,NWE,@,DET,L 9-34,,,,,
3,2000,2000-12-04,13,24.176,NWE,,KAN,W 30-24,,,,,
4,2000,2000-12-10,14,24.182,NWE,@,CHI,L 17-24,,,,,
5,2000,2000-12-17,15,24.189,NWE,@,BUF,W 13-10,,,,,
6,2000,2000-12-24,16,24.196,NWE,,MIA,L 24-27,,,,,
7,2001,2001-09-30,3,25.111,NWE,,IND,W 44-13,*,,,,
8,2001,2001-10-07,4,25.118,NWE,@,MIA,L 10-30,,,,,
9,2001,2001-10-14,5,25.125,NWE,,SDG,W 29-26,,,,,
10,2001,2001-10-21,6,25.132,NWE,@,IND,W 38-17,,,,,
11,2001,2001-10-28,7,25.139,NWE,@,DEN,L 20-31,,,,,
12,2001,2001-11-04,8,25.146,NWE,@,ATL,W 24-10,,,,,
13,2001,2001-11-11,9,25.153,NWE,,BUF,W 21-11,,,,,
14,2001,2001-11-18,10,25.160,NWE,,STL,L 17-24,,,,,
15,2001,2001-11-25,11,25.167,NWE,,NOR,W 34-17,,,,,
16,2001,2001-12-02,12,25.174,NWE,@,NYJ,W 17-16,,,,,
17,2001,2001-12-09,13,25.181,NWE,,CLE,W 27-16,,,,,
18,2001,2001-12-16,14,25.188,NWE,@,BUF,W 12-9,,,,,
19,2001,2001-12-22,15,25.194,NWE,,MIA,W 20-13,,,,,
20,2001,2002-01-06,16,25.209,NWE,@,CAR,W 38-6,,,,,
21,2002,2002-09-09,1,26.090,NWE,,PIT,W 30-14,,,,,
22,2002,2002-09-15,2,26.096,NWE,@,NYJ,W 44-7,,,,,
23,2002,2002-09-22,3,26.103,NWE,,KAN,W 41-38,,,,,
24,2002,2002-09-29,4,26.110,NWE,@,SDG,L 14-21,*,,,,
25,2002,2002-10-06,5,26.117,NWE,@,MIA,L 13-26,*,,,,
26,2002,2002-11-10,9,26.152,NWE,@,CHI,W 33-30,,,,,
27,2002,2002-11-17,10,26.159,NWE,@,OAK,L 20-27,,,,,
28,2002,2002-11-24,11,26.166,NWE,,MIN,W 24-17,,,,,
29,2002,2002-11-28,12,26.170,NWE,@,DET,W 20-12,,,,,
30,2002,2002-12-08,13,26.180,NWE,,BUF,W 27-17,,,,,
31,2002,2002-12-16,14,26.188,NWE,@,TEN,L 7-24,,,,,
32,2002,2002-12-22,15,26.194,NWE,,NYJ,L 17-30,,,,,
33,2002,2002-12-29,16,26.201,NWE,,MIA,W 27-24,,,,,
34,2003,2003-09-07,1,27.088,GNB,,MIN,L 25-30,,,,,
35,2003,2003-09-14,2,27.095,GNB,,DET,W 31-6,,,,,
36,2003,2003-09-29,4,27.110,GNB,@,CHI,W 38-23,,,,,
37,2003,2003-10-05,5,27.116,GNB,,SEA,W 35-13,,,,,
38,2003,2003-10-12,6,27.123,GNB,,KAN,L 34-40,,,,,
39,2003,2003-10-19,7,27.130,GNB,@,STL,L 24-34,,,,,
40,2003,2003-11-02,8,27.144,GNB,@,MIN,W 30-27,,,,,
41,2003,2003-11-10,9,27.152,GNB,,PHI,L 14-17,,,,,
42,2003,2003-11-16,10,27.158,GNB,@,TAM,W 20-13,,,,,
43,2003,2003-11-23,11,27.165,GNB,,SFO,W 20-10,,,,,
44,2003,2003-11-27,12,27.169,GNB,@,DET,L 14-22,,,,,
45,2003,2003-12-07,13,27.179,GNB,,CHI,W 34-21,,,,,
46,2003,2003-12-14,14,27.186,GNB,@,SDG,W 38-21,,,,,
47,2003,2003-12-22,15,27.194,GNB,@,OAK,W 41-7,,,,,
48,2003,2003-12-28,16,27.200,GNB,,DEN,W 31-3,,,,,
49,2004,2004-09-13,1,28.094,GNB,@,CAR,W 24-14,,,,,
50,2004,2004-09-19,2,28.100,GNB,,CHI,L 10-21,,,,,
51,2004,2004-09-26,3,28.107,GNB,@,IND,L 31-45,,,,,
52,2004,2004-10-03,4,28.114,GNB,,NYG,L 7-14,*,,,,
53,2004,2004-10-11,5,28.122,GNB,,TEN,L 27-48,*,,,,
54,2004,2004-10-17,6,28.128,GNB,@,DET,W 38-10,*,,,,
