ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1974,1974-11-28,12,22.123,DAL,,WAS,W 24-23,,11,20,55.00,203,2,0,123.5,0,0,10.15,12.15,4,-13,-3.25,0
2,1974,1974-12-07,13,22.132,DAL,,CLE,W 41-17,,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,0,0,,0
3,1975,1975-10-06,3,23.070,DAL,@,DET,W 36-10,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
4,1975,1975-11-16,9,23.111,DAL,@,NWE,W 34-31,,1,6,16.67,8,0,0,39.6,0,0,1.33,1.33,0,0,,0
5,1975,1975-12-13,13,23.138,DAL,,WAS,W 31-10,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
6,1975,1975-12-21,14,23.146,DAL,@,NYJ,W 31-21,*,6,15,40.00,94,1,1,56.0,0,0,6.27,4.60,3,12,4.00,0
7,1976,1976-11-07,9,24.102,SDG,,BAL,L 21-37,,8,11,72.73,90,2,0,136.4,0,0,8.18,11.82,0,0,,0
8,1976,1976-11-14,10,24.109,SDG,,DEN,L 0-17,,1,6,16.67,10,0,3,0.0,0,0,1.67,-20.83,2,10,5.00,0
9,1976,1976-12-05,13,24.130,SDG,,SFO,W 13-7,*,3,7,42.86,30,0,0,55.7,0,0,4.29,4.29,2,12,6.00,0
