ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-09-04,1,24.098,WAS,@,NYG,L 7-16,,,,,,,,,,,
2,2008,2008-09-14,2,24.108,WAS,,NOR,W 29-24,,,,,,,,,,,
3,2008,2008-10-05,5,24.129,WAS,@,PHI,W 23-17,,,,,,,,,,,
4,2008,2008-10-12,6,24.136,WAS,,STL,L 17-19,,,,,,,,,,,
5,2008,2008-10-19,7,24.143,WAS,,CLE,W 14-11,,,,,,,,,,,
6,2008,2008-10-26,8,24.150,WAS,@,DET,W 25-17,,,,,,,,,,,
7,2008,2008-11-03,9,24.158,WAS,,PIT,L 6-23,,,,,,,,,,,
8,2008,2008-11-16,10,24.171,WAS,,DAL,L 10-14,,0,0,,0,0.0,0,0,0,0,0
9,2008,2008-11-23,11,24.178,WAS,@,SEA,W 20-17,,0,0,,0,0.0,0,0,0,0,0
10,2008,2008-11-30,12,24.185,WAS,,NYG,L 7-23,,0,0,,0,0.0,0,0,0,0,0
11,2008,2008-12-07,13,24.192,WAS,@,BAL,L 10-24,,,,,,,,,,,
12,2008,2008-12-14,14,24.199,WAS,@,CIN,L 13-20,,,,,,,,,,,
13,2008,2008-12-21,15,24.206,WAS,,PHI,W 10-3,,,,,,,,,,,
14,2008,2008-12-28,16,24.213,WAS,@,SFO,L 24-27,,,,,,,,,,,
15,2009,2009-09-13,1,25.107,WAS,@,NYG,L 17-23,,,,,,,,,,,
16,2009,2009-09-20,2,25.114,WAS,,STL,W 9-7,,0,0,,0,0.0,1,0,0,0,0
17,2009,2009-09-27,3,25.121,WAS,@,DET,L 14-19,,,,,,,,,,,
18,2009,2009-10-04,4,25.128,WAS,,TAM,W 16-13,,0,0,,0,1.0,3,1,0,0,0
19,2009,2009-10-11,5,25.135,WAS,@,CAR,L 17-20,,0,0,,0,0.0,2,1,0,0,0
20,2009,2009-10-18,6,25.142,WAS,,KAN,L 6-14,,0,0,,0,0.0,3,0,0,0,0
21,2009,2009-10-26,7,25.150,WAS,,PHI,L 17-27,,0,0,,0,0.0,1,1,0,0,0
22,2009,2009-11-08,8,25.163,WAS,@,ATL,L 17-31,,0,0,,0,0.0,1,0,0,0,0
23,2009,2009-11-15,9,25.170,WAS,,DEN,W 27-17,,0,0,,0,0.0,1,1,0,0,0
24,2009,2009-11-22,10,25.177,WAS,@,DAL,L 6-7,,0,0,,0,0.0,1,0,0,0,0
25,2009,2009-11-29,11,25.184,WAS,@,PHI,L 24-27,*,0,0,,0,0.0,3,0,1,3,0
26,2009,2009-12-13,13,25.198,WAS,@,OAK,W 34-13,*,,,,,,,,,,
27,2009,2009-12-21,14,25.206,WAS,,NYG,L 12-45,,0,0,,0,0.0,1,0,0,0,0
28,2009,2009-12-27,15,25.212,WAS,,DAL,L 0-17,,0,0,,0,0.0,1,1,0,0,0
29,2009,2010-01-03,16,25.219,WAS,@,SDG,L 20-23,,0,0,,0,0.0,2,0,0,0,0
30,2010,2010-09-12,1,26.106,IND,@,HOU,L 24-34,*,0,0,,0,0.0,1,1,0,0,0
31,2010,2010-09-19,2,26.113,IND,,NYG,W 38-14,,,,,,,,,,,
32,2010,2010-09-26,3,26.120,IND,@,DEN,W 27-13,,0,0,,0,0.0,0,0,0,0,0
33,2010,2010-10-03,4,26.127,IND,@,JAX,L 28-31,,3,76,25.33,0,0.0,1,0,0,0,0
34,2010,2010-10-10,5,26.134,IND,,KAN,W 19-9,,0,0,,0,0.0,0,0,0,0,0
35,2010,2010-10-17,6,26.141,IND,@,WAS,W 27-24,,2,37,18.50,0,0.0,2,1,0,0,0
36,2010,2010-11-01,7,26.156,IND,,HOU,W 30-17,*,3,78,26.00,0,0.0,5,1,0,0,0
37,2010,2010-12-05,12,26.190,IND,,DAL,L 35-38,,4,79,19.75,0,0.0,1,0,0,0,0
38,2010,2010-12-09,13,26.194,IND,@,TEN,W 30-28,*,2,29,14.50,0,0.0,5,1,0,0,0
39,2010,2010-12-19,14,26.204,IND,,JAX,W 34-24,*,0,0,,0,0.0,3,1,0,0,0
40,2010,2010-12-26,15,26.211,IND,@,OAK,W 31-26,*,0,0,,0,0.0,4,2,0,0,0
41,2010,2011-01-02,16,26.218,IND,,TEN,W 23-20,*,0,0,,0,0.0,4,3,0,0,0
42,2011,2011-09-11,1,27.105,IND,@,HOU,L 7-34,,0,0,,0,0.0,2,0,0,0,0
43,2011,2011-09-18,2,27.112,IND,,CLE,L 19-27,,0,0,,0,0.0,1,2,0,0,0
44,2011,2011-09-25,3,27.119,IND,,PIT,L 20-23,,0,0,,0,0.0,1,0,0,0,0
45,2011,2011-10-09,5,27.133,NYG,,SEA,L 25-36,,,,,,,,,,,
46,2011,2011-10-16,6,27.140,NYG,,BUF,W 27-24,,0,0,,0,0.0,1,0,0,0,0
47,2011,2011-10-30,7,27.154,NYG,,MIA,W 20-17,,0,0,,0,0.0,0,0,0,0,0
