ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1952,1952-10-03,2,27.111,RAM,,DET,L 14-17,0,0,,0,2,-4,-2.00,0
2,1952,1952-11-02,6,27.141,RAM,,DTX,W 42-20,0,0,,0,3,8,2.67,0
3,1952,1952-11-16,8,27.155,RAM,@,CHI,W 40-24,0,0,,0,2,3,1.50,0
4,1952,1952-11-30,10,27.169,RAM,@,SFO,W 34-21,0,0,,0,3,64,21.33,0
5,1952,1952-12-07,11,27.176,RAM,,GNB,W 45-27,0,0,,0,7,40,5.71,0
6,1952,1952-12-14,12,27.183,RAM,,PIT,W 28-14,0,0,,0,2,3,1.50,0
7,1953,1953-11-29,10,28.168,RAM,@,CHI,L 21-24,0,0,,0,2,2,1.00,0
8,1954,1954-09-26,1,29.104,RAM,@,BAL,W 48-0,0,0,,0,4,29,7.25,0
9,1954,1954-10-03,2,29.111,RAM,,SFO,T 24-24,0,0,,0,1,0,0.00,0
10,1954,1954-10-17,4,29.125,RAM,@,GNB,L 17-35,0,0,,0,7,27,3.86,0
11,1954,1954-11-07,7,29.146,RAM,@,SFO,W 42-34,0,0,,0,3,-6,-2.00,0
12,1954,1954-11-14,8,29.153,RAM,,CRD,W 28-17,0,0,,0,2,-3,-1.50,0
13,1954,1954-11-21,9,29.160,RAM,@,NYG,W 17-16,0,0,,0,2,7,3.50,0
14,1954,1954-11-28,10,29.167,RAM,@,CHI,L 13-24,2,19,9.50,0,5,6,1.20,0
15,1954,1954-12-12,12,29.181,RAM,,GNB,W 35-27,0,0,,0,2,12,6.00,0
16,1955,1955-10-30,6,30.138,RAM,,CHI,L 20-31,7,90,12.86,0,0,0,,0
17,1955,1955-11-06,7,30.145,RAM,,SFO,W 27-14,1,13,13.00,0,0,0,,0
18,1955,1955-11-27,10,30.166,RAM,@,PHI,W 23-21,4,20,5.00,0,0,0,,0
19,1955,1955-12-04,11,30.173,RAM,,BAL,W 20-14,2,19,9.50,0,0,0,,0
20,1955,1955-12-11,12,30.180,RAM,,GNB,W 31-17,5,57,11.40,0,0,0,,0
21,1957,1957-10-20,4,32.128,CRD,@,WAS,W 44-14,5,107,21.40,2,0,0,,0
22,1957,1957-10-27,5,32.135,CRD,,CLE,L 7-17,2,49,24.50,0,0,0,,0
23,1957,1957-11-03,6,32.142,CRD,,PHI,L 21-38,1,12,12.00,0,0,0,,0
24,1957,1957-11-24,8,32.163,CRD,,NYG,L 21-28,3,25,8.33,0,0,0,,0
25,1957,1957-12-08,10,32.177,CRD,,CHI,L 6-14,2,32,16.00,0,0,0,,0
26,1957,1957-12-14,11,32.183,CRD,@,PHI,W 31-27,6,162,27.00,3,0,0,,0
27,1957,1957-12-22,12,32.191,CRD,,PIT,L 2-27,2,37,18.50,0,0,0,,0
28,1958,1958-09-28,1,33.106,CRD,,NYG,L 7-37,6,63,10.50,0,0,0,,0
29,1958,1958-10-04,2,33.112,CRD,,WAS,W 37-10,3,38,12.67,0,0,0,,0
30,1958,1958-10-12,3,33.120,CRD,@,CLE,L 28-35,5,62,12.40,0,0,0,,0
31,1958,1958-11-02,6,33.141,CRD,,PHI,T 21-21,7,150,21.43,1,0,0,,0
32,1958,1958-11-09,7,33.148,CRD,@,WAS,L 31-45,4,132,33.00,2,0,0,,0
33,1958,1958-11-16,8,33.155,CRD,@,PHI,L 21-49,7,130,18.57,1,0,0,,0
34,1958,1958-11-23,9,33.162,CRD,,PIT,L 20-27,3,30,10.00,0,0,0,,0
35,1958,1958-11-30,10,33.169,CRD,,RAM,L 14-20,4,26,6.50,0,0,0,,0
36,1958,1958-12-07,11,33.176,CRD,@,CHI,L 14-30,2,12,6.00,0,0,0,,0
37,1958,1958-12-13,12,33.182,CRD,@,PIT,L 21-38,5,47,9.40,0,0,0,,0
38,1959,1959-09-27,1,34.105,CRD,,WAS,W 49-21,4,115,28.75,1,0,0,,0
39,1959,1959-10-04,2,34.112,CRD,,CLE,L 7-34,8,106,13.25,0,0,0,,0
40,1959,1959-10-11,3,34.119,CRD,@,WAS,L 14-23,7,98,14.00,0,0,0,,0
41,1959,1959-10-18,4,34.126,CRD,@,CLE,L 7-17,2,78,39.00,1,0,0,,0
42,1959,1959-11-08,7,34.147,CRD,@,NYG,L 3-9,2,17,8.50,0,0,0,,0
43,1959,1959-11-15,8,34.154,CRD,@,PHI,L 17-27,3,24,8.00,0,0,0,,0
44,1959,1959-11-29,10,34.168,CRD,,CHI,L 7-31,2,24,12.00,0,0,0,,0
45,1959,1959-12-06,11,34.175,CRD,@,DET,L 21-45,6,72,12.00,1,0,0,,0
46,1960,1960-10-23,5,35.131,DAL,@,STL,L 10-12,1,19,19.00,0,0,0,,0
