ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2005,2005-10-09,5,23.258,ARI,,CAR,L 20-24,,,,,,,0.0%,,,
2,2005,2005-10-30,7,23.279,ARI,@,DAL,L 13-34,,,,,,,0.0%,,,
3,2005,2005-11-06,8,23.286,ARI,,SEA,L 19-33,,4,3,25,8.33,0,75.0%,6.25,0,0
4,2005,2005-11-13,9,23.293,ARI,@,DET,L 21-29,*,9,6,70,11.67,0,66.7%,7.78,0,0
5,2005,2005-11-20,10,23.300,ARI,@,STL,W 38-28,,5,2,10,5.00,0,40.0%,2.00,0,0
6,2005,2005-11-27,11,23.307,ARI,,JAX,L 17-24,*,5,2,40,20.00,0,40.0%,8.00,0,0
7,2005,2005-12-04,12,23.314,ARI,@,SFO,W 17-10,*,2,1,10,10.00,0,50.0%,5.00,0,0
8,2005,2005-12-11,13,23.321,ARI,,WAS,L 13-17,*,2,2,8,4.00,1,100.0%,4.00,1,6
9,2005,2005-12-18,14,23.328,ARI,@,HOU,L 19-30,,3,2,28,14.00,0,66.7%,9.33,0,0
10,2005,2005-12-24,15,23.334,ARI,,PHI,W 27-21,,,0,0,,0,0.0%,,0,0
