ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2013,2013-09-30,4,23.001,MIA,@,NOR,L 17-38,,0.0,1,0,0,0,0
2,2013,2013-10-06,5,23.007,MIA,,BAL,L 23-26,,,,,,,
3,2013,2013-10-20,6,23.021,MIA,,BUF,L 21-23,,,,,,,
4,2013,2013-10-31,8,23.032,MIA,,CIN,W 22-20,,0.0,1,0,0,0,0
5,2013,2013-11-11,9,23.043,MIA,@,TAM,L 19-22,,,,,,,
6,2013,2013-11-17,10,23.049,MIA,,SDG,W 20-16,,0.0,1,0,0,0,0
7,2013,2013-11-24,11,23.056,MIA,,CAR,L 16-20,,,,,,,
8,2013,2013-12-22,15,23.084,MIA,@,BUF,L 0-19,,,,,,,
9,2013,2013-12-29,16,23.091,MIA,,NYJ,L 7-20,,,,,,,
10,2014,2014-09-07,1,23.343,MIA,,NWE,W 33-20,,0.0,3,0,0,0,0
11,2014,2014-09-14,2,23.350,MIA,@,BUF,L 10-29,,0.0,2,0,0,0,0
12,2014,2014-09-21,3,23.357,MIA,,KAN,L 15-34,,,,,,,
13,2014,2014-09-28,4,23.364,MIA,@,OAK,W 38-14,,0.0,2,0,0,0,0
14,2014,2014-10-12,5,24.013,MIA,,GNB,L 24-27,,,,,,,
15,2014,2014-10-19,6,24.020,MIA,@,CHI,W 27-14,,0.0,1,0,0,0,0
16,2014,2014-10-26,7,24.027,MIA,@,JAX,W 27-13,,0.0,3,0,0,0,0
17,2014,2014-11-02,8,24.034,MIA,,SDG,W 37-0,,,,,,,
18,2014,2014-11-09,9,24.041,MIA,@,DET,L 16-20,,0.0,4,0,0,0,0
19,2014,2014-11-13,10,24.045,MIA,,BUF,W 22-9,*,0.0,7,0,0,0,0
20,2014,2014-11-23,11,24.055,MIA,@,DEN,L 36-39,*,0.0,6,0,0,0,0
21,2014,2014-12-21,15,24.083,MIA,,MIN,W 37-35,*,0.0,3,0,0,0,0
22,2015,2015-09-13,1,24.349,MIA,@,WAS,W 17-10,,0.0,6,3,0,0,0
23,2015,2015-09-20,2,24.356,MIA,@,JAX,L 20-23,,0.0,1,1,0,0,0
