ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
12,2014,2014-11-30,12,24.226,WAS,@,IND,L 27-49,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,279,46.50,0
13,2014,2014-12-07,13,24.233,WAS,,STL,L 0-24,,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,275,45.83,0
14,2014,2014-12-14,14,24.240,WAS,@,NYG,L 13-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,271,45.17,0
15,2014,2014-12-20,15,24.246,WAS,,PHI,W 27-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,133,44.33,0
16,2014,2014-12-28,16,24.254,WAS,,DAL,L 17-44,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,176,44.00,0
17,2015,2015-09-13,1,25.148,WAS,,MIA,L 10-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,124,41.33,0
18,2015,2015-09-20,2,25.155,WAS,,STL,W 24-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,244,40.67,0
19,2015,2015-09-24,3,25.159,WAS,@,NYG,L 21-32,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,1,36,36.00,1
20,2015,2015-10-04,4,25.169,WAS,,PHI,W 23-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,221,44.20,0
21,2015,2015-10-11,5,25.176,WAS,@,ATL,L 19-25,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,201,50.25,0
22,2015,2015-10-18,6,25.183,WAS,@,NYJ,L 20-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,288,48.00,0
23,2015,2015-10-25,7,25.190,WAS,,TAM,W 31-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,189,47.25,0
24,2015,2015-11-08,8,25.204,WAS,@,NWE,L 10-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,188,47.00,0
25,2015,2015-11-15,9,25.211,WAS,,NOR,W 47-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,87,43.50,0
26,2015,2015-11-22,10,25.218,WAS,@,CAR,L 16-44,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,266,53.20,0
27,2015,2015-11-29,11,25.225,WAS,,NYG,W 20-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,268,44.67,0
28,2015,2015-12-07,12,25.233,WAS,,DAL,L 16-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,253,42.17,0
29,2015,2015-12-13,13,25.239,WAS,@,CHI,W 24-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,172,43.00,0
30,2015,2015-12-20,14,25.246,WAS,,BUF,W 35-25,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,140,46.67,0
31,2015,2015-12-26,15,25.252,WAS,@,PHI,W 38-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,347,49.57,0
32,2015,2016-01-03,16,25.260,WAS,@,DAL,W 34-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,200,50.00,0
33,2016,2016-09-12,1,26.147,WAS,,PIT,L 16-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,1,27,27.00,0
34,2016,2016-09-18,2,26.153,WAS,,DAL,L 23-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,75,37.50,0
35,2016,2016-09-25,3,26.160,WAS,@,NYG,W 29-27,,0,0,,0,1,1,100.00,31,0,0,118.7,0,0,31.00,31.00,0.0,0,0,2,91,45.50,0
36,2016,2016-10-02,4,26.167,WAS,,CLE,W 31-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,146,48.67,0
37,2016,2016-10-09,5,26.174,WAS,@,BAL,W 16-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,253,42.17,0
38,2016,2016-10-16,6,26.181,WAS,,PHI,W 27-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,211,52.75,0
39,2016,2016-10-23,7,26.188,WAS,@,DET,L 17-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,86,43.00,0
40,2016,2016-10-30,8,26.195,WAS,@,CIN,T 27-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,128,42.67,0
41,2016,2016-11-13,9,26.209,WAS,,MIN,W 26-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,92,46.00,0
42,2016,2016-11-20,10,26.216,WAS,,GNB,W 42-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,114,38.00,0
43,2016,2016-11-24,11,26.220,WAS,@,DAL,L 26-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,1,39,39.00,0
44,2016,2016-12-04,12,26.230,WAS,@,ARI,L 23-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,89,44.50,0
45,2016,2016-12-11,13,26.237,WAS,@,PHI,W 27-22,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,141,47.00,0
46,2016,2016-12-19,14,26.245,WAS,,CAR,L 15-26,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,286,47.67,0
47,2016,2016-12-24,15,26.250,WAS,@,CHI,W 41-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,83,41.50,0
48,2016,2017-01-01,16,26.258,WAS,,NYG,L 10-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,348,49.71,0
49,2017,2017-09-10,1,27.145,WAS,,PHI,L 17-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,162,40.50,0
50,2017,2017-09-17,2,27.152,WAS,@,LAR,W 27-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,204,51.00,0
51,2017,2017-09-24,3,27.159,WAS,,OAK,W 27-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,221,44.20,0
52,2017,2017-10-02,4,27.167,WAS,@,KAN,L 20-29,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,169,42.25,0
53,2017,2017-10-15,5,27.180,WAS,,SFO,W 26-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,181,45.25,0
54,2017,2017-10-23,6,27.188,WAS,@,PHI,L 24-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,239,47.80,0
55,2017,2017-10-29,7,27.194,WAS,,DAL,L 19-33,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,140,46.67,0
56,2017,2017-11-05,8,27.201,WAS,@,SEA,W 17-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,320,40.00,0
57,2017,2017-11-12,9,27.208,WAS,,MIN,L 30-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,1,52,52.00,0
58,2017,2017-11-19,10,27.215,WAS,@,NOR,L 31-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,248,49.60,0
59,2017,2017-11-23,11,27.219,WAS,,NYG,W 20-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,308,44.00,0
60,2017,2017-11-30,12,27.226,WAS,@,DAL,L 14-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,213,42.60,0
61,2017,2017-12-10,13,27.236,WAS,@,LAC,L 13-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,345,43.13,0
62,2017,2017-12-17,14,27.243,WAS,,ARI,W 20-15,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,319,53.17,0
63,2017,2017-12-24,15,27.250,WAS,,DEN,W 27-11,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,247,49.40,0
64,2017,2017-12-31,16,27.257,WAS,@,NYG,L 10-18,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,426,47.33,0
65,2018,2018-09-09,1,28.144,WAS,@,ARI,W 24-6,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,186,46.50,0
66,2018,2018-09-16,2,28.151,WAS,,IND,L 9-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,182,36.40,0
67,2018,2018-09-23,3,28.158,WAS,,GNB,W 31-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,235,47.00,0
