ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists
1,2010,2010-09-19,2,24.353,ARI,@,ATL,L 7-41,,1,2,50.00,3,0,1,16.7,0,0,1.50,-21.00,0,0,,0,0.0,1,0
2,2010,2010-10-03,4,25.002,ARI,@,SDG,L 10-41,,8,14,57.14,82,0,0,74.1,6,39,5.86,5.86,0,0,,0,0.0,0,0
3,2010,2010-10-10,5,25.009,ARI,,NOR,W 30-20,*,17,27,62.96,168,0,1,65.0,4,21,6.22,4.56,0,0,,0,0.0,0,0
4,2010,2010-10-24,6,25.023,ARI,@,SEA,L 10-22,*,4,16,25.00,36,0,1,13.5,2,18,2.25,-0.56,0,0,,0,0.0,0,0
5,2010,2010-10-31,7,25.030,ARI,,TAM,L 35-38,*,8,16,50.00,71,1,2,43.5,0,0,4.44,0.06,1,-5,-5.00,0,0.0,0,0
6,2010,2010-12-05,12,25.065,ARI,,STL,L 6-19,,1,3,33.33,10,0,1,4.2,2,12,3.33,-11.67,0,0,,0,0.0,0,0
