ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2016,2016-09-08,1,24.104,DEN,,CAR,W 21-20,,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2016,2016-09-18,2,24.114,DEN,,IND,W 34-20,,9,46,5.11,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
3,2016,2016-09-25,3,24.121,DEN,@,CIN,W 29-17,,4,8,2.00,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0
4,2016,2016-10-02,4,24.128,DEN,@,TAM,W 27-7,,7,30,4.29,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
5,2016,2016-10-09,5,24.135,DEN,,ATL,L 16-23,,6,23,3.83,0,6,4,36,9.00,0,66.7%,6.00,0,0,,0,0,0
6,2016,2016-10-13,6,24.139,DEN,@,SDG,L 13-21,,5,46,9.20,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0
7,2016,2016-10-24,7,24.150,DEN,,HOU,W 27-9,,17,83,4.88,1,2,1,4,4.00,0,50.0%,2.00,0,0,,0,1,6
8,2016,2016-10-30,8,24.156,DEN,,SDG,W 27-19,*,19,54,2.84,1,6,5,30,6.00,0,83.3%,5.00,0,0,,0,1,6
9,2016,2016-11-06,9,24.163,DEN,@,OAK,L 20-30,*,10,22,2.20,0,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0
10,2016,2016-11-13,10,24.170,DEN,@,NOR,W 25-23,*,24,76,3.17,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0
11,2016,2016-11-27,11,24.184,DEN,,KAN,L 27-30,*,24,79,3.29,0,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0
12,2016,2016-12-04,12,24.191,DEN,@,JAX,W 20-10,*,18,35,1.94,1,1,1,2,2.00,0,100.0%,2.00,0,0,,0,1,6
13,2016,2016-12-11,13,24.198,DEN,@,TEN,L 10-13,*,3,1,0.33,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0
14,2016,2016-12-18,14,24.205,DEN,,NWE,L 3-16,,6,17,2.83,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0
15,2016,2016-12-25,15,24.212,DEN,@,KAN,L 10-33,,5,27,5.40,0,10,6,44,7.33,0,60.0%,4.40,0,0,,0,0,0
16,2016,2017-01-01,16,24.219,DEN,,OAK,W 24-6,,14,57,4.07,1,3,2,52,26.00,1,66.7%,17.33,0,0,,0,2,12
17,2017,2017-10-01,4,25.127,DEN,,OAK,W 16-10,,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
18,2017,2017-10-15,5,25.141,DEN,,NYG,L 10-23,,1,2,2.00,0,6,4,78,19.50,0,66.7%,13.00,0,0,,0,0,0
19,2017,2017-10-22,6,25.148,DEN,@,LAC,L 0-21,,2,6,3.00,0,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0
20,2017,2017-10-30,7,25.156,DEN,@,KAN,L 19-29,,6,40,6.67,1,3,3,14,4.67,0,100.0%,4.67,0,0,,0,1,6
21,2017,2017-11-05,8,25.162,DEN,@,PHI,L 23-51,,6,21,3.50,0,3,2,9,4.50,0,66.7%,3.00,5,106,21.20,0,0,0
22,2017,2017-11-12,9,25.169,DEN,,NWE,L 16-41,,8,24,3.00,0,1,1,5,5.00,0,100.0%,5.00,5,107,21.40,0,0,0
23,2017,2017-11-19,10,25.176,DEN,,CIN,L 17-20,,14,44,3.14,0,6,5,54,10.80,0,83.3%,9.00,0,0,,0,0,0
24,2017,2017-11-26,11,25.183,DEN,@,OAK,L 14-21,,6,11,1.83,0,2,2,22,11.00,0,100.0%,11.00,1,14,14.00,0,0,0
25,2017,2017-12-03,12,25.190,DEN,@,MIA,L 9-35,,2,8,4.00,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0
26,2017,2017-12-10,13,25.197,DEN,,NYJ,W 23-0,,9,22,2.44,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0
27,2017,2017-12-14,14,25.201,DEN,@,IND,W 25-13,,11,39,3.55,0,1,1,10,10.00,0,100.0%,10.00,1,23,23.00,0,0,0
28,2017,2017-12-24,15,25.211,DEN,@,WAS,L 11-27,,8,47,5.88,0,8,5,24,4.80,0,62.5%,3.00,2,26,13.00,0,0,0
29,2017,2017-12-31,16,25.218,DEN,,KAN,L 24-27,,3,21,7.00,0,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0
30,2018,2018-09-09,1,26.105,DEN,,SEA,W 27-24,,2,4,2.00,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0
31,2018,2018-09-16,2,26.112,DEN,,OAK,W 20-19,,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
32,2018,2018-09-23,3,26.119,DEN,@,BAL,L 14-27,,5,10,2.00,0,7,5,34,6.80,0,71.4%,4.86,1,23,23.00,0,0,0
