ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,22.208,CIN,,CLE,L 3-13,2,24,12.00,0,0,0,,0,0,0,,0,0,0
2,1977,1977-10-02,3,22.222,CIN,@,SDG,L 3-24,1,4,4.00,0,0,0,,0,0,0,,0,0,0
3,1977,1977-10-30,7,22.250,CIN,,HOU,W 13-10,1,18,18.00,0,0,0,,0,0,0,,0,0,0
4,1977,1977-11-20,10,22.271,CIN,,MIA,W 23-17,1,14,14.00,0,0,0,,0,0,0,,0,0,0
5,1977,1977-11-27,11,22.278,CIN,,NYG,W 30-13,2,67,33.50,1,0,0,,0,0,0,,0,1,6
6,1977,1977-12-04,12,22.285,CIN,@,KAN,W 27-7,0,0,,0,1,-1,-1.00,0,0,0,,0,0,0
7,1978,1978-09-03,1,23.193,CIN,,KAN,L 23-24,1,17,17.00,0,0,0,,0,0,0,,0,0,0
8,1978,1978-09-10,2,23.200,CIN,@,CLE,L 10-13,1,14,14.00,0,0,0,,0,0,0,,0,0,0
9,1978,1978-09-17,3,23.207,CIN,,PIT,L 3-28,1,9,9.00,0,0,0,,0,0,0,,0,0,0
10,1978,1978-09-24,4,23.214,CIN,,NOR,L 18-20,2,31,15.50,0,0,0,,0,0,0,,0,0,0
11,1978,1978-10-01,5,23.221,CIN,@,SFO,L 12-28,3,77,25.67,0,0,0,,0,0,0,,0,0,0
12,1978,1978-11-19,12,23.270,CIN,@,PIT,L 6-7,2,16,8.00,0,0,0,,0,0,0,,0,0,0
13,1978,1978-12-03,14,23.284,CIN,,ATL,W 37-7,1,18,18.00,0,0,0,,0,0,0,,0,0,0
14,1978,1978-12-17,16,23.298,CIN,,CLE,W 48-16,1,5,5.00,0,0,0,,0,1,15,15.00,0,0,0
15,1979,1979-09-23,4,24.213,CIN,,HOU,L 27-30,1,15,15.00,0,0,0,,0,0,0,,0,0,0
16,1979,1979-09-30,5,24.220,CIN,@,DAL,L 13-38,1,10,10.00,0,0,0,,0,0,0,,0,0,0
17,1979,1979-12-02,14,24.283,CIN,@,PIT,L 17-37,1,9,9.00,0,0,0,,0,0,0,,0,0,0
18,1980,1980-11-23,12,25.275,CIN,@,CLE,L 7-31,3,28,9.33,0,0,0,,0,0,0,,0,0,0
