ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,22.322,IND,@,KAN,W 27-14,,,,,,,,,
2,2000,2000-09-10,2,22.329,IND,,OAK,L 31-38,,,,,,,,,
3,2000,2000-09-25,3,22.344,IND,,JAX,W 43-14,,,,,,,,,
4,2000,2000-10-01,4,22.350,IND,@,BUF,W 18-16,,,,,,,,,
5,2000,2000-10-08,5,22.357,IND,@,NWE,L 16-24,,0,0,1.0,,,0,0,0
6,2000,2000-10-15,6,22.364,IND,@,SEA,W 37-24,,0,0,1.0,,,0,0,0
7,2000,2000-10-22,7,23.005,IND,,NWE,W 30-23,,,,,,,,,
8,2000,2000-10-29,8,23.012,IND,,DET,W 30-18,,,,,,,,,
9,2000,2000-11-05,9,23.019,IND,@,CHI,L 24-27,,,,,,,,,
10,2000,2000-11-12,10,23.026,IND,,NYJ,W 23-15,,0,0,0.0,,,1,1,0
11,2000,2000-11-19,11,23.033,IND,@,GNB,L 24-26,,,,,,,,,
12,2000,2000-11-26,12,23.040,IND,,MIA,L 14-17,,,,,,,,,
13,2000,2000-12-03,13,23.047,IND,@,NYJ,L 17-27,,,,,,,,,
14,2000,2000-12-11,14,23.055,IND,,BUF,W 44-20,,,,,,,,,
15,2000,2000-12-17,15,23.061,IND,@,MIA,W 20-13,,,,,,,,,
16,2000,2000-12-24,16,23.068,IND,,MIN,W 31-10,,,,,,,,,
17,2001,2001-09-09,1,23.327,IND,@,NYJ,W 45-24,*,0,0,1.0,,,0,0,0
18,2001,2001-09-23,2,23.341,IND,,BUF,W 42-26,*,,,,,,,,
19,2001,2001-09-30,3,23.348,IND,@,NWE,L 13-44,*,,,,,,,,
20,2001,2001-10-14,4,23.362,IND,,OAK,L 18-23,*,0,0,2.0,,,0,0,0
21,2001,2001-10-21,5,24.004,IND,,NWE,L 17-38,*,,,,,,,,
22,2001,2001-10-25,6,24.008,IND,@,KAN,W 35-28,*,0,0,2.5,,,0,0,0
23,2001,2001-11-04,7,24.018,IND,@,BUF,W 30-14,*,,,,,,,,
24,2001,2001-11-11,8,24.025,IND,,MIA,L 24-27,*,,,,,,,,
25,2001,2001-11-18,9,24.032,IND,@,NOR,L 20-34,*,,,,,,,,
26,2001,2001-11-25,10,24.039,IND,,SFO,L 21-40,*,,,,,,,,
27,2001,2001-12-02,11,24.046,IND,@,BAL,L 27-39,*,,,,,,,,
28,2001,2001-12-10,12,24.054,IND,@,MIA,L 6-41,*,,,,,,,,
29,2001,2001-12-16,13,24.060,IND,,ATL,W 41-27,*,0,0,1.0,,,0,0,0
30,2001,2001-12-23,14,24.067,IND,,NYJ,L 28-29,*,,,,,,,,
31,2001,2001-12-30,15,24.074,IND,@,STL,L 17-42,*,0,0,1.5,,,0,0,0
32,2001,2002-01-06,16,24.081,IND,,DEN,W 29-10,*,,,,,,,,
33,2002,2002-09-08,1,24.326,IND,@,JAX,W 28-25,*,1,6,0.0,,,1,40,1
34,2002,2002-09-15,2,24.333,IND,,MIA,L 13-21,*,,,,,,,,
35,2002,2002-09-22,3,24.340,IND,@,HOU,W 23-3,*,0,0,1.0,,,0,0,0
36,2002,2002-10-06,4,24.354,IND,,CIN,W 28-21,*,,,,,,,,
37,2002,2002-10-13,5,24.361,IND,,BAL,W 22-20,*,,,,,,,,
38,2002,2002-10-21,6,25.004,IND,@,PIT,L 10-28,*,,,,,,,,
39,2002,2002-10-27,7,25.010,IND,@,WAS,L 21-26,*,,,,,,,,
40,2002,2002-11-03,8,25.017,IND,,TEN,L 15-23,*,,,,,,,,
41,2002,2002-11-10,9,25.024,IND,@,PHI,W 35-13,*,0,0,1.0,,,0,0,0
42,2002,2002-11-17,10,25.031,IND,,DAL,W 20-3,*,,,,,,,,
43,2002,2002-11-24,11,25.038,IND,@,DEN,W 23-20,*,,,,,,,,
44,2002,2002-12-01,12,25.045,IND,,HOU,W 19-3,*,,,,,,,,
45,2002,2002-12-08,13,25.052,IND,@,TEN,L 17-27,*,,,,,,,,
46,2002,2002-12-15,14,25.059,IND,@,CLE,W 28-23,*,,,,,,,,
47,2002,2002-12-22,15,25.066,IND,,NYG,L 27-44,*,,,,,,,,
48,2003,2003-09-07,1,25.325,IND,@,CLE,W 9-6,*,,,,,,,,
49,2003,2003-09-14,2,25.332,IND,,TEN,W 33-7,*,,,,,,,,
50,2003,2003-09-21,3,25.339,IND,,JAX,W 23-13,*,,,,,,,,
51,2003,2003-09-28,4,25.346,IND,@,NOR,W 55-21,*,0,0,1.0,,,0,0,0
52,2003,2003-10-06,5,25.354,IND,@,TAM,W 38-35,*,,,,,,,,
53,2003,2003-10-12,6,25.360,IND,,CAR,L 20-23,*,0,0,1.0,,,0,0,0
54,2003,2003-10-26,7,26.009,IND,,HOU,W 30-21,*,,,,,,,,
55,2003,2003-11-02,8,26.016,IND,@,MIA,W 23-17,*,0,0,1.0,,,0,0,0
56,2003,2003-11-09,9,26.023,IND,@,JAX,L 23-28,*,,,,,,,,
57,2003,2003-11-16,10,26.030,IND,,NYJ,W 38-31,*,,,,,,,,
58,2003,2003-11-23,11,26.037,IND,@,BUF,W 17-14,*,,,,,,,,
59,2003,2003-11-30,12,26.044,IND,,NWE,L 34-38,*,0,0,1.0,,,0,0,0
60,2003,2003-12-07,13,26.051,IND,@,TEN,W 29-27,*,,,,,,,,
61,2003,2003-12-14,14,26.058,IND,,ATL,W 38-7,*,0,0,2.0,,,0,0,0
62,2003,2003-12-21,15,26.065,IND,,DEN,L 17-31,*,,,,,,,,
63,2003,2003-12-28,16,26.072,IND,@,HOU,W 20-17,*,,,,,,,,
64,2004,2004-09-12,1,26.331,WAS,,TAM,W 16-10,*,,,,,,,,
65,2004,2004-09-19,2,26.338,WAS,@,NYG,L 14-20,*,,,,,,,,
66,2004,2004-09-27,3,26.346,WAS,,DAL,L 18-21,*,,,,,,,,
67,2004,2004-10-03,4,26.352,WAS,@,CLE,L 13-17,*,0,0,0.5,,,0,0,0
68,2004,2004-10-10,5,26.359,WAS,,BAL,L 10-17,*,,,,,,,,
69,2004,2004-10-17,6,27.000,WAS,@,CHI,W 13-10,*,,,,,,,,
70,2004,2004-10-31,7,27.014,WAS,,GNB,L 14-28,*,0,0,1.0,,,0,0,0
71,2004,2004-11-07,8,27.021,WAS,@,DET,W 17-10,*,,,,,,,,
72,2004,2004-11-14,9,27.028,WAS,,CIN,L 10-17,*,,,,,,,,
