ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1974,1974-09-15,1,22.230,NYJ,@,KAN,L 16-24,,,,
2,1974,1974-09-22,2,22.237,NYJ,@,CHI,W 23-21,,,,
3,1974,1974-09-29,3,22.244,NYJ,@,BUF,L 12-16,1,21,21.00,0
4,1974,1974-10-07,4,22.252,NYJ,@,MIA,L 17-21,,,,
5,1974,1974-10-13,5,22.258,NYJ,,NWE,L 0-24,,,,
6,1974,1974-10-20,6,22.265,NYJ,,BAL,L 20-35,,,,
7,1974,1974-10-27,7,22.272,NYJ,,RAM,L 13-20,,,,
8,1974,1974-11-03,8,22.279,NYJ,,HOU,L 22-27,4,69,17.25,0
9,1974,1974-11-10,9,22.286,NYJ,@,NYG,W 26-20,,,,
10,1974,1974-11-17,10,22.293,NYJ,@,NWE,W 21-16,,,,
11,1974,1974-11-24,11,22.300,NYJ,,MIA,W 17-14,,,,
12,1974,1974-12-01,12,22.307,NYJ,,SDG,W 27-14,,,,
13,1975,1975-09-21,1,23.236,NYJ,@,BUF,L 14-42,,,,
14,1975,1975-09-28,2,23.243,NYJ,@,KAN,W 30-24,,,,
15,1975,1975-10-05,3,23.250,NYJ,,NWE,W 36-7,1,3,3.00,0
16,1975,1975-10-12,4,23.257,NYJ,@,MIN,L 21-29,,,,
17,1975,1975-10-19,5,23.264,NYJ,,MIA,L 0-43,,,,
18,1975,1975-10-26,6,23.271,NYJ,,BAL,L 28-45,,,,
19,1975,1975-11-02,7,23.278,NYJ,,BUF,L 23-24,,,,
20,1975,1975-11-09,8,23.285,NYJ,@,MIA,L 7-27,,,,
21,1975,1975-11-16,9,23.292,NYJ,@,BAL,L 19-52,,,,
22,1975,1975-11-23,10,23.299,NYJ,,STL,L 6-37,,,,
23,1975,1975-12-15,13,23.321,NYJ,@,SDG,L 16-24,,,,
24,1975,1975-12-21,14,23.327,NYJ,,DAL,L 21-31,,,,
