ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2003,2003-09-14,2,23.277,ARI,,SEA,L 0-38,,0,0,,0,0,0,0,,0,0.0%,,5,152,30.40,0,0,0
2,2003,2003-09-21,3,23.284,ARI,,GNB,W 20-13,,0,0,,0,0,0,0,,0,0.0%,,3,63,21.00,0,0,0
3,2003,2003-09-28,4,23.291,ARI,@,STL,L 13-37,,0,0,,0,0,0,0,,0,0.0%,,7,252,36.00,1,1,6
4,2003,2003-10-05,5,23.298,ARI,@,DAL,L 7-24,,0,0,,0,0,0,0,,0,0.0%,,4,122,30.50,0,0,0
5,2003,2003-10-12,6,23.305,ARI,,BAL,L 18-26,,0,0,,0,0,0,0,,0,0.0%,,5,117,23.40,0,0,0
6,2003,2003-10-26,7,23.319,ARI,,SFO,W 16-13,,0,0,,0,0,0,0,,0,0.0%,,3,74,24.67,0,0,0
7,2003,2003-11-02,8,23.326,ARI,,CIN,W 17-14,,0,0,,0,0,0,0,,0,0.0%,,3,58,19.33,0,0,0
8,2003,2003-11-09,9,23.333,ARI,@,PIT,L 15-28,,0,0,,0,0,0,0,,0,0.0%,,5,75,15.00,0,0,0
9,2003,2003-11-16,10,23.340,ARI,@,CLE,L 6-44,,0,0,,0,0,0,0,,0,0.0%,,9,165,18.33,0,0,0
10,2003,2003-11-23,11,23.347,ARI,,STL,L 27-30,,0,0,,0,0,0,0,,0,0.0%,,4,108,27.00,0,0,0
11,2003,2003-11-30,12,23.354,ARI,@,CHI,L 3-28,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,5,111,22.20,0,0,0
12,2003,2003-12-07,13,23.361,ARI,@,SFO,L 14-50,,0,0,,0,0,0,0,,0,0.0%,,7,125,17.86,0,0,0
13,2003,2003-12-14,14,24.003,ARI,,CAR,L 17-20,,0,0,,0,0,0,0,,0,0.0%,,4,84,21.00,0,0,0
14,2003,2003-12-21,15,24.010,ARI,@,SEA,L 10-28,,0,0,,0,0,0,0,,0,0.0%,,5,92,18.40,0,0,0
15,2003,2003-12-28,16,24.017,ARI,,MIN,W 18-17,,0,0,,0,0,0,0,,0,0.0%,,4,86,21.50,0,0,0
16,2004,2004-09-12,1,24.276,ARI,@,STL,L 10-17,,2,9,4.50,0,4,3,23,7.67,0,75.0%,5.75,5,138,27.60,0,0,0
17,2004,2004-09-19,2,24.283,ARI,,NWE,L 12-23,,0,0,,0,1,1,42,42.00,0,100.0%,42.00,5,108,21.60,0,0,0
18,2004,2004-09-26,3,24.290,ARI,@,ATL,L 3-6,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,3,56,18.67,0,0,0
19,2004,2004-10-03,4,24.297,ARI,,NOR,W 34-10,,0,0,,0,0,0,0,,0,0.0%,,2,52,26.00,0,0,0
20,2004,2004-11-14,9,24.339,ARI,,NYG,W 17-14,,0,0,,0,0,0,0,,0,0.0%,,3,62,20.67,0,0,0
21,2004,2004-11-21,10,24.346,ARI,@,CAR,L 10-35,,4,19,4.75,0,2,2,35,17.50,0,100.0%,17.50,4,89,22.25,0,0,0
22,2004,2004-11-28,11,24.353,ARI,,NYJ,L 3-13,,5,5,1.00,0,3,3,14,4.67,0,100.0%,4.67,1,21,21.00,0,0,0
23,2004,2004-12-05,12,24.360,ARI,@,DET,L 12-26,,5,23,4.60,0,4,3,23,7.67,0,75.0%,5.75,2,31,15.50,0,0,0
24,2004,2004-12-12,13,25.001,ARI,,SFO,L 28-31,,1,2,2.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
25,2004,2004-12-19,14,25.008,ARI,,STL,W 31-7,,9,23,2.56,0,3,3,52,17.33,0,100.0%,17.33,1,19,19.00,0,0,0
26,2004,2004-12-26,15,25.015,ARI,@,SEA,L 21-24,,0,0,,0,1,1,-9,-9.00,0,100.0%,-9.00,4,106,26.50,0,0,0
27,2004,2005-01-02,16,25.022,ARI,,TAM,W 12-7,,1,8,8.00,0,1,0,0,,0,0.0%,0.00,2,41,20.50,0,0,0
28,2005,2005-09-11,1,25.274,SEA,@,JAX,L 14-26,,0,0,,0,0,0,0,,0,0.0%,,3,81,27.00,0,0,0
29,2005,2005-09-18,2,25.281,SEA,,ATL,W 21-18,,0,0,,0,0,0,0,,0,0.0%,,3,58,19.33,0,0,0
30,2005,2005-09-25,3,25.288,SEA,,ARI,W 37-12,,0,0,,0,0,0,0,,0,0.0%,,2,57,28.50,0,0,0
31,2005,2005-10-02,4,25.295,SEA,@,WAS,L 17-20,,0,0,,0,0,0,0,,0,0.0%,,2,44,22.00,0,0,0
32,2005,2005-10-09,5,25.302,SEA,@,STL,W 37-31,,0,0,,0,0,0,0,,0,0.0%,,5,117,23.40,0,0,0
33,2005,2005-10-16,6,25.309,SEA,,HOU,W 42-10,,0,0,,0,0,0,0,,0,0.0%,,3,81,27.00,0,0,0
34,2005,2005-10-23,7,25.316,SEA,,DAL,W 13-10,,0,0,,0,0,0,0,,0,0.0%,,2,36,18.00,0,0,0
35,2005,2005-11-06,8,25.330,SEA,@,ARI,W 33-19,,0,0,,0,0,0,0,,0,0.0%,,6,165,27.50,0,0,0
36,2005,2005-11-13,9,25.337,SEA,,STL,W 31-16,,0,0,,0,0,0,0,,0,0.0%,,5,114,22.80,0,0,0
37,2005,2005-11-20,10,25.344,SEA,@,SFO,W 27-25,,0,0,,0,0,0,0,,0,0.0%,,5,116,23.20,0,0,0
38,2005,2005-11-27,11,25.351,SEA,,NYG,W 24-21,,0,0,,0,0,0,0,,0,0.0%,,6,118,19.67,0,0,0
39,2005,2005-12-05,12,25.359,SEA,@,PHI,W 42-0,,0,0,,0,0,0,0,,0,0.0%,,1,22,22.00,0,0,0
40,2005,2005-12-11,13,26.000,SEA,,SFO,W 41-3,,0,0,,0,0,0,0,,0,0.0%,,2,27,13.50,0,0,0
41,2005,2005-12-18,14,26.007,SEA,@,TEN,W 28-24,,0,0,,0,0,0,0,,0,0.0%,,4,94,23.50,0,0,0
42,2005,2005-12-24,15,26.013,SEA,,IND,W 28-13,,0,0,,0,0,0,0,,0,0.0%,,4,114,28.50,0,0,0
43,2005,2006-01-01,16,26.021,SEA,@,GNB,L 17-23,,0,0,,0,0,0,0,,0,0.0%,,6,82,13.67,0,0,0
44,2006,2006-09-10,1,26.273,SEA,@,DET,W 9-6,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
45,2006,2006-09-17,2,26.280,SEA,,ARI,W 21-10,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
46,2006,2006-09-24,3,26.287,SEA,,NYG,W 42-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
47,2006,2006-10-01,4,26.294,SEA,@,CHI,L 6-37,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
48,2006,2006-10-15,5,26.308,SEA,@,STL,W 30-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
49,2006,2006-10-22,6,26.315,SEA,,MIN,L 13-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
50,2006,2006-10-29,7,26.322,SEA,@,KAN,L 28-35,,0,0,,0,0,0,0,,0,0.0%,,7,147,21.00,0,0,0
51,2006,2006-11-06,8,26.330,SEA,,OAK,W 16-0,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
52,2006,2006-11-12,9,26.336,SEA,,STL,W 24-22,,0,0,,0,0,0,0,,0,0.0%,,6,105,17.50,0,0,0
53,2006,2006-11-19,10,26.343,SEA,@,SFO,L 14-20,,0,0,,0,0,0,0,,0,0.0%,,4,63,15.75,0,0,0
54,2006,2006-11-27,11,26.351,SEA,,GNB,W 34-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
55,2006,2006-12-03,12,26.357,SEA,@,DEN,W 23-20,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
56,2007,2007-09-09,1,27.272,BUF,,DEN,L 14-15,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
57,2007,2007-09-16,2,27.279,BUF,@,PIT,L 3-26,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
58,2007,2007-09-23,3,27.286,BUF,@,NWE,L 7-38,,0,0,,0,0,0,0,,0,0.0%,,5,112,22.40,0,0,0
