ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1963,1963-09-08,1,24.186,NYJ,@,BOS,L 14-38,3,50,16.67,0,1,3,3.00,0,0,0,0
2,1963,1963-09-22,2,24.200,NYJ,,HOU,W 24-17,1,7,7.00,0,1,1,1.00,0,0,0,0
3,1963,1963-09-28,3,24.206,NYJ,,OAK,W 10-7,1,14,14.00,0,0,0,,0,0,0,0
4,1963,1963-10-05,4,24.213,NYJ,,BOS,W 31-24,2,29,14.50,0,0,0,,0,0,0,0
5,1963,1963-10-13,5,24.221,NYJ,@,SDG,L 20-24,1,29,29.00,0,0,0,,0,0,0,0
6,1963,1963-10-20,6,24.228,NYJ,@,OAK,L 26-49,5,102,20.40,0,1,3,3.00,0,0,0,0
7,1963,1963-10-26,7,24.234,NYJ,,DEN,T 35-35,1,5,5.00,0,0,0,,0,0,0,0
8,1963,1963-11-02,8,24.241,NYJ,,SDG,L 7-53,4,95,23.75,0,0,0,,0,0,0,0
9,1963,1963-11-17,10,24.256,NYJ,@,DEN,W 14-9,1,5,5.00,0,0,0,,0,0,0,0
10,1963,1963-12-01,11,24.270,NYJ,,KAN,W 17-0,,,,,,,,,0,19,0
11,1964,1964-09-12,1,25.190,NYJ,,DEN,W 30-6,2,50,25.00,0,2,27,13.50,0,1,20,0
12,1964,1964-09-27,2,25.205,NYJ,@,BOS,L 10-26,1,25,25.00,0,0,0,,0,0,0,0
13,1964,1964-10-03,3,25.211,NYJ,,SDG,T 17-17,4,108,27.00,0,2,7,3.50,0,0,0,0
14,1964,1964-10-10,4,25.218,NYJ,,OAK,W 35-13,0,0,,0,1,0,0.00,0,0,0,0
