ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,21.238,DEN,,RAI,W 17-13,,,,,
2,1992,1992-09-13,2,21.245,DEN,,SDG,W 21-13,,,,,
3,1992,1992-09-20,3,21.252,DEN,@,PHI,L 0-30,,1.0,0,0,0
4,1992,1992-09-27,4,21.259,DEN,@,CLE,W 12-0,,,,,
5,1992,1992-10-04,5,21.266,DEN,,KAN,W 20-19,,,,,
6,1992,1992-10-12,6,21.274,DEN,@,WAS,L 3-34,,,,,
7,1992,1992-10-18,7,21.280,DEN,,HOU,W 27-21,,,,,
8,1992,1992-10-25,8,21.287,DEN,@,SDG,L 21-24,,,,,
9,1992,1992-11-08,9,21.301,DEN,,NYJ,W 27-16,,2.0,0,0,0
10,1992,1992-11-15,10,21.308,DEN,,NYG,W 27-13,,,,,
11,1992,1992-11-22,11,21.315,DEN,@,RAI,L 0-24,,,,,
12,1992,1992-11-30,12,21.323,DEN,@,SEA,L 13-16,,1.0,0,0,0
13,1992,1992-12-06,13,21.329,DEN,,DAL,L 27-31,,1.0,0,0,0
14,1992,1992-12-12,14,21.335,DEN,@,BUF,L 17-27,,,,,
15,1992,1992-12-20,15,21.343,DEN,,SEA,W 10-6,,1.5,0,0,0
16,1992,1992-12-27,16,21.350,DEN,@,KAN,L 20-42,,,,,
17,1993,1993-09-05,1,22.236,DEN,@,NYJ,W 26-20,,,,,
18,1993,1993-09-12,2,22.243,DEN,,SDG,W 34-17,,1.0,0,0,0
19,1993,1993-09-20,3,22.251,DEN,@,KAN,L 7-15,,1.0,0,0,0
20,1993,1993-10-03,4,22.264,DEN,,IND,W 35-13,,,,,
21,1993,1993-10-10,5,22.271,DEN,@,GNB,L 27-30,,0.0,1,7,0
22,1993,1993-10-18,6,22.279,DEN,,RAI,L 20-23,,,,,
23,1993,1993-10-31,7,22.292,DEN,,SEA,W 28-17,,2.0,0,0,0
24,1993,1993-11-07,8,22.299,DEN,@,CLE,W 29-14,,2.0,0,0,0
25,1993,1993-11-14,9,22.306,DEN,,MIN,L 23-26,,,,,
26,1993,1993-11-21,10,22.313,DEN,,PIT,W 37-13,,,,,
27,1993,1993-11-28,11,22.320,DEN,@,SEA,W 17-9,,,,,
28,1993,1993-12-05,12,22.327,DEN,@,SDG,L 10-13,,,,,
29,1993,1993-12-12,13,22.334,DEN,,KAN,W 27-21,,,,,
30,1993,1993-12-18,14,22.340,DEN,@,CHI,W 13-3,,0.0,1,6,0
31,1993,1993-12-26,15,22.348,DEN,,TAM,L 10-17,,,,,
32,1993,1994-01-02,16,22.355,DEN,@,RAI,L 30-33,,1.0,0,0,0
33,1994,1994-09-04,1,23.235,DEN,,SDG,L 34-37,,,,,
34,1994,1994-09-11,2,23.242,DEN,@,NYJ,L 22-25,,,,,
35,1994,1994-09-18,3,23.249,DEN,,RAI,L 16-48,,,,,
36,1994,1994-09-26,4,23.257,DEN,@,BUF,L 20-27,,,,,
37,1994,1994-10-09,5,23.270,DEN,@,SEA,W 16-9,,,,,
38,1994,1994-10-17,6,23.278,DEN,,KAN,L 28-31,,,,,
39,1994,1994-10-23,7,23.284,DEN,@,SDG,W 20-15,,1.0,0,0,0
40,1994,1994-10-30,8,23.291,DEN,,CLE,W 26-14,,,,,
41,1994,1994-11-06,9,23.298,DEN,@,RAM,L 21-27,,,,,
42,1994,1994-11-13,10,23.305,DEN,,SEA,W 17-10,,1.0,0,0,0
43,1994,1994-11-20,11,23.312,DEN,,ATL,W 32-28,,,,,
44,1994,1994-11-27,12,23.319,DEN,,CIN,W 15-13,,,,,
45,1994,1994-12-04,13,23.326,DEN,@,KAN,W 20-17,,,,,
46,1994,1994-12-11,14,23.333,DEN,@,RAI,L 13-23,,3.0,0,0,0
47,1994,1994-12-17,15,23.339,DEN,@,SFO,L 19-42,,1.0,0,0,0
48,1994,1994-12-24,16,23.346,DEN,,NOR,L 28-30,,,,,
49,1995,1995-09-03,1,24.234,DEN,,BUF,W 22-7,,,,,
50,1995,1995-09-10,2,24.241,DEN,@,DAL,L 21-31,,,,,
51,1995,1995-09-17,3,24.248,DEN,,WAS,W 38-31,,,,,
52,1995,1995-09-24,4,24.255,DEN,@,SDG,L 6-17,,,,,
53,1995,1995-10-01,5,24.262,DEN,@,SEA,L 10-27,,,,,
54,1995,1995-11-05,9,24.297,DEN,,ARI,W 38-6,,2.0,0,0,0
55,1995,1995-11-12,10,24.304,DEN,@,PHI,L 13-31,,,,,
56,1995,1995-11-19,11,24.311,DEN,,SDG,W 30-27,,,,,
57,1995,1995-11-26,12,24.318,DEN,@,HOU,L 33-42,,,,,
58,1995,1995-12-03,13,24.325,DEN,,JAX,W 31-23,,,,,
59,1995,1995-12-10,14,24.332,DEN,,SEA,L 27-31,,,,,
60,1995,1995-12-17,15,24.339,DEN,@,KAN,L 17-20,,,,,
61,1995,1995-12-24,16,24.346,DEN,@,OAK,W 31-28,,,,,
62,1996,1996-09-01,1,25.233,ATL,@,CAR,L 6-29,,,,,
63,1996,1996-09-08,2,25.240,ATL,,MIN,L 17-23,,,,,
64,1996,1996-09-22,3,25.254,ATL,,PHI,L 18-33,,,,,
65,1996,1996-09-29,4,25.261,ATL,@,SFO,L 17-39,,,,,
66,1996,1996-10-06,5,25.268,ATL,@,DET,L 24-28,,,,,
