ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1984,1984-12-02,14,23.107,DET,@,SEA,L 17-38,,,,,,,,,,,,,,,,,,
2,1984,1984-12-10,15,23.115,DET,,RAI,L 3-24,,,,,,,,,,,,,,,,,,
3,1984,1984-12-16,16,23.121,DET,,CHI,L 13-30,,,,,,,,,,,,,,,,,,
4,1985,1985-10-27,8,24.071,DET,,MIA,W 31-21,0,0,,0,,,,,,,,,,,,,,
5,1985,1985-11-10,10,24.085,DET,@,CHI,L 3-24,0,0,,0,,,,,,,,,,,,,,
6,1985,1985-11-17,11,24.092,DET,,MIN,W 41-21,0,0,,0,,,,,,,,,,,,,,
7,1985,1985-11-24,12,24.099,DET,@,TAM,L 16-19,0,0,,0,,,,,,,,,,,,,,
8,1985,1985-11-28,13,24.103,DET,,NYJ,W 31-20,0,0,,0,,,,,,,,,,,,,,
9,1985,1985-12-08,14,24.113,DET,@,NWE,L 6-23,0,0,,0,,,,,,,,,,,,,,
10,1985,1985-12-15,15,24.120,DET,,GNB,L 23-26,7,109,15.57,0,0,0,,0,0,0,,0,0,0,,0,0,0
11,1985,1985-12-22,16,24.127,DET,,CHI,L 17-37,5,48,9.60,0,0,0,,0,0,0,,0,0,0,,0,0,0
12,1986,1986-09-07,1,25.021,DET,@,MIN,W 13-10,3,27,9.00,0,0,0,,0,2,36,18.00,0,0,0,,0,0,0
13,1986,1986-09-14,2,25.028,DET,,DAL,L 7-31,2,22,11.00,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
14,1986,1986-09-21,3,25.035,DET,,TAM,L 20-24,8,72,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
15,1986,1986-09-28,4,25.042,DET,@,CLE,L 21-24,2,8,4.00,1,0,0,,0,1,22,22.00,0,0,0,,0,1,6
16,1986,1986-10-05,5,25.049,DET,,HOU,W 24-13,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
17,1986,1986-10-12,6,25.056,DET,@,GNB,W 21-14,5,32,6.40,0,0,0,,0,1,17,17.00,0,0,0,,0,0,0
18,1986,1986-10-19,7,25.063,DET,@,RAM,L 10-14,4,48,12.00,0,0,0,,0,1,15,15.00,0,0,0,,0,0,0
19,1986,1986-10-26,8,25.070,DET,@,CHI,L 7-13,2,9,4.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
20,1986,1986-11-02,9,25.077,DET,,CIN,L 17-24,3,40,13.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
21,1986,1986-11-09,10,25.084,DET,,MIN,L 10-24,3,58,19.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1986,1986-11-16,11,25.091,DET,@,PHI,W 13-11,0,0,,0,,,,,0,0,,0,,,,,,
23,1986,1986-11-23,12,25.098,DET,@,TAM,W 38-17,3,61,20.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
24,1986,1986-11-27,13,25.102,DET,,GNB,L 40-44,4,52,13.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
25,1986,1986-12-07,14,25.112,DET,@,PIT,L 17-27,0,0,,0,,,,,0,0,,0,,,,,,
26,1986,1986-12-15,15,25.120,DET,,CHI,L 13-16,3,55,18.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
27,1986,1986-12-21,16,25.126,DET,,ATL,L 6-20,0,0,,0,,,,,0,0,,0,,,,,,
28,1987,1987-10-25,6,26.069,DET,,GNB,L 33-34,1,11,11.00,1,0,0,,0,1,22,22.00,0,0,0,,0,1,6
29,1987,1987-11-01,7,26.076,DET,@,DEN,L 0-34,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
30,1987,1987-11-08,8,26.083,DET,,DAL,W 27-17,0,0,,0,,,,,0,0,,0,0,0,,0,,
31,1987,1987-11-15,9,26.090,DET,@,WAS,L 13-20,0,0,,0,,,,,0,0,,0,0,0,,0,,
32,1987,1987-11-22,10,26.097,DET,@,CHI,L 10-30,0,0,,0,,,,,0,0,,0,0,0,,0,,
33,1987,1987-11-26,11,26.101,DET,,KAN,L 20-27,0,0,,0,0,0,,0,1,22,22.00,0,0,0,,0,0,0
34,1987,1987-12-06,12,26.111,DET,,RAM,L 16-37,0,0,,0,,,,,0,0,,0,0,0,,0,,
35,1987,1987-12-13,13,26.118,DET,@,TAM,W 20-10,0,0,,0,,,,,0,0,,0,0,0,,0,,
36,1987,1987-12-20,14,26.125,DET,,MIN,L 14-17,0,0,,0,,,,,0,0,,0,0,0,,0,,
37,1987,1987-12-27,15,26.132,DET,@,ATL,W 30-13,0,0,,0,,,,,0,0,,0,0,0,,0,,
38,1988,1988-09-04,1,27.018,DET,,ATL,W 31-17,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
39,1988,1988-09-11,2,27.025,DET,@,RAM,L 10-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
40,1988,1988-09-18,3,27.032,DET,,NOR,L 14-22,6,96,16.00,2,0,0,,0,0,0,,0,0,0,,0,2,12
41,1988,1988-09-25,4,27.039,DET,,NYJ,L 10-17,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
42,1988,1988-10-02,5,27.046,DET,@,SFO,L 13-20,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
43,1988,1988-10-09,6,27.053,DET,,CHI,L 7-24,2,36,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
44,1988,1988-10-16,7,27.060,DET,@,NYG,L 10-30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
45,1988,1988-10-23,8,27.067,DET,@,KAN,W 7-6,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
46,1988,1988-10-30,9,27.074,DET,,NYG,L 10-13,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
47,1988,1988-11-06,10,27.081,DET,@,MIN,L 17-44,1,7,7.00,0,0,0,,0,5,109,21.80,0,0,0,,0,0,0
48,1988,1988-11-13,11,27.088,DET,,TAM,L 20-23,3,33,11.00,0,0,0,,0,3,70,23.33,0,1,8,8.00,0,0,0
49,1988,1988-11-20,12,27.095,DET,@,GNB,W 19-9,0,0,,0,1,4,4.00,0,0,0,,0,2,16,8.00,0,0,0
50,1988,1988-11-24,13,27.099,DET,,MIN,L 0-23,1,11,11.00,0,0,0,,0,0,0,,0,2,35,17.50,0,0,0
51,1988,1988-12-04,14,27.109,DET,,GNB,W 30-14,1,31,31.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
52,1988,1988-12-11,15,27.116,DET,@,CHI,L 12-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
53,1988,1988-12-18,16,27.123,DET,@,TAM,L 10-21,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
54,1989,1989-09-10,1,28.024,GNB,,TAM,L 21-23,0,0,,0,,,,,0,0,,0,,,,,,
55,1989,1989-09-17,2,28.031,GNB,,NOR,W 35-34,0,0,,0,0,0,,0,3,54,18.00,0,0,0,,0,0,0
56,1989,1989-09-24,3,28.038,GNB,@,RAM,L 38-41,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
57,1989,1989-10-01,4,28.045,GNB,,ATL,W 23-21,0,0,,0,,,,,0,0,,0,,,,,,
58,1989,1989-10-08,5,28.052,GNB,,DAL,W 31-13,0,0,,0,,,,,0,0,,0,,,,,,
59,1989,1989-10-15,6,28.059,GNB,@,MIN,L 14-26,1,46,46.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
60,1989,1989-10-22,7,28.066,GNB,@,MIA,L 20-23,0,0,,0,,,,,0,0,,0,,,,,,
61,1989,1989-10-29,8,28.073,GNB,,DET,W 23-20,0,0,,0,,,,,0,0,,0,,,,,,
62,1989,1989-11-05,9,28.080,GNB,,CHI,W 14-13,0,0,,0,,,,,0,0,,0,,,,,,
63,1989,1989-11-12,10,28.087,GNB,@,DET,L 22-31,3,43,14.33,0,0,0,,0,3,62,20.67,0,0,0,,0,0,0
64,1989,1989-11-19,11,28.094,GNB,@,SFO,W 21-17,2,21,10.50,0,0,0,,0,2,40,20.00,0,0,0,,0,0,0
65,1989,1989-11-26,12,28.101,GNB,,MIN,W 20-19,2,14,7.00,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0
66,1989,1989-12-03,13,28.108,GNB,@,TAM,W 17-16,1,17,17.00,0,0,0,,0,1,12,12.00,0,0,0,,0,0,0
67,1989,1989-12-10,14,28.115,GNB,,KAN,L 3-21,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
68,1989,1989-12-17,15,28.122,GNB,@,CHI,W 40-28,0,0,,0,0,0,,0,2,44,22.00,0,0,0,,0,0,0
69,1989,1989-12-24,16,28.129,GNB,@,DAL,W 20-10,0,0,,0,0,0,,0,1,28,28.00,0,0,0,,0,0,0
70,1990,1990-09-23,3,29.037,GNB,,KAN,L 3-17,0,0,,0,0,0,,0,3,56,18.67,0,0,0,,0,0,0
71,1990,1990-09-30,4,29.044,GNB,@,DET,W 24-21,0,0,,0,0,0,,0,4,48,12.00,0,0,0,,0,0,0
72,1990,1990-10-07,5,29.051,GNB,@,CHI,L 13-27,,,,,,,,,0,0,,0,,,,,,
73,1990,1990-10-14,6,29.058,GNB,@,TAM,L 14-26,,,,,,,,,0,0,,0,,,,,,
74,1990,1990-10-28,7,29.072,GNB,,MIN,W 24-10,,,,,,,,,0,0,,0,,,,,,
75,1990,1990-11-04,8,29.079,GNB,,SFO,L 20-24,,,,,,,,,0,0,,0,,,,,,
76,1990,1990-11-11,9,29.086,GNB,@,RAI,W 29-16,,,,,,,,,0,0,,0,,,,,,
77,1990,1990-11-18,10,29.093,GNB,@,PHO,W 24-21,,,,,,,,,0,0,,0,,,,,,
78,1990,1990-11-25,11,29.100,GNB,,TAM,W 20-10,,,,,,,,,0,0,,0,,,,,,
79,1990,1990-12-02,12,29.107,GNB,@,MIN,L 7-23,,,,,,,,,0,0,,0,,,,,,
80,1990,1990-12-09,13,29.114,GNB,,SEA,L 14-20,,,,,,,,,0,0,,0,,,,,,
81,1990,1990-12-16,14,29.121,GNB,@,PHI,L 0-31,,,,,,,,,0,0,,0,,,,,,
82,1990,1990-12-22,15,29.127,GNB,,DET,L 17-24,,,,,,,,,0,0,,0,,,,,,
83,1990,1990-12-30,16,29.135,GNB,@,DEN,L 13-22,,,,,,,,,0,0,,0,,,,,,
