ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1968,1968-10-20,6,23.013,CHI,@,PHI,W 29-16,3,45,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
2,1968,1968-10-27,7,23.020,CHI,,MIN,W 26-24,2,31,15.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
3,1968,1968-11-03,8,23.027,CHI,@,GNB,W 13-10,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
4,1968,1968-11-10,9,23.034,CHI,,SFO,W 27-19,4,73,18.25,1,1,18,18.00,0,0,0,,0,0,0,,0,0,,,1,42,42.00,0,1,8,8.00,0,1,6
5,1968,1968-11-17,10,23.041,CHI,,ATL,L 13-16,4,69,17.25,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,2,38,19.00,0,2,9,4.50,0,0,0
6,1968,1968-12-01,12,23.055,CHI,@,NOR,W 23-17,0,0,,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
7,1968,1968-12-08,13,23.062,CHI,@,RAM,W 17-16,3,33,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,0,0
8,1968,1968-12-15,14,23.069,CHI,,GNB,L 27-28,2,15,7.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,9,4.50,0,0,0
9,1969,1969-09-21,1,23.349,CHI,@,GNB,L 0-17,6,46,7.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
10,1969,1969-09-28,2,23.356,CHI,@,STL,L 17-20,3,27,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
11,1969,1969-10-05,3,23.363,CHI,@,NYG,L 24-28,3,65,21.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
12,1969,1969-10-12,4,24.005,CHI,,MIN,L 0-31,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
13,1969,1969-10-19,5,24.012,CHI,@,DET,L 7-13,2,44,22.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
14,1969,1969-10-26,6,24.019,CHI,,RAM,L 7-9,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
15,1969,1969-11-02,7,24.026,CHI,@,MIN,L 14-31,4,29,7.25,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
