ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-11-15,10,22.057,DET,@,CLE,L 21-37,1,2,2.00,0,0,0,,0,0,0,0,0,0
2,1970,1970-09-20,1,28.001,MIN,,KAN,W 27-10,,,,,,,,,,,,,
3,1970,1970-09-27,2,28.008,MIN,,NOR,W 26-0,,,,,,,,,,,,,
4,1970,1970-10-04,3,28.015,MIN,@,GNB,L 10-13,,,,,,,,,,,,,
5,1970,1970-10-11,4,28.022,MIN,@,CHI,W 24-0,0,0,,0,0,0,,0,0,0,1,33,0
6,1970,1970-10-18,5,28.029,MIN,,DAL,W 54-13,,,,,,,,,,,,,
7,1970,1970-10-26,6,28.037,MIN,,RAM,W 13-3,,,,,,,,,,,,,
8,1970,1970-11-01,7,28.043,MIN,@,DET,W 30-17,,,,,,,,,,,,,
9,1970,1970-11-08,8,28.050,MIN,@,WAS,W 19-10,,,,,,,,,,,,,
10,1970,1970-11-15,9,28.057,MIN,,DET,W 24-20,,,,,,,,,,,,,
11,1970,1970-11-22,10,28.064,MIN,,GNB,W 10-3,,,,,,,,,,,,,
12,1970,1970-11-29,11,28.071,MIN,@,NYJ,L 10-20,,,,,,,,,,,,,
13,1970,1970-12-05,12,28.077,MIN,,CHI,W 16-13,0,0,,0,0,0,,0,0,0,1,0,0
14,1970,1970-12-13,13,28.085,MIN,@,BOS,W 35-14,,,,,,,,,,,,,
15,1970,1970-12-20,14,28.092,MIN,@,ATL,W 37-7,,,,,,,,,,,,,
16,1971,1971-09-20,1,29.001,MIN,@,DET,W 16-13,,,,,,,,,,,,,
17,1971,1971-09-26,2,29.007,MIN,,CHI,L 17-20,,,,,,,,,,,,,
18,1971,1971-10-03,3,29.014,MIN,,BUF,W 19-0,0,0,,0,0,0,,0,0,0,1,0,0
19,1971,1971-10-10,4,29.021,MIN,@,PHI,W 13-0,,,,,,,,,,,,,
20,1971,1971-10-17,5,29.028,MIN,@,GNB,W 24-13,,,,,,,,,,,,,
21,1971,1971-10-25,6,29.036,MIN,,BAL,W 10-3,,,,,,,,,,,,,
22,1971,1971-10-31,7,29.042,MIN,@,NYG,W 17-10,,,,,,,,,,,,,
23,1971,1971-11-07,8,29.049,MIN,,SFO,L 9-13,,,,,,,,,,,,,
24,1971,1971-11-14,9,29.056,MIN,,GNB,W 3-0,,,,,,,,,,,,,
25,1971,1971-11-21,10,29.063,MIN,@,NOR,W 23-10,,,,,,,,,,,,,
26,1971,1971-11-28,11,29.070,MIN,,ATL,W 24-7,,,,,,,,,,,,,
