ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1964,1964-10-18,6,22.081,RAM,,SFO,W 42-14,14,56,4.00,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
2,1964,1964-10-25,7,22.088,RAM,@,GNB,W 27-17,10,90,9.00,1,4,41,10.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
3,1964,1964-11-01,8,22.095,RAM,@,DET,L 17-37,6,12,2.00,0,2,35,17.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
4,1964,1964-11-08,9,22.102,RAM,,PHI,W 20-10,16,138,8.63,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1964,1964-11-15,10,22.109,RAM,,CHI,L 24-34,10,39,3.90,1,3,82,27.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
6,1964,1964-11-22,11,22.116,RAM,,BAL,L 7-24,11,13,1.18,0,3,16,5.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1964,1964-11-29,12,22.123,RAM,@,MIN,L 13-34,6,21,3.50,0,4,58,14.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1964,1964-12-06,13,22.130,RAM,@,SFO,L 7-28,6,10,1.67,0,3,24,8.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
9,1964,1964-12-13,14,22.137,RAM,,GNB,T 24-24,17,72,4.24,1,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
10,1965,1965-09-19,1,23.052,RAM,@,DET,L 0-20,6,0,0.00,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1965,1965-09-25,2,23.058,RAM,,CHI,W 30-28,6,17,2.83,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
12,1965,1965-10-10,4,23.073,RAM,@,CHI,L 6-31,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
