ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1991,1991-09-01,1,21.350,SEA,@,NOR,L 24-27,,0,0,,0,,
2,1991,1991-09-08,2,21.357,SEA,,NYJ,W 20-13,,0,0,,0,,
3,1991,1991-09-15,3,21.364,SEA,@,DEN,L 10-16,,0,0,,0,,
4,1991,1991-09-22,4,22.006,SEA,@,KAN,L 13-20,,0,0,,0,,
5,1991,1991-09-29,5,22.013,SEA,,IND,W 31-3,,0,0,,0,,
6,1991,1991-10-06,6,22.020,SEA,@,CIN,W 13-7,,0,0,,0,,
7,1991,1991-10-13,7,22.027,SEA,,RAI,L 20-23,,0,0,,0,,
8,1991,1991-10-20,8,22.034,SEA,@,PIT,W 27-7,,0,0,,0,,
9,1991,1991-10-27,9,22.041,SEA,,SDG,W 20-9,,0,0,,0,,
10,1991,1991-11-10,10,22.055,SEA,@,SDG,L 14-17,,1,5,5.00,0,,
11,1991,1991-11-17,11,22.062,SEA,@,RAI,L 7-31,,1,19,19.00,0,,
12,1991,1991-11-24,12,22.069,SEA,,DEN,W 13-10,,0,0,,0,,
13,1991,1991-12-01,13,22.076,SEA,,KAN,L 6-19,,0,0,,0,,
14,1991,1991-12-08,14,22.083,SEA,,SFO,L 22-24,,0,0,,0,,
15,1991,1991-12-15,15,22.090,SEA,@,ATL,L 13-26,,2,14,7.00,0,,
16,1991,1991-12-22,16,22.097,SEA,,RAM,W 23-9,,0,0,,0,,
17,1992,1992-09-06,1,22.356,SEA,,CIN,L 3-21,1,0,0,,0,0.0%,0.00
18,1992,1992-10-04,5,23.018,SEA,@,SDG,L 6-17,1,0,0,,0,0.0%,0.00
19,1992,1992-10-11,6,23.025,SEA,@,DAL,L 0-27,2,1,15,15.00,0,50.0%,7.50
20,1992,1992-10-18,7,23.032,SEA,,RAI,L 0-19,2,1,57,57.00,0,50.0%,28.50
21,1992,1992-10-25,8,23.039,SEA,@,NYG,L 10-23,3,3,27,9.00,0,100.0%,9.00
22,1992,1992-11-08,9,23.053,SEA,,WAS,L 3-16,,0,0,,0,0.0%,
23,1992,1992-11-15,10,23.060,SEA,@,RAI,L 3-20,,0,0,,0,0.0%,
24,1992,1992-11-22,11,23.067,SEA,,KAN,L 14-24,1,0,0,,0,0.0%,0.00
25,1992,1992-11-30,12,23.075,SEA,,DEN,W 16-13,,0,0,,0,0.0%,
26,1992,1992-12-06,13,23.081,SEA,@,PIT,L 14-20,,0,0,,0,0.0%,
27,1992,1992-12-13,14,23.088,SEA,,PHI,L 17-20,,0,0,,0,0.0%,
28,1992,1992-12-20,15,23.095,SEA,@,DEN,L 6-10,1,0,0,,0,0.0%,0.00
29,1992,1992-12-27,16,23.102,SEA,,SDG,L 14-31,,0,0,,0,0.0%,
