ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-10-05,5,21.334,NYG,,ATL,W 30-20,,5,4,44,11.00,1,80.0%,8.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
2,2014,2014-10-12,6,21.341,NYG,@,PHI,L 0-27,*,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,0,0,0.0,0,0
3,2014,2014-10-19,7,21.348,NYG,@,DAL,L 21-31,*,6,4,34,8.50,2,66.7%,5.67,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,21,10.50,0,2,12,0.0,1,0
4,2014,2014-11-03,8,21.363,NYG,,IND,L 24-40,*,11,8,156,19.50,0,72.7%,14.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-3,-3.00,0,0,0,0.0,0,0
5,2014,2014-11-09,9,22.004,NYG,@,SEA,L 17-38,*,9,7,108,15.43,0,77.8%,12.00,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2014,2014-11-16,10,22.011,NYG,,SFO,L 10-16,*,13,6,93,15.50,0,46.2%,7.15,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,39,13.00,0,0,0,0.0,1,0
7,2014,2014-11-23,11,22.018,NYG,,DAL,L 28-31,*,11,10,146,14.60,2,90.9%,13.27,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,2,12,0.0,0,0
8,2014,2014-11-30,12,22.025,NYG,@,JAX,L 24-25,*,8,7,90,12.86,0,87.5%,11.25,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,48,9.60,0,0,0,0.0,0,0
9,2014,2014-12-07,13,22.032,NYG,@,TEN,W 36-7,*,15,11,130,11.82,1,73.3%,8.67,1,9,9.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,4,49,12.25,0,1,6,0.0,0,0
10,2014,2014-12-14,14,22.039,NYG,,WAS,W 24-13,*,15,12,143,11.92,3,80.0%,9.53,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,19,4.75,0,3,18,0.0,1,0
